timestamp,reviews,sentiment,rating
2020-07-11,does the job,4,
2021-11-24,cant believe how bad it is,1,
2019-12-03,cant believe how bad it is,1,
2018-03-06,very good,5,
2019-06-17,amazing app i recommend,5,
2022-04-13,3 out of 5 i guess,3,
2019-03-09,not good not bad.. does the job,3,
2020-11-04,never again using,1,
2018-01-16,wow so good,5,
2021-12-23,"terrible UI, deleted",1,
2023-06-18,perfection,5,
2017-01-01,uauh terrible,1,
2022-12-14,cant believe how bad it is,1,
2021-05-11,uauh terrible,1,
2021-08-27,cant believe how bad it is,1,
2023-02-28,wow so good,5,
2020-11-16,dont even install,1,
2020-06-25,very good,5,
2020-10-13,omg fantastic,5,
2020-04-29,GREAT APP,5,
2021-03-17,neutral,3,
2017-10-29,neutral,3,
2022-12-23,excellent,5,
2023-08-07,3 out of 5 i guess,3,
2023-11-01,GREAT APP,5,
2019-04-28,neutral,3,
2017-01-19,perfection,5,
2023-03-25,omg fantastic,5,
2023-04-22,excellent,5,
2018-01-24,not good not bad.. does the job,3,
2023-03-15,neutral,3,
2021-04-06,bad app,1,
2021-10-19,does the job,4,
2017-10-24,perfection,5,
2021-09-13,dont even install,1,
2021-01-24,wish it had a easier way to load with money,3,
2017-12-01,wow so good,5,
2020-10-01,bad app,1,
2018-11-03,good,4,
2018-10-24,good,4,
2017-01-23,bad,1,
2021-07-04,uauh terrible,1,
2021-05-24,bad,1,
2020-07-07,good,4,
2020-12-31,uauh terrible,1,
2018-06-08,bad,1,
2020-10-09,GREAT APP,5,
2019-03-31,bad,1,
2021-04-08,not good not bad.. does the job,3,
2023-12-28,very good,5,
2023-06-22,uauh terrible,1,
2017-03-24,good,4,
2018-07-23,very good,5,
2020-06-26,dont even install,1,
2018-04-05,not good not bad.. does the job,3,
2021-08-03,perfection,5,
2023-12-19,does the job,4,
2019-06-05,amazing app i recommend,5,
2017-07-17,good,4,
2023-10-22,GREAT APP,5,
2019-09-13,wish it had a easier way to load with money,3,
2017-03-22,neutral,3,
2021-03-06,not good not bad.. does the job,3,
2021-08-21,3 out of 5 i guess,3,
2021-09-18,neutral,3,
2021-11-21,perfect to buy and sell easily,5,
2023-07-12,bad app,1,
2018-07-31,omg fantastic,5,
2019-10-04,never again using,1,
2020-03-16,perfection,5,
2023-11-20,bad,1,
2022-04-03,cant believe how bad it is,1,
2018-02-14,"terrible UI, deleted",1,
2017-07-25,GREAT APP,5,
2021-08-24,excellent,5,
2019-10-23,wow so good,5,
2018-12-18,bad app,1,
2023-04-03,never again using,1,
2023-12-07,bad app,1,
2022-08-17,"terrible UI, deleted",1,
2022-12-13,"i dont hate it, but i dont love it either..",3,
2019-03-11,excellent,5,
2019-09-10,bad app,1,
2019-09-30,perfection,5,
2021-03-09,perfection,5,
2023-04-18,omg fantastic,5,
2018-11-19,dont even install,1,
2023-06-30,uauh terrible,1,
2022-01-26,excellent,5,
2020-04-28,3 out of 5 i guess,3,
2021-08-28,wow so good,5,
2018-11-15,3 out of 5 i guess,3,
2019-11-06,omg fantastic,5,
2020-07-26,good,4,
2023-07-06,uauh terrible,1,
2022-10-14,cant believe how bad it is,1,
2022-04-28,uauh terrible,1,
2022-07-07,"i dont hate it, but i dont love it either..",3,
2021-11-17,neutral,3,
2020-02-14,amazing app i recommend,5,
2019-12-25,perfect to buy and sell easily,5,
2017-03-18,amazing app i recommend,5,
2020-03-30,not good not bad.. does the job,3,
2017-09-18,dont even install,1,
2020-03-31,good,4,
2023-12-03,3 out of 5 i guess,3,
2020-03-28,GREAT APP,5,
2022-04-10,bad,1,
2017-03-02,not good not bad.. does the job,3,
2023-11-20,dont even install,1,
2023-07-05,very good,5,
2021-08-30,amazing app i recommend,5,
2018-04-21,does the job,4,
2019-10-18,perfection,5,
2023-09-07,bad app,1,
2017-10-22,good,4,
2019-05-31,neutral,3,
2019-01-30,GREAT APP,5,
2021-09-09,very bad,1,
2019-01-06,omg fantastic,5,
2018-11-28,uauh terrible,1,
2018-08-01,bad app,1,
2017-02-19,very bad,1,
2019-07-29,not good not bad.. does the job,3,
2017-05-27,not good not bad.. does the job,3,
2019-09-26,GREAT APP,5,
2023-08-16,uauh terrible,1,
2022-02-13,omg fantastic,5,
2022-07-04,"i dont hate it, but i dont love it either..",3,
2021-07-24,amazing app i recommend,5,
2022-03-28,never again using,1,
2018-05-06,does the job,4,
2022-04-13,very bad,1,
2018-12-28,wish it had a easier way to load with money,3,
2022-10-08,does the job,4,
2020-02-28,amazing app i recommend,5,
2023-04-19,uauh terrible,1,
2017-09-19,dont even install,1,
2017-12-04,perfection,5,
2022-07-12,"i dont hate it, but i dont love it either..",3,
2018-09-19,perfect to buy and sell easily,5,
2022-02-13,excellent,5,
2018-12-06,"terrible UI, deleted",1,
2019-06-25,"i dont hate it, but i dont love it either..",3,
2018-10-15,bad,1,
2020-06-10,bad,1,
2018-10-07,bad,1,
2020-04-07,does the job,4,
2019-08-25,excellent,5,
2020-06-21,neutral,3,
2022-02-15,not good not bad.. does the job,3,
2018-08-03,not good not bad.. does the job,3,
2021-01-12,amazing app i recommend,5,
2022-07-23,"terrible UI, deleted",1,
2023-04-10,very good,5,
2019-09-11,"terrible UI, deleted",1,
2017-06-08,does the job,4,
2020-01-29,very good,5,
2019-05-28,"i dont hate it, but i dont love it either..",3,
2021-09-15,excellent,5,
2021-07-13,3 out of 5 i guess,3,
2020-12-25,very good,5,
2019-03-14,cant believe how bad it is,1,
2023-03-05,does the job,4,
2020-12-11,never again using,1,
2023-11-07,omg fantastic,5,
2022-09-25,very bad,1,
2023-12-20,3 out of 5 i guess,3,
2019-08-24,"i dont hate it, but i dont love it either..",3,
2018-05-01,never again using,1,
2019-11-09,does the job,4,
2023-02-12,wish it had a easier way to load with money,3,
2019-06-26,bad app,1,
2022-05-15,good,4,
2023-07-06,wish it had a easier way to load with money,3,
2019-10-30,cant believe how bad it is,1,
2023-01-20,wish it had a easier way to load with money,3,
2021-05-11,not good not bad.. does the job,3,
2018-08-26,bad,1,
2019-06-03,wow so good,5,
2018-10-01,good,4,
2020-11-30,cant believe how bad it is,1,
2022-09-14,dont even install,1,
2023-07-08,not good not bad.. does the job,3,
2018-02-12,not good not bad.. does the job,3,
2018-05-08,perfect to buy and sell easily,5,
2018-03-19,very good,5,
2022-12-19,bad app,1,
2017-01-05,very good,5,
2021-07-15,omg fantastic,5,
2023-06-03,never again using,1,
2023-12-13,"terrible UI, deleted",1,
2022-09-13,good,4,
2022-08-06,wish it had a easier way to load with money,3,
2020-03-23,3 out of 5 i guess,3,
2020-01-28,uauh terrible,1,
2020-09-27,wish it had a easier way to load with money,3,
2018-12-22,perfect to buy and sell easily,5,
2023-02-23,bad app,1,
2022-08-10,very good,5,
2023-02-16,good,4,
2023-08-13,does the job,4,
2018-01-19,GREAT APP,5,
2020-08-07,dont even install,1,
2018-07-25,very bad,1,
2023-11-17,omg fantastic,5,
2022-02-20,wish it had a easier way to load with money,3,
2018-11-19,perfection,5,
2019-09-13,very bad,1,
2020-06-29,uauh terrible,1,
2018-09-12,amazing app i recommend,5,
2018-02-04,"i dont hate it, but i dont love it either..",3,
2017-06-25,amazing app i recommend,5,
2022-05-15,3 out of 5 i guess,3,
2021-08-23,very bad,1,
2022-09-16,perfection,5,
2017-04-09,omg fantastic,5,
2022-02-22,good,4,
2022-04-29,good,4,
2018-01-22,wow so good,5,
2022-01-14,"terrible UI, deleted",1,
2021-09-07,good,4,
2018-11-19,good,4,
2018-06-27,"i dont hate it, but i dont love it either..",3,
2017-09-10,3 out of 5 i guess,3,
2020-12-31,uauh terrible,1,
2019-08-15,good,4,
2021-08-06,bad,1,
2023-08-03,does the job,4,
2023-08-01,never again using,1,
2023-09-28,good,4,
2017-05-05,uauh terrible,1,
2018-11-08,neutral,3,
2021-02-20,amazing app i recommend,5,
2022-08-12,perfection,5,
2023-01-30,bad app,1,
2023-01-30,bad app,1,
2019-12-18,does the job,4,
2022-01-12,GREAT APP,5,
2022-09-14,amazing app i recommend,5,
2020-09-20,perfection,5,
2022-07-04,very good,5,
2019-08-24,not good not bad.. does the job,3,
2017-02-06,very bad,1,
2017-07-10,not good not bad.. does the job,3,
2017-05-27,"i dont hate it, but i dont love it either..",3,
2017-11-20,wish it had a easier way to load with money,3,
2021-11-02,very bad,1,
2018-06-07,never again using,1,
2023-01-11,wow so good,5,
2022-01-15,perfection,5,
2019-05-25,neutral,3,
2017-08-03,very good,5,
2018-10-02,neutral,3,
2022-07-01,"terrible UI, deleted",1,
2022-01-25,GREAT APP,5,
2019-02-01,amazing app i recommend,5,
2021-09-04,never again using,1,
2019-07-31,perfection,5,
2020-04-15,excellent,5,
2020-08-10,cant believe how bad it is,1,
2022-10-21,wish it had a easier way to load with money,3,
2022-07-22,does the job,4,
2019-05-14,very good,5,
2019-09-06,not good not bad.. does the job,3,
2018-03-11,"i dont hate it, but i dont love it either..",3,
2023-12-03,excellent,5,
2017-11-26,wish it had a easier way to load with money,3,
2017-12-30,"terrible UI, deleted",1,
2020-12-23,neutral,3,
2018-05-28,very bad,1,
2018-10-08,cant believe how bad it is,1,
2023-12-02,does the job,4,
2023-03-03,3 out of 5 i guess,3,
2022-06-01,neutral,3,
2018-11-16,amazing app i recommend,5,
2021-04-07,"i dont hate it, but i dont love it either..",3,
2020-08-31,does the job,4,
2017-04-01,good,4,
2017-12-17,"terrible UI, deleted",1,
2019-07-26,not good not bad.. does the job,3,
2021-04-12,does the job,4,
2023-12-10,cant believe how bad it is,1,
2021-12-21,very bad,1,
2021-04-09,cant believe how bad it is,1,
2022-09-10,dont even install,1,
2021-04-16,very good,5,
2018-10-31,perfect to buy and sell easily,5,
2022-05-27,3 out of 5 i guess,3,
2023-02-17,bad app,1,
2018-10-10,GREAT APP,5,
2018-05-24,"i dont hate it, but i dont love it either..",3,
2018-01-18,very good,5,
2020-10-21,neutral,3,
2020-05-21,omg fantastic,5,
2020-02-04,neutral,3,
2020-12-14,very bad,1,
2021-10-04,excellent,5,
2021-03-24,"terrible UI, deleted",1,
2020-07-09,good,4,
2018-08-05,amazing app i recommend,5,
2017-01-18,uauh terrible,1,
2022-05-29,dont even install,1,
2023-10-08,never again using,1,
2021-06-19,bad app,1,
2017-12-22,never again using,1,
2023-06-03,"i dont hate it, but i dont love it either..",3,
2023-04-03,never again using,1,
2017-05-18,bad app,1,
2018-07-19,amazing app i recommend,5,
2020-11-04,wish it had a easier way to load with money,3,
2022-11-10,bad app,1,
2023-11-21,cant believe how bad it is,1,
2018-06-18,"i dont hate it, but i dont love it either..",3,
2023-08-16,omg fantastic,5,
2023-11-21,"terrible UI, deleted",1,
2020-03-28,very good,5,
2019-01-31,cant believe how bad it is,1,
2021-02-22,GREAT APP,5,
2021-10-31,perfection,5,
2019-12-04,not good not bad.. does the job,3,
2022-01-19,excellent,5,
2022-03-23,bad,1,
2023-05-17,very bad,1,
2023-06-11,"terrible UI, deleted",1,
2020-01-20,perfection,5,
2021-05-13,bad app,1,
2021-02-28,wish it had a easier way to load with money,3,
2020-03-03,bad,1,
2022-01-12,does the job,4,
2018-09-18,bad,1,
2021-04-27,perfect to buy and sell easily,5,
2021-08-10,"i dont hate it, but i dont love it either..",3,
2018-09-26,very good,5,
2019-07-30,perfection,5,
2022-11-27,very good,5,
2020-06-15,GREAT APP,5,
2023-10-16,bad app,1,
2017-04-26,wow so good,5,
2021-11-13,wow so good,5,
2017-11-10,amazing app i recommend,5,
2022-06-01,very bad,1,
2023-03-20,"terrible UI, deleted",1,
2018-06-12,3 out of 5 i guess,3,
2022-03-13,uauh terrible,1,
2021-06-13,perfection,5,
2020-10-05,excellent,5,
2022-06-04,bad app,1,
2019-06-21,uauh terrible,1,
2023-04-10,good,4,
2017-12-22,dont even install,1,
2021-08-08,never again using,1,
2017-12-21,neutral,3,
2022-10-24,cant believe how bad it is,1,
2018-10-27,never again using,1,
2021-03-08,bad app,1,
2019-03-09,"i dont hate it, but i dont love it either..",3,
2018-12-30,"terrible UI, deleted",1,
2021-06-12,never again using,1,
2021-01-04,GREAT APP,5,
2017-01-30,excellent,5,
2017-01-04,3 out of 5 i guess,3,
2019-01-21,bad app,1,
2018-05-15,wish it had a easier way to load with money,3,
2023-03-06,amazing app i recommend,5,
2020-05-25,cant believe how bad it is,1,
2020-12-03,omg fantastic,5,
2018-11-28,bad,1,
2018-05-23,never again using,1,
2021-11-12,uauh terrible,1,
2023-06-04,omg fantastic,5,
2020-12-27,3 out of 5 i guess,3,
2019-02-06,dont even install,1,
2018-05-08,"terrible UI, deleted",1,
2020-06-09,3 out of 5 i guess,3,
2020-04-10,amazing app i recommend,5,
2017-04-07,very good,5,
2019-05-23,bad app,1,
2023-09-24,wow so good,5,
2017-03-28,neutral,3,
2019-10-23,never again using,1,
2021-12-29,bad app,1,
2021-01-06,perfection,5,
2022-02-11,amazing app i recommend,5,
2017-10-16,"terrible UI, deleted",1,
2018-08-06,very bad,1,
2023-03-17,wow so good,5,
2017-01-17,bad app,1,
2022-06-03,does the job,4,
2022-01-06,wow so good,5,
2022-12-18,amazing app i recommend,5,
2020-07-04,perfect to buy and sell easily,5,
2017-11-07,omg fantastic,5,
2019-11-14,3 out of 5 i guess,3,
2021-02-01,never again using,1,
2022-01-29,very bad,1,
2020-06-26,dont even install,1,
2023-04-24,perfect to buy and sell easily,5,
2017-05-12,neutral,3,
2017-05-10,bad,1,
2021-08-21,wow so good,5,
2020-11-28,perfect to buy and sell easily,5,
2017-03-27,never again using,1,
2022-10-15,good,4,
2019-11-26,wish it had a easier way to load with money,3,
2021-09-12,perfection,5,
2023-12-07,good,4,
2020-01-31,3 out of 5 i guess,3,
2021-03-03,amazing app i recommend,5,
2021-04-10,bad,1,
2020-06-23,excellent,5,
2018-07-25,very good,5,
2023-12-24,never again using,1,
2021-12-03,bad app,1,
2021-03-07,omg fantastic,5,
2023-04-21,does the job,4,
2022-08-11,"i dont hate it, but i dont love it either..",3,
2021-10-29,bad app,1,
2018-12-17,does the job,4,
2023-02-26,GREAT APP,5,
2017-05-09,wow so good,5,
2023-10-27,neutral,3,
2020-09-14,"i dont hate it, but i dont love it either..",3,
2019-02-06,perfection,5,
2018-12-24,does the job,4,
2023-11-10,bad,1,
2021-03-06,dont even install,1,
2022-06-30,perfect to buy and sell easily,5,
2019-04-16,"terrible UI, deleted",1,
2023-03-20,excellent,5,
2018-11-15,never again using,1,
2018-01-06,dont even install,1,
2023-01-05,"i dont hate it, but i dont love it either..",3,
2017-08-27,does the job,4,
2019-06-14,very good,5,
2018-04-16,wow so good,5,
2020-01-26,good,4,
2017-12-29,uauh terrible,1,
2018-06-18,good,4,
2023-11-10,"i dont hate it, but i dont love it either..",3,
2021-01-11,perfect to buy and sell easily,5,
2023-11-06,never again using,1,
2022-01-07,omg fantastic,5,
2020-03-31,very bad,1,
2022-11-15,not good not bad.. does the job,3,
2022-10-24,very bad,1,
2021-12-27,uauh terrible,1,
2023-04-02,perfect to buy and sell easily,5,
2023-08-19,does the job,4,
2019-05-18,dont even install,1,
2019-12-05,wow so good,5,
2019-06-30,GREAT APP,5,
2018-11-01,perfect to buy and sell easily,5,
2021-12-09,bad app,1,
2018-01-11,amazing app i recommend,5,
2020-10-26,good,4,
2023-01-07,GREAT APP,5,
2019-12-04,bad app,1,
2019-02-02,cant believe how bad it is,1,
2020-03-21,excellent,5,
2020-06-21,wow so good,5,
2023-09-28,very bad,1,
2017-09-28,very good,5,
2018-12-14,very bad,1,
2022-08-14,not good not bad.. does the job,3,
2018-03-28,3 out of 5 i guess,3,
2019-03-19,wish it had a easier way to load with money,3,
2023-06-03,wish it had a easier way to load with money,3,
2019-09-25,wow so good,5,
2021-09-03,wish it had a easier way to load with money,3,
2018-03-04,excellent,5,
2019-02-16,3 out of 5 i guess,3,
2021-01-29,amazing app i recommend,5,
2021-08-10,3 out of 5 i guess,3,
2018-09-23,never again using,1,
2017-03-07,never again using,1,
2020-11-14,good,4,
2018-06-09,neutral,3,
2020-01-11,perfect to buy and sell easily,5,
2018-06-14,very bad,1,
2022-05-09,never again using,1,
2021-04-03,perfect to buy and sell easily,5,
2023-09-19,very good,5,
2023-01-08,bad app,1,
2023-09-16,"i dont hate it, but i dont love it either..",3,
2020-09-30,neutral,3,
2018-11-01,not good not bad.. does the job,3,
2021-10-18,good,4,
2022-04-05,dont even install,1,
2018-02-13,perfection,5,
2021-09-29,GREAT APP,5,
2022-02-10,"terrible UI, deleted",1,
2018-09-06,perfection,5,
2021-03-06,very good,5,
2018-07-08,does the job,4,
2023-05-03,very good,5,
2022-02-04,3 out of 5 i guess,3,
2022-08-18,not good not bad.. does the job,3,
2017-02-26,very good,5,
2022-01-10,good,4,
2018-02-01,wish it had a easier way to load with money,3,
2021-07-24,cant believe how bad it is,1,
2019-07-30,neutral,3,
2018-10-28,amazing app i recommend,5,
2018-01-09,perfect to buy and sell easily,5,
2018-05-18,wish it had a easier way to load with money,3,
2019-03-20,perfect to buy and sell easily,5,
2020-07-04,amazing app i recommend,5,
2019-05-27,uauh terrible,1,
2017-02-02,"terrible UI, deleted",1,
2020-04-20,bad app,1,
2022-08-06,"terrible UI, deleted",1,
2021-09-14,not good not bad.. does the job,3,
2020-01-08,bad,1,
2019-09-11,neutral,3,
2022-12-03,"i dont hate it, but i dont love it either..",3,
2017-02-02,"i dont hate it, but i dont love it either..",3,
2017-06-12,omg fantastic,5,
2021-04-09,does the job,4,
2017-06-25,does the job,4,
2019-07-28,cant believe how bad it is,1,
2021-01-15,never again using,1,
2017-06-10,good,4,
2022-10-20,"i dont hate it, but i dont love it either..",3,
2022-05-04,does the job,4,
2022-11-15,not good not bad.. does the job,3,
2022-12-01,neutral,3,
2020-06-02,perfect to buy and sell easily,5,
2021-06-12,amazing app i recommend,5,
2018-08-19,3 out of 5 i guess,3,
2020-04-27,omg fantastic,5,
2021-07-02,wow so good,5,
2022-04-07,excellent,5,
2021-09-30,not good not bad.. does the job,3,
2021-08-28,omg fantastic,5,
2019-04-26,perfect to buy and sell easily,5,
2020-07-12,3 out of 5 i guess,3,
2022-04-30,amazing app i recommend,5,
2017-08-30,never again using,1,
2020-10-14,bad,1,
2018-03-31,excellent,5,
2023-09-26,"i dont hate it, but i dont love it either..",3,
2020-02-05,uauh terrible,1,
2021-08-22,dont even install,1,
2018-11-25,3 out of 5 i guess,3,
2018-10-24,wish it had a easier way to load with money,3,
2023-07-23,wow so good,5,
2020-01-01,amazing app i recommend,5,
2023-09-26,GREAT APP,5,
2019-07-16,"terrible UI, deleted",1,
2023-10-25,very bad,1,
2019-12-24,not good not bad.. does the job,3,
2020-03-22,perfection,5,
2018-04-12,wish it had a easier way to load with money,3,
2021-11-15,GREAT APP,5,
2021-01-29,never again using,1,
2017-11-28,perfection,5,
2017-07-24,3 out of 5 i guess,3,
2022-09-27,"i dont hate it, but i dont love it either..",3,
2017-04-03,perfection,5,
2019-12-23,"terrible UI, deleted",1,
2019-10-18,not good not bad.. does the job,3,
2021-12-13,wow so good,5,
2021-04-30,uauh terrible,1,
2023-04-11,"terrible UI, deleted",1,
2018-06-20,perfect to buy and sell easily,5,
2023-02-10,neutral,3,
2020-04-12,neutral,3,
2023-08-05,omg fantastic,5,
2021-03-31,amazing app i recommend,5,
2022-10-05,"i dont hate it, but i dont love it either..",3,
2017-04-13,very good,5,
2018-09-29,wow so good,5,
2018-09-09,excellent,5,
2018-12-13,uauh terrible,1,
2020-05-26,excellent,5,
2017-03-21,dont even install,1,
2019-08-14,cant believe how bad it is,1,
2020-09-08,very good,5,
2019-12-02,good,4,
2020-01-31,uauh terrible,1,
2021-01-21,3 out of 5 i guess,3,
2022-12-09,cant believe how bad it is,1,
2021-09-12,uauh terrible,1,
2017-10-22,very bad,1,
2017-06-22,uauh terrible,1,
2023-02-11,does the job,4,
2018-10-04,very bad,1,
2023-05-16,good,4,
2023-02-23,neutral,3,
2020-11-15,"i dont hate it, but i dont love it either..",3,
2021-06-25,omg fantastic,5,
2019-09-20,"terrible UI, deleted",1,
2018-09-15,omg fantastic,5,
2023-02-20,wow so good,5,
2023-06-29,wow so good,5,
2023-02-08,does the job,4,
2017-01-05,perfect to buy and sell easily,5,
2017-08-11,does the job,4,
2021-06-18,bad app,1,
2018-07-03,very bad,1,
2017-05-09,not good not bad.. does the job,3,
2023-11-14,perfect to buy and sell easily,5,
2017-11-09,cant believe how bad it is,1,
2019-05-21,"i dont hate it, but i dont love it either..",3,
2022-08-17,3 out of 5 i guess,3,
2017-08-06,perfect to buy and sell easily,5,
2018-08-30,good,4,
2020-11-23,amazing app i recommend,5,
2022-07-30,not good not bad.. does the job,3,
2023-04-05,"terrible UI, deleted",1,
2023-06-19,omg fantastic,5,
2020-07-05,excellent,5,
2021-07-14,bad,1,
2020-02-21,very bad,1,
2017-12-05,does the job,4,
2017-11-20,perfection,5,
2022-12-08,amazing app i recommend,5,
2022-04-18,dont even install,1,
2022-11-15,amazing app i recommend,5,
2021-09-08,excellent,5,
2018-07-02,omg fantastic,5,
2018-06-03,wow so good,5,
2022-09-27,wow so good,5,
2018-08-14,very bad,1,
2019-12-22,wow so good,5,
2017-12-06,wow so good,5,
2019-10-03,bad,1,
2022-06-11,does the job,4,
2021-09-03,neutral,3,
2018-04-03,bad,1,
2021-09-29,3 out of 5 i guess,3,
2019-07-04,cant believe how bad it is,1,
2018-05-17,amazing app i recommend,5,
2023-06-22,neutral,3,
2023-09-12,does the job,4,
2017-12-29,dont even install,1,
2020-01-16,cant believe how bad it is,1,
2023-03-30,3 out of 5 i guess,3,
2018-04-15,3 out of 5 i guess,3,
2017-01-29,"terrible UI, deleted",1,
2017-09-09,excellent,5,
2022-11-30,bad,1,
2021-02-11,perfect to buy and sell easily,5,
2019-12-16,very bad,1,
2018-11-22,very good,5,
2023-10-25,3 out of 5 i guess,3,
2022-11-10,excellent,5,
2022-05-17,bad,1,
2020-05-25,does the job,4,
2021-01-23,does the job,4,
2023-02-14,does the job,4,
2021-04-15,"terrible UI, deleted",1,
2018-04-20,neutral,3,
2019-03-08,dont even install,1,
2017-09-11,bad,1,
2022-01-19,not good not bad.. does the job,3,
2020-11-16,perfect to buy and sell easily,5,
2022-11-24,omg fantastic,5,
2020-01-10,not good not bad.. does the job,3,
2023-08-07,not good not bad.. does the job,3,
2020-12-08,excellent,5,
2023-12-14,perfection,5,
2020-02-16,"terrible UI, deleted",1,
2022-04-12,neutral,3,
2019-06-21,amazing app i recommend,5,
2023-02-27,"terrible UI, deleted",1,
2022-01-15,never again using,1,
2018-03-09,3 out of 5 i guess,3,
2018-04-24,bad app,1,
2022-06-10,very bad,1,
2023-08-01,uauh terrible,1,
2022-05-08,uauh terrible,1,
2021-09-18,dont even install,1,
2019-01-11,wow so good,5,
2019-08-27,does the job,4,
2023-09-04,wish it had a easier way to load with money,3,
2021-03-17,3 out of 5 i guess,3,
2019-07-22,wish it had a easier way to load with money,3,
2017-05-24,cant believe how bad it is,1,
2023-05-17,very bad,1,
2020-04-24,3 out of 5 i guess,3,
2022-02-16,perfection,5,
2021-04-22,amazing app i recommend,5,
2022-12-25,bad,1,
2021-01-01,"terrible UI, deleted",1,
2021-11-23,neutral,3,
2018-10-19,uauh terrible,1,
2021-01-02,very bad,1,
2019-12-16,excellent,5,
2022-10-06,never again using,1,
2020-12-07,does the job,4,
2021-11-27,perfection,5,
2018-01-29,cant believe how bad it is,1,
2022-01-04,"i dont hate it, but i dont love it either..",3,
2019-12-17,bad,1,
2021-05-01,dont even install,1,
2023-03-10,dont even install,1,
2020-10-26,does the job,4,
2022-10-05,"i dont hate it, but i dont love it either..",3,
2023-01-28,cant believe how bad it is,1,
2017-05-15,never again using,1,
2021-01-20,not good not bad.. does the job,3,
2021-07-05,dont even install,1,
2021-07-14,bad,1,
2018-02-15,not good not bad.. does the job,3,
2022-06-07,very bad,1,
2021-07-02,bad,1,
2018-09-16,bad app,1,
2020-06-16,dont even install,1,
2019-06-28,wish it had a easier way to load with money,3,
2023-08-22,very good,5,
2021-04-26,very good,5,
2023-11-28,3 out of 5 i guess,3,
2018-11-15,good,4,
2022-04-09,never again using,1,
2020-10-11,excellent,5,
2021-04-06,very good,5,
2020-10-25,good,4,
2018-10-29,cant believe how bad it is,1,
2018-03-29,does the job,4,
2019-08-25,good,4,
2020-01-04,3 out of 5 i guess,3,
2020-11-20,dont even install,1,
2022-06-24,omg fantastic,5,
2022-03-19,not good not bad.. does the job,3,
2023-07-21,bad app,1,
2022-10-26,very good,5,
2022-10-06,perfection,5,
2017-01-24,perfection,5,
2020-01-12,perfect to buy and sell easily,5,
2023-01-07,3 out of 5 i guess,3,
2019-03-16,perfection,5,
2018-03-13,good,4,
2020-01-01,omg fantastic,5,
2020-09-10,bad,1,
2019-05-17,bad app,1,
2022-09-01,never again using,1,
2017-03-27,excellent,5,
2020-11-19,excellent,5,
2020-11-22,uauh terrible,1,
2023-06-23,uauh terrible,1,
2023-02-24,GREAT APP,5,
2018-07-29,dont even install,1,
2017-03-01,bad app,1,
2021-07-01,bad,1,
2022-02-06,3 out of 5 i guess,3,
2022-10-13,"i dont hate it, but i dont love it either..",3,
2017-05-14,bad,1,
2018-06-25,dont even install,1,
2017-02-28,perfection,5,
2022-09-11,wish it had a easier way to load with money,3,
2018-09-08,bad,1,
2019-07-21,never again using,1,
2017-12-16,not good not bad.. does the job,3,
2020-11-19,perfection,5,
2022-07-01,very bad,1,
2021-06-28,not good not bad.. does the job,3,
2019-10-14,bad,1,
2020-12-29,never again using,1,
2020-12-17,excellent,5,
2020-11-02,very good,5,
2017-11-03,perfection,5,
2017-08-23,"terrible UI, deleted",1,
2020-08-29,dont even install,1,
2020-06-09,perfect to buy and sell easily,5,
2023-11-09,very good,5,
2017-12-09,very bad,1,
2017-10-20,very bad,1,
2022-08-29,GREAT APP,5,
2021-03-10,"i dont hate it, but i dont love it either..",3,
2022-04-14,bad app,1,
2022-12-18,neutral,3,
2020-02-08,uauh terrible,1,
2017-09-14,excellent,5,
2018-10-13,does the job,4,
2020-01-17,3 out of 5 i guess,3,
2022-03-08,"i dont hate it, but i dont love it either..",3,
2018-07-21,cant believe how bad it is,1,
2020-11-27,GREAT APP,5,
2020-11-08,omg fantastic,5,
2018-12-12,wow so good,5,
2018-11-28,never again using,1,
2022-11-28,bad app,1,
2022-08-19,cant believe how bad it is,1,
2018-08-26,3 out of 5 i guess,3,
2021-07-24,"i dont hate it, but i dont love it either..",3,
2021-04-15,good,4,
2022-07-20,cant believe how bad it is,1,
2018-09-28,omg fantastic,5,
2017-04-12,good,4,
2022-08-15,wow so good,5,
2017-09-18,dont even install,1,
2023-10-01,omg fantastic,5,
2020-01-08,cant believe how bad it is,1,
2020-05-22,cant believe how bad it is,1,
2021-10-02,perfection,5,
2022-03-13,very good,5,
2021-06-29,"i dont hate it, but i dont love it either..",3,
2021-09-01,3 out of 5 i guess,3,
2017-11-01,perfection,5,
2017-09-01,not good not bad.. does the job,3,
2021-04-22,cant believe how bad it is,1,
2019-03-31,perfection,5,
2022-04-09,perfect to buy and sell easily,5,
2023-06-17,3 out of 5 i guess,3,
2020-06-25,perfect to buy and sell easily,5,
2023-04-28,perfection,5,
2020-12-08,3 out of 5 i guess,3,
2021-04-22,bad,1,
2020-09-22,bad,1,
2023-02-07,wish it had a easier way to load with money,3,
2023-12-19,GREAT APP,5,
2018-02-02,uauh terrible,1,
2020-09-27,perfect to buy and sell easily,5,
2020-02-13,dont even install,1,
2021-07-20,perfect to buy and sell easily,5,
2019-11-18,very good,5,
2017-08-11,"i dont hate it, but i dont love it either..",3,
2019-01-16,wow so good,5,
2019-04-25,very bad,1,
2020-08-04,uauh terrible,1,
2018-03-08,amazing app i recommend,5,
2021-11-10,does the job,4,
2020-03-17,wish it had a easier way to load with money,3,
2019-12-12,perfection,5,
