timestamp,reviews,rating,isEdited,title,userName,developerResponse
2021-04-02,"Месяц назад я по случайности перевёл монету со схожим названием на адрес другой монеты. Соотвественно такены мне не пришли на счёт. Я решил обратится в службу поддержки, так как монет на 800$(я считаю это не маленькие деньги). Мне ответили в службе поддержки, в течение одной недели мне вернут монеты на мой счёт с которого я отправлял, комиссия составит 0,01 btc. Я согласился. В течения месяца меня кормили обещаниями вот вот и переведут, но монет до сих пор на счету у меня нет! Самое обидное, что поддержка начала меня игнорить и теперь совсем не отвечают! Уже 1,5 недели от меня морозятся. Не ожидал от компании такого уровня. Не знаю как можно доверить свои средства этой компании с такой службой поддержки. Очень разочаровался, если получится решить этот вопрос удалю отзыв, но пока вы читаете это, вопрос не решён 😕",1,False,Никому не рекомендую!!!,Palmer Yarik,
2021-03-31,"Пахнет обманом!
Закупил крипты, два раза по 300грн для теста. Деньги с карты списались, а на счету биржи нет. Пишу в поддержку с фото и комментарием , тишина!
Не рекомендую!",1,False,Ужасно,Rebelkiev,
2021-03-31,"Купил на 10$ доги Коинов , деньги списали со счета, на счёт ничего не было зачислено. 48 часов ожиданий , в тех поддержку по 5 раз в день пишу, никто  не ответил ни разу, за двое суток. Денег так и нет, оспариваю платёж теперь , что бы вернуть деньги. Благо что не 1000$ закинул, вообще фиаско было бы. Не советую!!!",1,False,"Зашквар, иначе не назвать.",kL1mkA,
2021-03-31,"Тех. поддержки нет. Провел тестовую покупку крипты, деньги сняло с карты, а ничего не зачислили.
Пишу в чат тех.поддержки, получаю только ответы от чатбота.
Найти контакт куда написать не получается.",1,False,Деньги с карты снялись но не зачислились в программу.,Sprite2k7,
2021-03-30,Купил биткоин пол месяца назад захожу сегодня 0 и продержка молчит,1,False,Скам,пойдё,
2021-03-24,"Добрый вечер. Меня зовут Ваня Гордиенко 03.10.2000. Я был обычным пользователем этого приложения до тех пор пока не возникли проблемы с входом! Оказалось мой аккаунт был взломан и была поменяна почта входа и остальные данные. Я сразу написал в службу поддержки и было принято решение по смене почты входа. Мне было выслано  службой поддержки всего 3 тикета на которые я ответил в полном объёме. В итоге после того как я ответил на последний Тикет служба поддержки просто перестала отвечать и на этом все закончилось. Если не будет реакции на отзыв я буду подавать в суд так как там аж 0,33 BTC",1,False,Отзыв пользователя,Увари,
2021-02-09,Beautiful,5,False,Oleksiy,Glen Jefris,
2021-02-19,"Нереально пройти верефикацию,причина невнятная,сплошное харево",1,False,Лажа,Vrotmenta,
2023-10-29,سئ... احذر انهم لصوص.,1,False,لصوص,FaraH481475$nael,
2023-10-27,"Пол года не могу вывести свои деньги. Написали, что заблокировали по подозрению в нарушении правил использования. В итоге попросили обратиться на почту. Поддержка очень редко отвечает на почту. Попросили предоставить свои документы и видеоподтверждения транзакций. Все, что требовали предоставила в короткий срок. В итоге рассматривают уже пол года и не дают никаких подробностей. Очень ненадёжная биржа, не рекомендую держать там свои деньги. Это очень не безопасно.",1,False,Блокируют деньги на неопределенный срок,vadymkkk1,"{'id': 39799090, 'body': 'Здравствуйте! Вы правильно поступили, \nсвязавшись с нашей службой поддержки для того, чтобы решить вопрос.\nНе могли бы вы предоставить нам свой последний идентификатор \nобращения, чтобы мы могли связаться с соответствующей командой?\nМы проверим на каком этапе находиться дело и предоставим вам обновленную информацию по нему. -SA', 'modified': '2023-10-29T08:26:44Z'}"
2023-10-27,Отличный инструмент для работы с криптой!!,5,False,Отлично!!,Ks_team,
2023-10-14,"Віджети перестали працювати (17.0.3) P.S. Через кілька днів запрацювало само, нічого не мінялось і не робилось але потім знов не оновлюється.",5,True,Віджет,Perchini,"{'id': 39496217, 'body': 'Вітаю! Радимо спочатку очистити кеш і перевірити, чи це вирішить проблему. Будь ласка, також очистіть дані додатка. Якщо проблема не буде вирішена, зверніться\nдо нас у чат - http://binance.com/uk-UA/chat,\nі наша команда перевірить ваш запит докладніше! -SA', 'modified': '2023-10-13T11:33:12Z'}"
2023-10-24,"Проблемы пользователя не решает, мороз, не рекомендую. Поймёт мой отзыв тот, кто столкнулся с проблемой на стороне биржи и обратился в службу поддержки. Аккаунт удаляю",1,False,Плохая биржа,fhirfghurrrh,"{'id': 39746735, 'body': 'Здравствуйте!\nМы хотели бы рассмотреть вашу ситуацию, чтобы узнать,\nкак мы можем помочь.\nНе могли бы вы предоставить нам свой последний идентификатор \nобращения, чтобы мы могли связаться с соответствующей командой?  Мы расследуем проблему и решим ее. Спасибо!\n-SA', 'modified': '2023-10-26T06:37:30Z'}"
2023-10-16,Не обновляться,1,False,-,алатататеи,"{'id': 39597035, 'body': 'Здравствуйте. Пожалуйста, сообщите нам, с какой ситуацией вы столкнулись, и что заставило вас почувствовать это. Если вам не нравится последняя версия приложения, сообщите нам в чате, что бы вы хотели исправить https://www.binance.com/ru/chat. Если ваше приложение не обновляется, убедитесь, что на вашем устройстве достаточно свободного места, измените интернет-соединение и попробуйте обновить приложение повторно. Будем рады помочь вам 😊 ^WI', 'modified': '2023-10-18T17:33:15Z'}"
2023-10-14,"Заморозили счет, когда сам себе делал перевод, п2п также заморозили из ничего",1,False,Заморозили просто так счет,KortenoD7,"{'id': 39541555, 'body': 'Здравствуйте. Позвольте нам проверить вашу ситуацию детальнее и помочь найти решение. Мы доступны для вас в чате по ссылке и рады помочь https://www.binance.com/ru/chat. Команда готова помочь вам круглосуточно, вы можете открыть чат в любое удобное для вас время. VG  ', 'modified': '2023-10-16T12:35:15Z'}"
2023-10-02,Хорошее понятное приложение,5,False,5звезд,Вячеслав788,
2023-10-11,Подумай тысяч раз перед тем как скинешь свой деньги на это Биржу.они могут за просто блокировать твои аккаунт а деньги гудбай,1,False,Осторожно;,Пользователь 23к,"{'id': 39479173, 'body': 'Здравствуйте. Позвольте нам проверить вашу ситуацию детальнее в чате по ссылке https://www.binance.com/ru/chat или отправьте номер чата, который вами был уже открыт, чтобы мы проверили ситуацию детальнее. VG ', 'modified': '2023-10-12T14:13:16Z'}"
2023-09-28,На айфон 12 ios 17.02 не работает вход qr коду,5,False,вход,cripto bosss,"{'id': 39234954, 'body': 'Здравствуйте. Пожалуйста, обновите приложение до последней версии, перезагрузите устройство и попробуйте снова войти в аккаунт. Если ситуация все еще актуальна, сообщите нам детали в чате по ссылке https://www.binance.com/ru/chat, мы поможем найти решение. VG ', 'modified': '2023-09-30T19:08:27Z'}"
2023-10-02,При вході в акаунт просять ввести код з Authenticator . Я переходжу туди копіюю код але повертаючись назад до бінанс у мене чорний екран. iPhone 13,3,False,Не можу вставить код,Sunblip,"{'id': 39316755, 'body': ""Доброго дня. Будь-ласка, виконайте кілька кроків, які можуть допомогти вирішити цю ситуацію: 1. Закрийте додаток Binance і Authenticator вручну і спробуйте ще раз. 2. Перезавантажте ваш iPhone. 3. Оновіть додаток Binance до останньої версії, якщо доступне оновлення. 4. Якщо вказані кроки не допомогли, спробуйте також встановити повторно обидва додатки. Якщо ситуація не вирішується, будь ласка, зв'яжіться з нашою службою підтримки для отримання подальшої допомоги https://www.binance.com/uk-UA/chat. VG \n"", 'modified': '2023-10-04T13:48:02Z'}"
2023-10-01,Не можливо пройти верефикацию не рекоминдую!!!,1,False,Не працює програм✋,володиир в,"{'id': 39338633, 'body': 'Вітаю Володимир!\nПокрокове керівництво ""Як пройти верифікацію особи"" знаходиться за посиланням: https://www.binance.com/uk-UA/support/faq/how-to-complete-identity-verification-360027287111 Якщо проблема не буде вирішена, зверніться до нас у чат - http://binance.com/uk-UA/chat, і наша команда перевірить ваш запит докладніше! -SA', 'modified': '2023-10-05T12:09:43Z'}"
2023-09-28,Все вдалося,5,True,Реєстрація.,Гармата,"{'id': 39103982, 'body': 'Доброго дня. Дозвольте нам перевірити вашу ситуацію детальніше у чаті та знайти рішення. Перейдіть за посиланням https://www.binance.com/uk-UA/chat і ми допоможемо вам успішно пройти перевірку особистості. VG ', 'modified': '2023-09-24T17:13:24Z'}"
2023-09-09,Отличное приложение с возможностью торговать криптовалютой и соответствующими функциями для более лёгкой навигации!,5,False,Отличное приложение!,Hellfallen,"{'id': 38835630, 'body': 'Здравствуйте 👋🏻 Мы благодарим вас за фидбек! Со своей стороны, вы всегда можете оставить отзыв или предложения \nпо этой ссылке:\nhttps://www.binance.com/ru/my/user-support/feedback/entry  -SA', 'modified': '2023-09-11T04:40:42Z'}"
2023-09-23,Россия заблокирована(,1,False,Позор,доал,"{'id': 39113376, 'body': 'В настоящее время платформа Binance исправно функционирует на территории РФ. С возможными причинами блокировки можете ознакомиться в данной статье: https://www.binance.com/ru/blog/ecosystem/3129250400431486605. Если вам требуется наша помощь, просим вас обратиться к нам в чат службы поддержки для уточнения: https://www.binance.com/ru/chat. ЕА', 'modified': '2023-09-25T06:49:47Z'}"
2023-09-14,"забанили, без причини явної і не дають вивести кошти…. Я з України у нас війна, а це для данної компанії не має ніякого значення!!!!

Не раджу данну біржу",1,False,Біржа яка використовує пользоватілєй ….,Gunidi,"{'id': 38949613, 'body': 'Вітаємо! Ви правильно зробили, звернувшись до нас, і ми це цінуємо!\nЧи не могли б ви надати нам свій останній ідентифікатор справи, щоб ми могли зв’язатися з відповідною командою?\nВи можете зв’язатися з нашою cлужбою підтримки \nчерез чат ➡️ http://binance.com/uk-UA/chat.\n\nМи завжди раді допомогти!\n-SA', 'modified': '2023-09-16T09:08:25Z'}"
2023-08-25,Удобство и качество реализации на высоком уровне),5,False,Супер),valentynvv,
2023-09-08,"Работает очень медленно при запуске. Иногда просто не подтягивает котировки, хотя с интернетом все ок. При запуске может висеть до минуты пока включится. Как такое приложение могли допустить в AppStore. Если есть возможность воспользоваться альтернативной биржей, можете смело это делать.",1,False,Очень медленно работает,Viktor Ggaarryy,"{'id': 38821848, 'body': 'Благодарим за отзыв! Просим вас убедиться в том что ОС iOS и приложение Binance обновлены до новейшей версии. Очистите кэш приложения в разделе Профиль. Перезгрузка устройства также может устранить неполадки. Сообщите пожалуйста результат. 🤝  ЕА', 'modified': '2023-09-10T04:00:07Z'}"
2023-09-08,Обманюють крепко.,1,False,Обманщікі всім рекомендую БайБіт,Skruj Magdak,"{'id': 38821441, 'body': 'Вітаємо! Ми хотіли б розглянути вашу ситуацію, щоб дізнатися, \nяк ми можемо допомогти. Будь ласка, зв’яжіться з нашою службою \nпідтримки через чат за адресою http://binance.com/uk-UA/chat. \nЯкщо ви вже це зробили, будь ласка, відредагуйте свій відгук. \nДякуємо! -SA', 'modified': '2023-09-10T01:53:44Z'}"
2023-08-30,"Все хорошо, кроме того , что заблокировали по неизвестным причинам возможность учавствовать в рефералках, заданиях и прочих бонусных штуках!!! Хочу подать апелляцию , но  никто из поддержки не хочет заниматься моей ситуацией!",2,False,Проблема,I_am_orel,"{'id': 38656733, 'body': 'Здравствуйте!\nМы бы хотели рассмотреть вашу ситуацию подробнее, чтобы понимать как мы можем вам помочь! Укажите, пожалуйста, ваш case ID. Мы проверим детали и посоветуем как поступить в дальнейшем.\n-SA', 'modified': '2023-09-01T07:19:31Z'}"
2023-08-13,"Це не повага до користувачів. І що робити далі? Користувачі , не заслогувоють на користування додатками, якщо iOS 10.3.4 далі не має обслуговування. Що це , за дискримінація?",1,False,"Якщо iOS 10.3.4 , то що?",tvojaleno4ka,"{'id': 38546355, 'body': 'Вітаємо! Binance прагне запропонувати нашим користувачам високу продуктивність додатку, і для цього потрібні за стандартами Apple потрібні новіші версії IOS. \nНам шкода чути що ваша версія більше не підтримується, проте ви все ще можете отримати повний функціонал в веб-версії з телефону/планшету.\nЯкщо у вас виникнуть додаткові питання, ми завжди раді допомогти вам у чаті підтримки за адресою https://www.binance.com/uk-UA/chat. Всього найкращого! AL', 'modified': '2023-08-27T08:33:51Z'}"
2023-08-09,"Верификацию не проходит.  Черное окно. 
Вы можете исправить приложение?",1,False,Черное окно,xx07xx07xx,"{'id': 38225363, 'body': 'Убедитесь, что у вас установлена последняя версия приложения Binance. Если приложение медленно работает или зависает, закройте его и откройте снова. Иногда перезагрузка может исправить временные проблемы. Если проблемы сохраняются, попробуйте перезагрузить ваше устройство. Убедитесь, что ваше устройство подключено к надежному Интернет-соединению. Мы всегда готовы помочь: https://www.binance.com/ru/chat. ЕА', 'modified': '2023-08-10T22:02:41Z'}"
2023-07-29,Імба,5,False,Просто,лвившсиыв,
2023-08-01,Not adapted for tablet,4,False,No tablet version,FJeka eu,"{'id': 38118678, 'body': ""Hi there 👋🏼\nThank you for your feedback! We take our customers' suggestions into consideration, your point is of hight importance to us. \n-SA"", 'modified': '2023-08-06T06:21:07Z'}"
2023-07-31,Обновив додаток сьогодні і перестав відкриватись бінанс,4,False,Оновлення,Arsenfdsrff,"{'id': 38037127, 'body': 'Вітаю! Будь ласка, спробуйте виконати наступні кроки: перезавантажте пристрій/перевстановіть програму/очистіть кеш-пам’ять і файли cookie в програмі. А якщо проблема не зникне, радимо почати новий чат http://binance.com/uk-UA/chat! -SA', 'modified': '2023-08-02T07:25:26Z'}"
2023-05-12,Привіт. Мені все подобається 👍🏻,5,False,Binance,Kat233625,
2023-07-29,Я не понимаю как тут может быть такая высокая оценка если бинанс врет абсолютно во всем начиная от прибыли на фьючерсах заканчивая снятием комиссии за транзакцию на споте,1,False,Обманывают на всем,Combine1359,"{'id': 38116072, 'body': 'Здравствуйте. Позвольте нам проверить эту ситуацию для вас и найти решение. Откройте чат по ссылке https://www.binance.com/ru/chat и опишите, в чем у вас возникли сомнения. Мы все проверим и поможем разобраться. VG ', 'modified': '2023-08-05T21:09:28Z'}"
2023-07-24,Проблем Бинанс что мне заблокировали,1,False,Sofia,Підтвердити,"{'id': 37924716, 'body': 'Вітаємо Софія! Ваша проблема потребує детального вивчення. Ми настійно рекомендуємо зв’язатися з нами через службу підтримки в онлайн-чаті Binance\nhttp://binance.com/uk-UA/chat. Ми будемо раді вам допомогти розглянути ситуацію і розблокувати акаунт!\n-SA', 'modified': '2023-07-27T00:30:07Z'}"
2023-07-20,Будь ласка зробіть розширення для планшета,1,False,Розширення для планшета,afhdbsx,"{'id': 37901019, 'body': 'Вітаємо!\nМи передали ваш фідбек нашим розробникам стосовно розширення для планшета. Дякуємо, \nщо знайшли час, щоб надіслати нам свої пропозиції!\n-SA', 'modified': '2023-07-26T00:25:53Z'}"
2023-07-19,"Видаліть будь ласка мої персональні дані, та мої акаунти що були створені мною.",3,False,Персональні дані,serhii-20,"{'id': 37814535, 'body': 'Вітаю Сергій! \nВи можете звернутись в нашу службу підтримки (http://binance.com/uk-UA/chat) для того, щоб скласти запит на видалення персональних даних. \nОзнайомтесь з ""Повідомленням про конфіденційність - Binance"":\nhttps://www.binance.com/uk-UA/privacy\n-SA', 'modified': '2023-07-21T07:36:12Z'}"
2023-07-16,"Снизил оценку из-за рекомендаций Бинанса по выводу гривни через Settle pay. Это ужас. С этого Settle pay потом можно вывести деньги на карту от 500 до 1000грн. в сутки с конской комиссией 8,5%. Уберите их из меню , это жулики!",1,False,Уберите из меню Settle pay!,demetros80,"{'id': 38518772, 'body': 'Добрый день! Благодарим за обратную связь. На данный момент Вы также можете использовать P2P для вывода UAH, на платформе P2P не предусмотрены комиссии. \nКак осуществить вывод средств в гривне с Binance при помощи P2P： https://www.binance.com/ru-UA/blog/all/-p2p-421499824684901661 \nВ случае возникновения дополнительных вопросов, Вы всегда можете связаться с нами в чате поддержки https://www.binance.com/ru/chat - AL', 'modified': '2023-08-25T08:58:43Z'}"
2023-07-14,"Большая часть функций создано для того чтобы отнимать деньги, фьючерсы вообще не советую, 95 процентов сделок будет курс всегда прыгать в противоположную сторону. И это не может быть случайно , так как не 50 процентов и даже не 80. 95 процентов случаев, курс меняет направление не в вашу пользу, проверенно не одной 1000$ казино даёт больше отдачи, гораздо больше))) шляпа полная и пишет что ты в плюсе в сделке, а как закрываешь так минус, причём не маленький. 
Запишу в скором времени видео с торговлей, а то всё что есть в сети это комплиментарные видосы оплаченные биржей, в реальности всё по другому",1,False,Жулики,чудо из туниса,"{'id': 38518458, 'body': 'Добрый день! Важно понимать, что криптовалютные активы — это волатильные продукты с высоким риском быстрой утраты капитала. В любое время цены могут значительно колебаться. В результате колебаний цен стоимость Ваших активов может существенно увеличиться или уменьшиться в любой момент, что может привести к потере всего капитала, использованного Вами в рамках транзакции.\n\n Перед принятием решения о торговле на нашем сервисе очень важно полностью осознать риски, оценив свои финансовые ресурсы, уровень опыта и склонности к риску.  Ваши фактические доходы и убытки будут меняться в зависимости от многих факторов, которые в том числе включают поведение рынка, его движение и размер вашей сделки. Показатели в прошлом не являются гарантией эффективности в будущем. Стоимость инвестированных средств может также увеличиваться или уменьшаться. \nК тому же Вы всегда можете обратиться к нам в чате поддержки за подробной консультацией по функционалу платформы https://www.binance.com/ru/chat\nAL\n', 'modified': '2023-08-25T08:45:50Z'}"
2023-07-10,"Не корректная работа,после обновления!",1,False,WTF???,ApleUZR,"{'id': 37620627, 'body': '\nЗдравствуйте!\nСпасибо, что нашли время, чтобы прислать нам свои фидбек!\nСо своей стороны, вы всегда можете оставить отзыв\nпо этой ссылке:\nhttps://www.binance.com/ru/my/user-support/feedback/entry\nОпишите, пожалуйста, подробнее с какой проблемой вы столкнулись после обновления.\nВаш отзыв для нас очень ценен и обязательно будет передан\nв соответствующий департамент на рассмотрение! -SA', 'modified': '2023-07-12T01:11:04Z'}"
2023-07-07,"Если у вас возникнет проблема - вы останетесь наедине с ней. Тех поддержка просто нулевая, просто кормят обещаниями и просят еще 30 минут, еще 30 минут, потом еще 120, а потом опишите проблему еще раз….",1,False,Худшая техподдержка,Креола,"{'id': 37565953, 'body': 'Здравствуйте 👋🏼\nМы бы хотели помочь вам разобраться в ситуации. Укажите ваш последний case ID. Мы свяжемся с ответственной командой для того, чтобы передать вам обновление по делу!\n-SA', 'modified': '2023-07-10T01:38:11Z'}"
2023-07-06,І так дуже часто,1,False,"Помилка підключення. Будь ласка, перевірте налаштування мережі.",Oleg Olegoleg,"{'id': 37547185, 'body': 'Вітаю Олег! Будь ласка, переключіться з підключення до мережі на Wi-Fi або навпаки. Оновіть застосунок до останньої версії та перевстановіть. Не соромтеся звертатися до нашої служби підтримки за допомогою ➡️ http://binance.com/uk-UA/chat -SA', 'modified': '2023-07-08T04:18:50Z'}"
2023-06-17,"Быстро сделал 20 транзакций чтобы была возможность создать свое объявление, эту функцию заблокировали на 90 дней потому что я ""манипулировал рынком""",1,False,Блокировка ни за что,some5npded,"{'id': 37191611, 'body': 'Просим вас отнестись внимательно к торговле на платформе Р2Р. Данные ваши действия не приветствуются, поскольку такая стратегия предполагает, что человек или группа быстро покупает и продает одну и ту же криптовалюту, чтобы искусственно увеличить объем. Повышенная активность актива привлекает внимание трейдеров и инвесторов, что еще больше искажает цену. Обратитесь к нам в чат если остались вопросы: https://www.binance.com/ru/chat. ЕА', 'modified': '2023-06-19T03:39:00Z'}"
2023-06-15,"Заблокировали аккаунт без возможности вывода денег просто так и теперь не могу вывести деньги, поддержка не помогает",1,False,Обман,Карроп,"{'id': 37194699, 'body': 'Binance не блокирует аккаунты без веской причины и тщательной проверки. Пожалуйста, обратите внимание на данную статью 👉: https://www.binance.com/ru/blog/ecosystem/3129250400431486605. Что касается службы поддержки, пожалуйста, поделитесь с нами номером обращения (Case ID). Мы проверим ситуацию со своей стороны. ЕА', 'modified': '2023-06-19T06:33:46Z'}"
2023-06-15,"Постоянно просят скинуть квитанцию, а чат глючит и нихрена не отравляет",1,False,P2P лаги,MMA Leaks,"{'id': 37194899, 'body': 'Попробуйте в данном случае выйти из чата и закрыть приложение, затем войти в аккаунт и снова открыть чат. Данная процедура может помочь устранить неполадки. Также просим вас убедиться в наличии стабильного интернет-подключения. По возможности переключитесь на WiFi/4G, очистите кэш приложения. ЕА', 'modified': '2023-06-19T06:39:03Z'}"
2023-06-09,"Скам, не ведитесь на рекламу этих ебланов",1,False,Huita,цукерьерг 2828281818,"{'id': 38116177, 'body': 'Здравствуйте. Пожалуйста, дайте нам знать, что заставило вас почувствовать это, чтобы мы могли помочь вам решить возникшую ситуацию лучше. Пожалуйста, откройте чат с нашей службой поддержки https://www.binance.com/ru/chat и опишите все детальнее VG \n', 'modified': '2023-08-05T21:25:26Z'}"
2023-06-05,Can you add iPad support?,3,True,iPad support,Ayatoll,"{'id': 35980231, 'body': ""Hello Ayatoll👋, Noted your feedback. No worries. We are always here to help you. Let's do these simple steps: go to profile > settings > clear cache; After that, please delete App, reboot your device, and install the App again. If the issue persists, please contact us at binance.com/en/chat and our team will investigate immediately and solve the issue for you. ET 💛"", 'modified': '2023-04-16T10:57:33Z'}"
2023-05-31,Top 🫶🏻,4,False,Binance,опть,"{'id': 36874875, 'body': ""Hi, we are at the top thanks to our Binancians! If you think that we are at the top, we would be more than happy if you can evaluate us with a higher rating. On the other hand, if you need assistance with our services, we'll always be here for you: https://www.binance.com/en/chat | TS"", 'modified': '2023-06-01T22:59:33Z'}"
2023-05-22,"Ужасное приложение и площадка тоже, найдите альтернативу этой бирже, после верификации был аккаунт, на котором было 50 долларов, решил зайти на него через неделю но не смог потому что пишет «аккаунт не найдено», окей..я далее захожу в чат-поддержку и мне по скрипту предлагают ответы на абсолютно другие вопросы которые не касаются моей проблемы, других вариантов что делать я не нашел, подумайте сто раз перед тем как заводить сюда деньги",1,False,Дно,Silver’s99999999,"{'id': 36695079, 'body': 'Здравствуйте, убедитесь что вы миновали бота и связались с агентом службы поддержки. После того как выберете тему чата, нужно нажать Не решено>Я не нашел ответ>Начать чат со службой поддержки. Здесь гайд по использованию чата:\nhttps://www.binance.com/ru/support/faq/7b0fd3ccb821483a99ff8f5cda374ee9. Будем рады помочь вам! ЕА', 'modified': '2023-05-24T01:49:37Z'}"
2023-05-05,👍👍👍,5,False,Super,hairboutiqueukraine,
2023-05-09,"Разводило, хуже чем казино",1,False,Чистейший развод на фьючерсах,ерик монгр,"{'id': 38116367, 'body': 'Здравствуйте. Пожалуйста, дайте нам знать, что заставило вас почувствовать это, чтобы мы могли помочь вам решить возникшую ситуацию лучше. Пожалуйста, откройте чат с нашей службой поддержки https://www.binance.com/ru/chat и опишите все детальнее VG', 'modified': '2023-08-05T22:01:07Z'}"
2023-04-12,Garanti bankası,5,False,Teşekkürler,CAMPANİA,
2023-04-23,"Ужасно, заблокировали мой аккаунт п2п без объяснения всяких причин, ни разу не нарушил ни единого правила, при всех просьбах и вопросах ни разу не дали четкой информации по какой причине это было сделано и на все мои предложения представить доказательства моей невиновности морозятся. Просто отвратительное отношение к клиентам, никому не советую эту шарашкину контору",1,False,Без объяснения причин заблокировали аккаунт,CryptoWolves,"{'id': 36239140, 'body': 'Здравствуйте! Не могли бы вы предоставить нам свой последний идентификатор \nобращения, чтобы мы могли связаться с соответствующей командой и проверить вашу ситуацию!\nВы всегда можете обратиться к Условиям использования Binance (P2P)\nhttps://www.binance.com/ru/terms-p2p \n-SA', 'modified': '2023-04-29T14:52:58Z'}"
2023-04-19,"Зачем мне сново пройти верификацию,если хочу купить крипту со своей картой,который давно привязан бирже!???,какие то селфи или еще что то пройти нужно!!!зачем если я в бирже давно прошел верификацию!!!,что за отстой!что за строгость!,не хочется даже на минуту остаться в этой бирже и деньги тут оставлять!лучше в другую более легкую а не эту ерунду!!!",1,True,Зачем все время и за любое действие надо снова пройти верификацию?!!!,instagramahik,"{'id': 31098076, 'body': ""Hi, we are sorry that you're having issues with the app. Can you please connect with our support team via live chat www.binance.com/en/chat ?. Kindly include a description of the issue you are facing, your Android version, and your app version. We will investigate immediately & solve the issue. If you have already done please edit your review and share the case ID. Thanks! "", 'modified': '2022-07-26T08:08:53Z'}"
2023-03-20,Нормальное приложение для торговли криптой,5,False,Binance app,Aleksey19881988,
2023-04-10,Не могу купить какую либо крипту менее чем на 500 грн,1,False,Отказ в покупке,Макс Дыня,"{'id': 36251775, 'body': 'Здравствуйте Макс!\nДля покупки криптовалюты установлен минимальный размер сделки на Binance.\nВы также можете ознакомиться с Правилами торговли Binance по ссылке:\nhttps://www.binance.com/ru/trade-rule\nЕсли вам нужна помощь, наша служба поддержки всегда готова помочь https://binance.com/ru/chat\n-SA', 'modified': '2023-04-30T22:47:28Z'}"
2023-04-06,"12 раз проходил верификацию и отклонили, пишут какую ту хуету про близнецов, короче только время потратил. ПИДАРприложение и админы такие же.",1,False,Гавноприложение,leshuj22,"{'id': 36251815, 'body': 'Здравствуйте 👋🏻\nДанную проблему с верификацией можно решить, что бы вы могли пользоваться полным функционалом приложения Binance!\nНаш чат работает 24/7, обратитесь к нам по ссылке https://binance.com/ru/chat. Наш специалист проверит ваш аккаунт в системе и проконсультирует о дальнейших шагах.\n-SA', 'modified': '2023-04-30T22:54:03Z'}"
2023-04-02,"Нет адаптации для айпед. Очень неудобно работать с планшетов. Могли бы адаптировать, как другие биржи это сделали",4,False,Нет адаптации,ialeksandrovna,"{'id': 35801447, 'body': 'В настоящее время приложение не адаптировано для планшетов. Однако, на планшете вы можете пользоваться Веб-версией, она адаптирована для планшетов. Если у вас есть отзыв по системе, предложения о продуктах или услугах, вы можете оставить свои предложения по ссылке: \nhttps://www.binance.com/ru/my/user-support/feedback/entry\nНаши специализированные команды рассмотрят их. Благодарим! ЕА', 'modified': '2023-04-06T06:34:31Z'}"
2023-04-02,Постійно зупиняється графік і ціна на.,4,False,Проблеми з k-line графіком на фючерсах,1111Den,"{'id': 36333713, 'body': 'Вітаємо! Будь ласка оновіть додаток та очистіть кеш для того, щоб додаток працював справніше. Проконтролюватися відносносно торгівлі на фьючерсах можна в нашій службі підтримки http://binance.com/uk-UA/chat\n-SA', 'modified': '2023-05-04T16:04:52Z'}"
2023-03-26,Идиоты разработчики (заранее простите Google play) просто меня уже задрала рекламы с казино и я ненавижу такую тему и я хочу как то избавиться от всяких деньгах и мне нету еще 18+ так что нет смысла показывать это рекламу!!!,1,False,🤬😡,игра классноя советую всем,
2023-03-25,"Совершала покупку криптовалюты в Advacash через  Binance,  как раз шли технические работы и был сбой в это время на Binance и средства не зачислили на Вinance. Cо стороны Advacash заявка выполнена успешно,Binance не находит средства и уходит все время от решения вопроса! Все скриншоты предоставлены и моей вины и вины Advacash нет, я возмущена работой платформы и буду идти выше и жаловаться пока не решиться вопрос!",1,False,Не зачислили средства,Нет зачисления средств,"{'id': 38116391, 'body': 'Здравствуйте. Мы надеемся, что ситуация была успешно решена и ваши средства зачислены на ваш аккаунт. Но если ситуация остается, позвольте нам проверить все повторно. Ссылка на открытие чата https://www.binance.com/ru/chat. Мы на связи 24/7. VG ', 'modified': '2023-08-05T22:07:48Z'}"
