timestamp,reviews,score
2020-01-19 10:14:08,very bad,3
2023-07-03 06:01:48,uauh terrible,4
2022-05-20 19:31:25,2 out of 5dont even install,2
2017-08-14 22:33:42,perfection,2
2020-03-28 04:57:43,2 out of 5dont even install,2
2019-01-23 04:06:50,good,4
2021-08-27 17:37:52,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2019-05-21 14:32:49,soooo good,3
2017-06-27 01:03:09,trash app,1
2023-03-17 21:03:51,wow so good,1
2017-04-02 22:49:29,uauh terrible,1
2018-06-06 00:34:37,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2023-05-10 18:30:30,omg fantastic,2
2018-08-20 09:19:49,2 out of 5dont even install,5
2023-09-16 05:58:28,very good,4
2023-05-01 08:45:02,GREAT APP,4
2023-10-07 08:36:13,"cant be that bad, but its not perfectnever again using",4
2021-04-04 05:36:01,wow so good,4
2021-05-08 06:50:27,hard to tell sometimes good sometimes badnot good not bad.. does the job,5
2017-06-24 05:16:08,"terrible UI, deleted",3
2022-07-19 07:30:18,"terrible , so slowcant believe how bad it is",4
2018-08-24 11:25:18,very good,2
2018-09-25 10:58:40,2 out of 5dont even install,1
2022-06-26 02:12:58,bad app,3
2017-11-04 22:16:46,3 out of 5 i guess,2
2022-01-14 11:03:55,neutral,2
2017-10-27 05:49:19,GREAT APP,2
2020-10-14 22:34:30,excellent,3
2018-02-24 00:22:05,2 out of 5dont even install,2
2023-09-03 22:57:13,bad,5
2018-03-26 06:19:23,recommend having good phone otherwise will be harddoes the job,4
2019-02-23 13:55:03,wow so good,3
2022-01-03 01:12:45,omg fantastic,3
2020-08-11 06:56:01,"i dont hate it, but i dont love it either..",5
2022-05-25 17:31:21,"i dont hate it, but i dont love it either..",2
2019-11-11 12:30:39,very bad,2
2022-12-09 11:34:44,neutral,1
2020-03-07 03:41:50,very good,1
2017-06-06 11:33:42,mediocre,3
2023-09-27 15:45:39,"i dont hate it, but i dont love it either..",1
2022-11-22 10:53:23,2 out of 5dont even install,5
2018-06-28 19:29:10,wow so good,2
2021-12-07 01:46:22,uauh terrible,1
2020-01-18 18:18:25,uauh terrible,2
2022-12-24 00:12:31,good,2
2019-05-25 09:48:20,wow so good,2
2020-05-12 20:07:40,trash app,1
2020-04-01 01:48:22,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2017-09-11 16:51:54,GREAT APP,1
2020-01-26 08:22:53,bad,4
2019-12-11 18:56:13,3 out of 5 i guess,5
2021-02-04 16:58:18,wow so good,1
2019-03-22 13:01:05,neutral,5
2022-03-10 09:21:50,neutral,1
2020-08-22 11:26:27,2 out of 5dont even install,1
2022-06-25 02:20:18,trash app,5
2021-04-23 21:26:45,"i dont hate it, but i dont love it either..",1
2019-12-24 15:37:38,"cant be that bad, but its not perfectnever again using",4
2023-02-09 13:49:18,trash app,5
2018-11-30 02:08:46,bad,4
2020-09-06 02:13:36,"terrible , so slowcant believe how bad it is",5
2023-03-03 22:40:59,wish it had a easier way to load with money,5
2021-08-08 10:08:11,2 out of 5dont even install,3
2022-11-05 20:42:59,wow so good,4
2019-04-23 17:07:24,bad,1
2017-01-08 04:59:04,trash app,1
2023-03-08 20:54:13,bad app,2
2021-01-08 18:34:04,recommend having good phone otherwise will be harddoes the job,2
2020-01-20 15:42:25,perfection,3
2021-12-04 02:56:11,perfect to buy and sell easily,5
2019-03-07 05:15:52,excellent,4
2021-09-21 01:06:44,hard to tell sometimes good sometimes badnot good not bad.. does the job,1
2018-04-27 20:55:08,trash app,2
2017-01-27 08:10:48,"terrible , so slowcant believe how bad it is",2
2018-03-09 06:58:20,"terrible UI, deleted",2
2019-12-06 17:26:43,bad,1
2018-11-21 19:25:47,bad app,1
2017-10-04 13:17:36,neutral,2
2020-09-04 20:14:28,GREAT APP,3
2018-03-23 16:47:40,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2023-04-11 12:12:29,bad app,3
2018-08-10 20:49:58,wish it had a easier way to load with money,1
2020-09-04 19:30:13,bad app,2
2018-11-25 06:18:16,very good,3
2020-11-17 22:37:02,perfect and easy to use,3
2019-04-21 20:36:19,"i dont hate it, but i dont love it either..",1
2017-03-10 20:11:51,bad,1
2018-11-30 04:41:31,amazing app i recommend,5
2018-12-17 06:36:16,perfection,3
2021-07-14 17:35:04,bad app,4
2022-08-15 05:24:12,wish it had a easier way to load with money,4
2023-12-26 00:15:52,bad,1
2018-04-09 07:00:32,"terrible , so slowcant believe how bad it is",2
2017-01-30 00:13:55,"terrible , so slowcant believe how bad it is",5
2020-04-08 00:51:10,uauh terrible,1
2023-06-25 13:28:48,bad,4
2019-03-04 16:39:27,"i dont hate it, but i dont love it either..",5
2017-10-01 12:45:33,wish it had a easier way to load with money,4
2018-11-09 21:50:05,uauh terrible,1
2019-06-29 09:32:13,uauh terrible,2
2018-02-24 21:58:12,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2019-11-22 20:58:22,perfection,3
2019-03-08 13:21:30,good,3
2022-10-12 08:03:06,"terrible UI, deleted",5
2022-05-10 04:50:34,omg fantastic,5
2022-06-16 01:30:08,very good,1
2019-05-16 08:46:00,3 out of 5 i guess,4
2022-08-23 08:49:09,trash app,4
2019-07-19 19:53:54,bad app,4
2020-03-10 05:56:31,bad app,5
2019-02-18 18:45:15,"terrible UI, deleted",5
2017-12-10 04:31:07,perfection,5
2020-11-26 03:15:53,perfect and easy to use,2
2018-03-21 22:10:54,wow so good,3
2019-02-25 00:50:56,bad app,2
2019-09-20 03:12:09,wow so good,2
2022-07-25 17:38:36,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2019-11-15 06:48:04,"terrible , so slowcant believe how bad it is",2
2022-09-01 07:21:58,good,3
2022-06-25 21:42:14,GREAT APP,2
2019-02-28 16:03:43,very bad,4
2023-11-17 23:53:54,omg fantastic,3
2021-12-07 11:03:51,bad,1
2022-08-14 02:22:39,mediocre,1
2022-09-06 01:30:08,very good,1
2023-01-04 21:25:13,neutral,4
2020-05-11 01:42:41,recommend having good phone otherwise will be harddoes the job,2
2021-06-06 19:20:59,trash app,3
2019-05-26 03:45:31,perfection,4
2019-05-11 20:13:12,recommend having good phone otherwise will be harddoes the job,1
2019-08-19 18:24:00,GREAT APP,3
2019-02-13 21:24:45,perfect and easy to use,2
2018-02-16 11:23:53,good,3
2023-05-15 14:26:57,3 out of 5 i guess,2
2022-09-14 11:21:19,perfection,5
2017-02-07 05:22:22,uauh terrible,5
2019-01-25 18:52:32,very bad,5
2023-02-15 08:01:10,omg fantastic,2
2019-05-01 22:40:13,perfect to buy and sell easily,5
2017-05-18 09:56:03,trash app,2
2019-11-29 22:16:14,perfect to buy and sell easily,3
2021-04-19 13:37:54,perfect and easy to use,2
2023-11-26 19:16:07,omg fantastic,1
2023-12-18 03:19:58,wish it had a easier way to load with money,1
2019-02-11 16:27:30,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2022-12-13 12:00:37,mediocre,1
2018-12-08 13:34:37,wish it had a easier way to load with money,4
2017-10-05 19:15:13,trash app,4
2021-08-06 06:20:51,amazing app i recommend,2
2018-02-19 13:47:43,perfect and easy to use,1
2023-02-18 13:04:41,"i dont hate it, but i dont love it either..",1
2020-06-07 10:33:19,"i dont hate it, but i dont love it either..",4
2023-07-30 20:12:10,bad app,5
2017-10-26 17:37:57,bad app,1
2020-09-25 05:00:04,"i dont hate it, but i dont love it either..",1
2022-04-14 21:54:03,perfection,1
2022-09-25 14:21:47,trash app,4
2017-06-10 04:26:50,amazing app i recommend,2
2020-01-11 03:15:01,perfect and easy to use,1
2021-09-16 01:34:17,"cant be that bad, but its not perfectnever again using",2
2023-03-13 13:23:07,wish it had a easier way to load with money,1
2021-02-03 17:11:59,uauh terrible,3
2018-11-19 06:51:13,mediocre,5
2021-04-17 03:24:17,"cant be that bad, but its not perfectnever again using",3
2022-03-11 11:12:15,"cant be that bad, but its not perfectnever again using",5
2019-10-29 13:07:17,wow so good,2
2023-09-11 05:13:51,bad app,3
2023-03-09 07:04:03,omg fantastic,1
2022-04-16 05:21:16,wish it had a easier way to load with money,5
2021-08-04 06:53:19,trash app,4
2018-02-09 06:24:35,mediocre,5
2017-12-26 21:16:21,GREAT APP,3
2018-07-31 04:04:16,uauh terrible,4
2022-05-02 04:00:47,wish it had a easier way to load with money,5
2020-04-15 19:02:01,bad,2
2018-11-21 18:33:13,amazing app i recommend,2
2022-09-22 09:29:37,trash app,1
2019-08-23 11:11:34,"cant be that bad, but its not perfectnever again using",1
2020-05-12 01:47:48,perfect to buy and sell easily,1
2019-02-21 11:56:27,recommend having good phone otherwise will be harddoes the job,2
2023-08-01 20:17:39,"cant be that bad, but its not perfectnever again using",1
2023-03-28 08:07:41,perfect and easy to use,2
2021-09-26 03:03:10,perfect and easy to use,5
2022-08-16 08:31:39,very good,5
2017-08-25 01:52:19,2 out of 5dont even install,1
2017-07-11 17:50:59,trash app,5
2023-09-24 11:42:39,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2017-06-27 00:10:39,perfect and easy to use,4
2021-05-09 10:39:10,perfect and easy to use,3
2022-04-03 08:50:45,perfect and easy to use,3
2021-03-18 16:48:56,very bad,2
2020-02-28 21:47:56,bad,5
2018-02-20 07:48:12,excellent,5
2020-02-04 07:59:22,perfect to buy and sell easily,5
2022-10-22 12:49:24,very good,2
2019-03-27 11:54:01,GREAT APP,2
2020-04-11 12:57:48,"terrible , so slowcant believe how bad it is",3
2018-04-16 08:02:59,bad app,4
2019-06-15 14:45:20,wow so good,2
2019-08-01 04:32:05,wish it had a easier way to load with money,4
2023-09-09 13:53:54,excellent,2
2022-10-03 17:49:45,recommend having good phone otherwise will be harddoes the job,4
2019-12-12 08:12:43,"cant be that bad, but its not perfectnever again using",2
2020-02-20 23:38:24,uauh terrible,1
2023-07-18 05:42:50,"i dont hate it, but i dont love it either..",3
2021-05-07 09:15:54,3 out of 5 i guess,3
2023-08-04 11:18:14,neutral,5
2019-05-18 07:23:56,GREAT APP,3
2017-02-05 13:45:24,excellent,2
2022-04-18 01:32:36,soooo good,3
2023-03-30 06:15:32,recommend having good phone otherwise will be harddoes the job,5
2022-05-13 11:28:39,bad,2
2017-11-12 08:32:21,"terrible , so slowcant believe how bad it is",3
2019-07-06 10:37:23,soooo good,5
2018-03-02 01:57:36,wow so good,1
2020-12-08 18:59:47,recommend having good phone otherwise will be harddoes the job,4
2019-03-25 16:13:58,perfect and easy to use,2
2017-04-24 16:42:39,"i dont hate it, but i dont love it either..",2
2022-11-29 11:38:14,amazing app i recommend,3
2020-07-03 19:43:08,recommend having good phone otherwise will be harddoes the job,1
2021-08-11 13:33:53,trash app,3
2023-10-13 08:07:29,neutral,3
2023-12-25 04:35:48,soooo good,2
2020-12-31 06:13:39,wish it had a easier way to load with money,5
2023-08-24 09:20:46,good,4
2017-07-01 20:08:25,GREAT APP,5
2021-07-29 17:41:14,"terrible UI, deleted",3
2023-08-26 05:53:45,perfect to buy and sell easily,1
2023-08-22 23:56:38,wish it had a easier way to load with money,1
2018-09-16 00:33:28,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2021-05-16 14:58:42,GREAT APP,1
2018-05-19 02:28:34,uauh terrible,5
2020-01-25 00:51:24,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2019-12-16 22:40:24,perfect to buy and sell easily,2
2021-03-09 00:41:48,wish it had a easier way to load with money,1
2018-07-12 03:54:41,good,4
2023-12-19 21:03:56,very bad,3
2022-10-27 17:25:26,good,2
2022-12-23 21:35:52,wish it had a easier way to load with money,4
2019-01-28 21:47:46,3 out of 5 i guess,4
2020-03-26 15:12:35,perfection,1
2018-02-05 16:42:56,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2017-08-10 20:32:02,bad app,2
2017-12-24 11:45:04,perfect and easy to use,4
2022-11-03 08:08:12,good,5
2017-09-05 02:09:40,3 out of 5 i guess,1
2021-02-04 14:34:31,excellent,3
2022-06-10 15:14:49,GREAT APP,4
2019-08-24 15:57:10,"cant be that bad, but its not perfectnever again using",3
2019-01-15 04:36:11,"terrible , so slowcant believe how bad it is",4
2020-07-17 11:21:18,trash app,5
2020-10-25 22:13:33,trash app,5
2018-02-28 00:55:31,"cant be that bad, but its not perfectnever again using",5
2021-04-13 22:55:07,bad app,2
2023-07-31 23:13:37,3 out of 5 i guess,3
2022-11-04 10:54:32,amazing app i recommend,2
2020-02-04 03:09:59,very bad,2
2021-03-10 14:25:39,perfect to buy and sell easily,3
2018-01-15 06:30:09,wow so good,5
2022-11-28 01:51:35,neutral,2
2023-06-16 08:20:01,omg fantastic,5
2019-10-10 14:05:28,trash app,3
2021-03-26 15:16:42,neutral,1
2022-02-08 20:15:03,bad,2
2020-04-02 06:30:05,"terrible UI, deleted",1
2022-06-15 23:50:23,3 out of 5 i guess,2
2020-08-07 21:39:42,GREAT APP,5
2020-03-17 04:33:04,"terrible UI, deleted",1
2023-08-25 14:13:06,uauh terrible,2
2022-02-26 22:23:19,good,3
2018-07-11 04:08:19,"i dont hate it, but i dont love it either..",5
2019-06-26 01:09:57,very good,2
2022-09-22 23:33:59,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2022-11-26 21:12:39,soooo good,5
2023-11-23 13:53:06,bad,2
2023-02-14 04:43:54,bad,2
2023-03-19 21:32:11,trash app,1
2019-07-26 23:54:51,excellent,2
2019-04-06 10:09:09,omg fantastic,3
2019-08-16 06:53:59,omg fantastic,1
2023-09-12 08:43:21,"terrible UI, deleted",5
2021-12-28 02:56:19,very bad,4
2018-08-29 02:03:40,"terrible , so slowcant believe how bad it is",4
2020-07-11 17:50:06,amazing app i recommend,3
2017-02-03 13:00:37,amazing app i recommend,1
2018-10-15 06:30:20,"terrible , so slowcant believe how bad it is",3
2018-04-21 17:22:08,bad app,3
2021-09-18 08:22:34,trash app,2
2019-01-19 07:03:47,excellent,5
2019-10-26 18:30:08,wish it had a easier way to load with money,5
2020-02-01 06:48:13,trash app,2
2017-06-19 13:14:40,GREAT APP,3
2023-02-23 03:14:26,"i dont hate it, but i dont love it either..",1
2017-02-08 15:26:38,bad app,4
2020-08-02 10:37:01,bad app,3
2020-09-01 08:23:41,amazing app i recommend,4
2020-11-22 22:04:24,bad app,3
2023-06-30 09:04:34,GREAT APP,3
2022-12-03 18:57:06,amazing app i recommend,2
2018-05-17 15:15:35,wish it had a easier way to load with money,4
2020-01-20 03:34:19,trash app,5
2023-10-07 20:53:59,perfection,2
2019-04-23 07:37:35,amazing app i recommend,3
2017-04-19 12:57:09,amazing app i recommend,4
2018-09-03 01:07:51,hard to tell sometimes good sometimes badnot good not bad.. does the job,5
2018-10-20 03:36:09,2 out of 5dont even install,2
2019-11-16 14:32:57,wow so good,3
2018-04-21 21:33:15,very bad,2
2017-11-28 08:47:05,"terrible UI, deleted",5
2022-12-04 04:42:14,wow so good,4
2021-08-10 06:05:23,very good,3
2023-11-14 12:36:51,mediocre,3
2018-01-07 17:59:25,perfect and easy to use,1
2022-03-27 23:26:11,perfect to buy and sell easily,3
2022-08-19 19:04:00,perfect to buy and sell easily,3
2018-07-18 13:01:55,2 out of 5dont even install,4
2023-08-19 01:35:34,trash app,4
2023-07-16 03:53:09,very good,2
2019-11-09 02:42:41,uauh terrible,5
2023-01-25 21:27:41,"cant be that bad, but its not perfectnever again using",2
2019-03-24 14:48:14,bad,3
2020-09-28 22:16:37,"cant be that bad, but its not perfectnever again using",5
2018-12-24 01:23:39,perfection,5
2022-08-11 19:33:00,"cant be that bad, but its not perfectnever again using",4
2022-05-22 06:20:34,3 out of 5 i guess,1
2022-03-19 20:32:56,neutral,2
2017-02-09 12:09:08,bad,5
2018-08-11 14:41:39,perfect and easy to use,3
2020-08-19 03:54:57,perfect and easy to use,1
2023-05-09 02:24:33,recommend having good phone otherwise will be harddoes the job,5
2020-04-11 07:52:48,perfect to buy and sell easily,4
2018-11-13 15:53:45,bad,5
2021-09-12 09:14:46,wish it had a easier way to load with money,2
2023-05-20 10:58:55,2 out of 5dont even install,2
2022-03-02 07:29:25,"i dont hate it, but i dont love it either..",2
2017-02-23 12:27:46,3 out of 5 i guess,4
2017-09-15 04:18:31,"terrible , so slowcant believe how bad it is",1
2021-07-05 09:39:26,uauh terrible,5
2020-05-02 03:31:09,good,3
2022-10-16 16:34:00,very good,2
2023-08-24 21:14:27,perfect to buy and sell easily,4
2017-07-04 00:25:51,perfection,3
2018-05-20 23:29:55,recommend having good phone otherwise will be harddoes the job,5
2020-10-26 01:27:14,"i dont hate it, but i dont love it either..",5
2017-11-06 04:55:30,perfection,3
2018-11-18 17:02:22,perfect to buy and sell easily,2
2019-05-06 19:58:04,bad,5
2018-07-14 07:53:34,hard to tell sometimes good sometimes badnot good not bad.. does the job,3
2019-08-09 19:31:09,very bad,4
2018-12-21 01:36:29,bad app,2
2022-02-18 14:28:22,"terrible , so slowcant believe how bad it is",2
2022-06-06 04:11:51,"cant be that bad, but its not perfectnever again using",4
2023-12-19 16:57:58,GREAT APP,2
2020-04-24 01:15:49,very bad,4
2019-09-20 17:11:33,good,1
2019-04-15 15:58:34,uauh terrible,4
2023-03-21 11:11:16,omg fantastic,3
2019-09-27 06:22:23,bad app,5
2019-10-08 08:57:47,"cant be that bad, but its not perfectnever again using",4
2017-10-12 10:29:12,"terrible UI, deleted",3
2021-03-29 10:19:32,3 out of 5 i guess,4
2018-01-11 04:00:36,perfect to buy and sell easily,4
2018-10-13 10:32:32,"i dont hate it, but i dont love it either..",4
2019-02-04 10:21:00,neutral,4
2023-01-05 22:50:55,recommend having good phone otherwise will be harddoes the job,5
2021-11-30 00:06:34,perfect to buy and sell easily,3
2021-06-25 10:56:58,"terrible UI, deleted",4
2020-05-28 05:12:01,uauh terrible,5
2019-09-23 19:20:23,"cant be that bad, but its not perfectnever again using",5
2020-10-18 17:34:11,bad,1
2022-05-30 16:12:23,GREAT APP,5
2019-02-04 09:38:37,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2017-03-06 01:33:55,perfection,3
2022-03-08 09:40:33,GREAT APP,5
2021-01-10 17:49:43,perfect and easy to use,3
2018-06-27 06:47:01,"terrible UI, deleted",4
2020-05-05 20:40:26,perfection,4
2022-10-11 00:25:16,mediocre,1
2019-12-22 20:47:26,2 out of 5dont even install,3
2018-12-25 04:11:24,perfection,3
2018-03-15 21:22:11,wish it had a easier way to load with money,3
2021-03-27 14:45:35,GREAT APP,4
2018-12-15 04:18:27,2 out of 5dont even install,2
2023-04-06 00:48:49,perfect and easy to use,2
2019-03-30 08:15:11,2 out of 5dont even install,4
2022-02-17 04:24:32,"terrible UI, deleted",4
2020-06-13 19:40:51,wow so good,5
2019-12-07 22:58:33,trash app,2
2021-11-28 11:31:45,omg fantastic,2
2020-03-29 04:02:19,perfect and easy to use,5
2019-06-29 21:47:58,neutral,2
2018-09-28 06:41:10,"cant be that bad, but its not perfectnever again using",1
2018-02-23 10:06:08,good,4
2017-10-05 13:58:10,wow so good,1
2020-01-20 12:40:59,neutral,1
2019-06-10 05:11:49,soooo good,5
2017-10-15 12:46:20,amazing app i recommend,3
2023-04-17 18:59:35,perfection,5
2021-04-20 13:03:10,3 out of 5 i guess,5
2023-09-07 04:12:01,perfect and easy to use,1
2019-12-17 21:27:12,wish it had a easier way to load with money,1
2021-06-15 18:28:10,uauh terrible,2
2023-07-03 00:44:57,uauh terrible,4
2021-02-17 22:51:44,excellent,2
2018-04-08 14:57:45,mediocre,3
2019-11-24 10:31:00,amazing app i recommend,2
2020-06-17 17:23:57,neutral,2
2018-04-07 04:15:37,uauh terrible,3
2023-11-05 04:18:19,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2018-09-20 01:34:34,perfect and easy to use,3
2022-03-22 06:21:45,bad,1
2020-09-21 02:43:54,perfect to buy and sell easily,1
2018-05-06 17:29:29,soooo good,3
2019-03-29 05:36:18,"terrible UI, deleted",4
2023-07-27 17:59:42,recommend having good phone otherwise will be harddoes the job,1
2019-02-23 00:56:55,"terrible UI, deleted",5
2018-12-01 21:24:03,trash app,2
2021-03-07 05:35:37,"terrible , so slowcant believe how bad it is",1
2023-09-18 11:24:28,omg fantastic,3
2019-11-12 23:48:51,very good,5
2022-03-18 09:56:45,trash app,3
2021-04-04 04:06:56,bad app,2
2019-08-10 04:33:27,trash app,3
2023-01-04 18:25:11,very good,3
2017-03-12 13:05:21,uauh terrible,1
2020-02-18 01:40:27,GREAT APP,1
2018-05-10 03:41:44,wow so good,2
2021-12-31 04:24:42,wish it had a easier way to load with money,4
2020-03-09 07:28:19,omg fantastic,3
2017-02-05 00:16:09,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2018-02-27 08:38:19,soooo good,5
2020-02-09 17:21:20,recommend having good phone otherwise will be harddoes the job,5
2021-02-26 04:45:21,neutral,1
2021-07-12 03:11:46,very good,1
2019-03-26 06:54:28,perfect to buy and sell easily,1
2022-07-12 08:50:10,"i dont hate it, but i dont love it either..",5
2019-03-13 00:25:11,excellent,2
2019-07-29 03:43:14,uauh terrible,1
2020-10-01 04:24:17,bad app,4
2017-02-16 04:01:08,bad app,3
2018-07-31 17:06:51,GREAT APP,4
2018-02-04 18:07:03,trash app,2
2023-08-11 09:59:59,amazing app i recommend,1
2023-04-10 20:14:41,neutral,4
2023-08-23 04:34:01,"terrible , so slowcant believe how bad it is",4
2022-12-20 06:37:54,omg fantastic,4
2017-06-25 13:08:26,perfect and easy to use,1
2018-11-01 02:18:50,"terrible , so slowcant believe how bad it is",1
2018-05-25 16:05:25,"terrible , so slowcant believe how bad it is",5
2019-11-07 18:12:48,neutral,2
2022-03-18 17:22:31,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2021-07-05 16:45:31,soooo good,1
2018-04-14 21:06:15,wow so good,1
2017-03-12 19:25:02,2 out of 5dont even install,5
2022-04-14 07:28:38,excellent,1
2020-01-25 22:42:47,perfect to buy and sell easily,2
2021-05-23 23:00:45,"cant be that bad, but its not perfectnever again using",5
2020-12-18 05:29:24,soooo good,4
2022-05-16 00:18:29,very bad,5
2019-11-29 03:29:36,bad,3
2020-09-24 11:30:43,"i dont hate it, but i dont love it either..",2
2019-01-21 23:43:49,recommend having good phone otherwise will be harddoes the job,5
2021-03-15 02:00:03,trash app,5
2017-08-18 16:00:13,very bad,1
2019-02-28 16:22:37,bad app,4
2022-04-22 22:39:33,perfect to buy and sell easily,5
2017-12-27 21:59:27,very bad,3
2018-10-31 03:22:30,neutral,2
2023-01-17 09:11:10,neutral,2
2017-09-16 00:39:58,very bad,5
2020-04-07 06:31:12,good,1
2023-08-06 17:35:27,"terrible , so slowcant believe how bad it is",1
2021-02-04 16:46:26,perfection,1
2022-05-05 15:07:30,wish it had a easier way to load with money,2
2018-06-20 09:58:57,3 out of 5 i guess,5
2023-01-24 16:15:00,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2018-07-23 14:01:32,excellent,4
2023-12-06 18:59:53,recommend having good phone otherwise will be harddoes the job,3
2023-04-18 21:43:16,mediocre,3
2021-05-25 13:03:55,perfect and easy to use,3
2020-07-11 07:53:06,bad,5
2017-06-21 03:10:50,"terrible UI, deleted",4
2018-02-09 08:24:17,"cant be that bad, but its not perfectnever again using",3
2020-11-01 01:51:11,bad,2
2022-04-06 21:10:19,wow so good,4
2018-03-01 11:17:45,bad,5
2018-07-22 19:52:55,"terrible UI, deleted",1
2019-10-20 16:17:45,"terrible , so slowcant believe how bad it is",2
2018-05-05 21:15:27,"cant be that bad, but its not perfectnever again using",5
2017-02-20 05:14:42,amazing app i recommend,2
2020-09-19 10:46:52,mediocre,2
2019-05-08 10:52:54,"terrible , so slowcant believe how bad it is",4
2018-02-22 21:23:25,very bad,5
2021-09-27 07:22:05,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2020-05-02 17:50:47,bad,5
2018-02-08 08:32:39,neutral,4
2023-04-07 10:48:53,excellent,1
2018-10-01 14:06:18,very bad,2
2022-12-18 00:16:30,excellent,1
2022-08-08 17:23:48,recommend having good phone otherwise will be harddoes the job,2
2021-09-19 23:05:43,uauh terrible,4
2019-09-04 06:38:59,wow so good,5
2021-08-04 22:21:45,perfection,5
2023-01-12 20:29:19,good,1
2023-02-05 01:54:31,bad app,1
2022-11-19 04:45:57,"cant be that bad, but its not perfectnever again using",2
2019-07-28 17:17:45,wow so good,2
2022-11-20 01:44:11,good,4
2017-01-02 16:43:32,perfection,5
2018-10-18 08:45:30,"i dont hate it, but i dont love it either..",1
2017-12-09 13:56:00,hard to tell sometimes good sometimes badnot good not bad.. does the job,5
2018-06-09 22:53:25,omg fantastic,1
2017-11-02 17:33:45,"cant be that bad, but its not perfectnever again using",5
2018-03-10 19:47:58,very bad,3
2021-06-28 14:58:48,uauh terrible,1
2022-09-05 00:10:08,"terrible , so slowcant believe how bad it is",5
2018-08-23 20:32:57,GREAT APP,3
2017-10-07 15:44:14,very good,1
2023-01-04 08:33:02,GREAT APP,5
2021-05-20 00:34:55,perfect and easy to use,3
2020-02-12 21:36:37,"i dont hate it, but i dont love it either..",4
2023-06-10 22:54:02,very good,1
2021-03-16 14:10:24,recommend having good phone otherwise will be harddoes the job,4
2022-01-14 09:21:55,soooo good,4
2023-11-02 16:32:23,neutral,2
2020-08-05 07:23:54,"terrible , so slowcant believe how bad it is",1
2018-07-21 21:19:35,hard to tell sometimes good sometimes badnot good not bad.. does the job,4
2018-03-29 16:36:58,wish it had a easier way to load with money,2
2022-06-29 02:32:45,excellent,2
2017-07-26 06:47:30,good,1
2020-10-16 16:11:01,perfect and easy to use,5
2022-02-25 16:24:26,soooo good,5
2017-09-14 23:47:33,perfect and easy to use,2
2019-11-21 10:06:03,wow so good,4
2020-10-25 14:26:23,perfect and easy to use,4
2022-05-22 19:36:38,excellent,1
2023-01-11 23:07:28,omg fantastic,2
2022-10-15 22:27:05,perfect to buy and sell easily,3
2019-03-11 23:24:06,wish it had a easier way to load with money,2
2022-12-15 06:35:12,omg fantastic,1
2018-05-16 21:12:34,"terrible , so slowcant believe how bad it is",5
2021-12-22 09:56:40,bad,3
2017-04-29 16:31:41,soooo good,5
2022-08-04 15:25:09,perfect to buy and sell easily,2
2019-11-25 20:04:16,GREAT APP,4
2022-07-07 10:29:57,perfect and easy to use,3
2018-01-05 02:07:39,"terrible UI, deleted",5
2021-08-17 22:34:46,3 out of 5 i guess,5
2021-08-06 06:33:50,GREAT APP,5
2020-05-08 12:36:07,amazing app i recommend,1
2018-05-24 06:31:06,uauh terrible,1
2022-10-08 19:00:33,uauh terrible,2
2019-05-26 06:54:29,mediocre,5
2023-05-14 08:56:37,good,2
2018-09-04 07:36:17,amazing app i recommend,4
2017-04-18 19:19:43,very good,5
2018-12-15 18:28:47,mediocre,5
2018-01-06 16:06:11,perfection,4
2022-11-04 18:16:01,excellent,2
2022-05-21 09:47:08,neutral,4
2018-09-21 03:27:51,omg fantastic,3
2020-01-14 00:55:24,amazing app i recommend,2
2017-06-26 05:32:16,uauh terrible,3
2021-12-09 04:41:34,"terrible UI, deleted",3
2019-01-14 19:03:06,bad app,1
2023-11-02 19:13:46,perfect to buy and sell easily,3
2023-01-18 12:35:22,hard to tell sometimes good sometimes badnot good not bad.. does the job,2
2020-05-13 04:11:34,very good,2
2019-05-29 05:43:01,very good,3
2021-05-25 11:36:32,2 out of 5dont even install,5
2017-09-16 01:36:47,perfect to buy and sell easily,4
2021-06-26 11:42:46,neutral,1
2023-12-02 12:52:03,3 out of 5 i guess,5
2018-10-09 16:52:12,trash app,1
2018-03-23 15:02:00,bad,3
2018-11-27 20:27:14,mediocre,1
2017-06-04 05:08:53,perfect to buy and sell easily,5
2018-06-30 18:53:43,bad app,3
2018-03-20 22:45:26,omg fantastic,5
2021-12-06 02:35:40,neutral,5
