date,review,rating,isEdited,userName,title
2022-09-02 07:01:37,"No rewards, usdt deposits only, no referral bonuses",1,False,nicknamesTomTomorrow,Pathetic
2022-08-13 22:01:42,"a rubbish crypto exchange, they only aim to steal from you and nothing else",1,False,halep991,"thieves, stay away from them!!"
2022-06-13 00:52:30,They easily liquidate your positions with fake shadows,1,False,johnhamm88,Scamm alert.
2024-03-25 17:34:51,kucoin is the best exchange.,5,False,manoleman,best crypto app.
2022-04-01 13:16:51,My position disappeared,1,False,krss955,Bad app
2023-04-16 13:07:27,"Very large hidden fees on futures
Useless customer service 
SCAM app",1,False,JACKISEPIC3636,SCAM APP DO NOT USE
2022-10-04 06:27:38,Hey please alot of people waitimg for you to Give answer about the LUNC burn,1,False,Hsshhshhshhssss,LUNC burn
2021-12-17 20:18:58,It good app,5,False,behzadmosazadeh,Good
2021-12-24 22:29:15,"Stay away from this app, better to use binance. THEY PRACTICALLY STEAL YOUR MONEY
DO NOT USE OR INVEST INTO 🙌",1,False,hchahhv,POOR APP
2020-07-20 13:52:01,ETN baby!,5,False,Stress burger,Good exchange
2020-02-21 05:06:17,Good,5,False,Ziaul Shikdar,Nice App
2023-01-15 00:27:57,❤️,5,False,big p stringfellow,P
2020-11-01 20:29:41,swindler,1,False,Alpkan6679,cheat
2020-10-27 21:26:48,Withdrawing is a nightmare.,1,False,toto🔴⚪️🔵,Withdraw
2023-11-12 19:14:36,Simple Navigation Easy Use Design.,5,False,Oraclethegreat,User Experience Interface Unique
2022-01-05 02:11:36,I love KuCoin,5,False,❤️♥️lauren♥️❤️,Babak
2023-06-08 21:31:09,I love this exchange.that is best platform for me to save thank you very much for this,5,False,Ali AHMAD 1987,Ali ahmad
2023-10-03 12:42:33,"@kucoincom  just used your help line which proved to be once again useless! I have found that there are no warnings on Kucoin receive window, informing of limitations. So I sent my assets only to be told it has been eaten up after waiting 15hrs. Still waiting for an explanation.",1,False,¡PnkPNthR!,BE AWARE AND INFORMED
2023-07-03 07:53:56,"Logs me out every week, then refuses to send me the 2FA code to log back in because it flags my attempted login on my own device (which I’ve used to login for years) as moderate risk, thus locking me out my own account",1,False,Reece Charlton,Terrible
2023-06-10 11:50:12,"Never use this app for margin trading, full of scam, according to other app the coin went down to 0.0136 but in their site it went to 0.012 and closed everything, just avoid them",1,False,sultan07494204676,"This is a scam site,"
2023-04-27 17:46:39,"Great app for those who know what they are doing, I’ve read some of the reviews and would recommend to those users to use coinbase if your a beginner as that’s better suited but all in all this all is great! If you’d also like up to $50 extra when you make your first trade then use my code and enjoy!- rM6F63L",5,False,mobzayy,Good app
2023-04-22 09:28:16,Great app for one of the biggest exchanges in crypto! Checking your portfolio on the go is a breeze with its intuitive user interface. Huge range of coins available to trade with great liquidity. Low trading fees is also a bonus. Use referral code  rM8APY8 on sign up for 10% off trading fees and up to $500 in bonuses!,5,False,$Barnacus$,Perfect for anyone just getting into Crypto!
2022-06-22 11:39:37,"One of the most cheaper plataforma to buy and sell cryptos . 
Do not forget to Use the referral code rP48D18 to earn BOnus to start trade .",5,False,oeixinha,MissGi
2022-01-06 23:10:17,Best coin listings and smooth to trade. Way better than Gate.io,5,False,MR S 83,Love KUCOIN
2022-01-21 13:53:18,"I really like KuCoin but as I trade futures I have to use elsewhere as KuCoin fees are scandalous. They say they are 0.025 / 0.075 maker / taker but they are not. 

Many trades I’ve made they have charged as much as 10% of the profit in fees. I’ve never seen this with Binance or Bybit who both have similar fees.",2,False,ijaxwas,Futures fees are way too high.
2022-01-03 14:11:22,East to trade,5,False,emmanuel18112,Emmanuel18112
2021-12-24 15:34:41,2AF code will not be approved after the update. Even though everything is perfect. Thank you for following up,5,False,sajjad2020,problem
2021-12-18 20:42:17,Smoooooooooooth,5,False,S-2d-C,Mr
2021-11-25 09:45:54,"App is great, even better than the browser version. The app ONLY copies the code from the authenticator to log in. How do these one star reviewers manage to not get hit by a bus in the morning is truly a wonder.",5,False,Manny4292,"App is great, don’t trust negative reviews"
2021-06-29 11:45:07,"Now that Binance is limiting withdrawals and deposits to and from UK bank accounts, it’s time you take a look at Kucoin, pretty much the same as Binance in terms of features but also a lot more cool stuff to make trading easier and holding even better!

Use code rJNCC44 to get 25% off trading fees",4,False,WillBangura,Binance Destroyer!
2021-08-20 03:56:45,"It’s almost impossible to login. You need a sms code to get past security, but it always arrives about 5-10 hours after you try to login in. Manage to login about only 4 times in the past month even though I try multiple times a day.",1,False,JV Sunshine,Impossible to login
2021-05-12 08:13:27,"The sign up process doesn’t work. 

You enter your number or email... there’s no submit button to be sent a verification code. 

You try to slide the puzzle piece captcha... it doesn’t move. 

They’ve used a crappy, generic template and it’s no good.",1,False,TuggyTugTugz,Trash
2021-02-13 14:17:22,"Been trying to withdraw but won’t let me, I know I’m typing in the right code they text me but they say it is wrong",1,False,buy dipz,Won’t let me withdraw
2019-09-06 09:57:55,"Takes forever to fill orders. Not just some times. Every time. Now I’ve missed my entry n have wasted time and money for nothing.

Withdrawing funds is a nightmare. Keeps saying code error when there’s no code error. Wait 2 hours😡 then when you try again it does the same thing. It’s like they don’t want us taking our money out. Starting to use KuCoin less and less and. 

Very high fees!!!",1,False,Markraffertyyeah,Withdrawing is a nightmare😡
