date,developerResponse,review,rating,isEdited,title,userName
2021-10-08 09:22:43,"{'id': 41847237, 'body': ""Hi, we've launched a number of updates and are keen to learn your newest perspective! If you have been happy with Binance and its facilities lately, a 5-star rating would be greatly valued. For any support you may need with our features, our chat support is readily available 24/7 at this link: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-08T19:30:53Z'}","In latest update, zooming the chart with two fingers is buggy. In  Previous version, i have no problem and that was good but latest was buggy in interface. I m using iphone 12 ios 15. Plz correct this.",2,False,Latest update is buggy,Hi1l0
2021-09-19 10:17:56,,"Hi,

I like the mobile and web browser version but I want to use it with ipad, so when will you launch the iPad compatible landscape view version?",4,False,Landscape view,rohit.drew
2023-02-28 09:52:52,"{'id': 35165928, 'body': 'Hello Arry! To look deeply into your concern and assist you properly, please,\ncontact us via the live chat: 👉\u2028\xa0https://binance.com/en/chat\nSelect the closest category to your inquest (please type your issue with a couple of keywords), and connect to chat.\nAfter the automatic reply from the chatbot, choose ""Unsolved"" and click ""Not relevant"", then ""Yes, transfer to customer support"".\n*RL', 'modified': '2023-03-02T13:25:38Z'}","I Withdrawal usdt from a platform and the TRC20 chain Cancel My Withdrawal again and again Please Solve This issue My Money Is Stuck in That Platform So Binanace Please find that issue and Solve It.
After problem I Give 5star But at this time I give 3star only l.",3,False,TRC20 Chain Problem,Arry Sarswat
2022-10-17 09:53:26,"{'id': 32666865, 'body': 'Hi, we do value your feedback and aim to be an easy-to-use crypto exchange. Could you be so kind to go ahead and share your opinion from here: https://www.binance.com/en/my/user-support/feedback/entry Our team will be more than happy to review it. | TS', 'modified': '2022-10-19T11:19:52Z'}",Binance earn was simple and easy to use earlier however the new update to Binance Earn looks more complicated.,5,False,Binance Earn,dontmeetnandy
2024-01-23 04:45:44,"{'id': 41566769, 'body': ""Hi there. We're ready to help you! To provide further assistance, we kindly ask you to drop us a message via https://twitter.com/BinanceHelpDesk We are dedicated to resolving the issues you're facing. - FL\n"", 'modified': '2024-01-27T14:03:21Z'}",Not able to download again from cloud after deleting it once in iphone 13,4,False,Cloud,Vineeerrrrrr
2023-04-18 18:44:58,"{'id': 36070637, 'body': ""Hello, we want you to have the best experience at Binance! Please note that one person can only verify one Binance Account. As such, we would like more details of your operation so that we can help you in the best possible way. If you have already contacted our chat support regarding this issue, can you please provide us with your case ID so that we can check your case details further? If you need assistance on how to contact us via live chat, let's contact us at binance.com/en/chat to get started and share your case ID with us. ET 💛"", 'modified': '2023-04-20T09:08:05Z'}","I have try to login almost 10-20 times but it was never worked out ,every time they are saying that you already have an account and even I login on my old and verification failed  finally to say goodbye to Binance .help chat is not also that much helpful
Worst experience ever 😏",1,False,Verification failed problem,P@resh
2022-04-24 08:35:18,,Binance app is very useful for any traders but you should include all indicators in your binance app we are facing issue with technical indicator. Please add all technical indicator in this mobile application.,5,False,INDICATOR ISSUES,aaaaaaaaaaaa$$$$$
2021-05-14 08:53:09,,app crashes and shuts down during the verification process (when uploading IDs),5,False,App crash,banmeetsingh
2021-08-28 10:21:55,,"Need purchasing history details from next update, now it’s very defecult to find out purchased prices",4,False,Purchase history,shakkkkuuuuusssss
2022-10-07 07:00:14,"{'id': 33884613, 'body': 'Thank you very much for your review, it is extremely important for us to know how we can improve and what we are getting right with our users. To share more details with us you can contact us via chat at: binance.com/en/chat We will be glad to hear everything you have to say 🙂💛🖤\nSincerely, LS', 'modified': '2022-12-22T18:22:52Z'}","Previously it was better but suddenly it started to hang a lot.
Needs optimisation and enhancements.",5,False,App lagging in Iphone 12 pro,andamanlover
2019-10-03 15:37:49,,Everything in this app is gr8 except an issue every time when I open app i have to login again,5,False,Login issue,Raadhya
2021-09-02 06:08:00,,I love this app but one struggle is managing you profit and loss portfolio. We do not have chart or any analysis tab/section. This is one of the major functionality we are missing badly here.,4,False,Need Portfolio In detail,Vipeen Sarode
2022-11-02 14:01:27,"{'id': 33884553, 'body': 'Grateful for this warning, thank you very much for your review and know that it is for our users that we are optimizing our platform more and more! LS 💛 🖤', 'modified': '2022-12-22T18:18:06Z'}","Kindly note every time when you make an update on Binance application please don’t forget to find issues related to “Overview” loading .

 P.S
Say hi to CZ🤪",5,False,Dear Developer,Kurou91
2022-01-25 20:47:18,,"Plz fix bugs. Every time need to change price. Very hard to do scalping. 
Thanks",5,False,Suggestion,Motasim-92
2021-07-31 14:12:17,,It includes a great collection but there’s a delay in buyers approval for my payment + it doesn’t show the progress of my investment when I open the chart or list. Which is very important for me to know as an investor.,3,False,Lot to improve,vishnuvas
2021-11-06 11:12:43,,"Don’t buy p2p, most of them are cheating it when we trying to withdraw to other app they are trying to take all the amount. Don’t use p2p express they will cheat you and Binance is not responsible for that, they are one of the platform cheating more Indians. I know because I am also cheated by them. Please guys don’t try to trade with Chinese apps like IDEEX and CG(coin gold).",1,False,Fraudulent App,kxraghu
2021-04-23 07:14:12,,"Whats going on guys , why always binance problems timed with worst times of market, are you guys like barely getting by or something, 
Putting caps, stopping withdrawals causing panic, stop loss not working when market fall. It feels like leaving trading the market, get well soon guys.",2,False,New day new problem,Stawan
2020-07-20 17:29:44,,"Big bug is we have to login again and again , why logging out",5,False,Bug,Jatinkundra
2021-04-08 07:37:26,,"I have been Trading over P2P, after payment done The other User Not releasing my crypto and said send more money then i will release else i will delete my account and you will not get your crypto 

I have shared all screenshot there of chat with other trader over appeal 
Then customer support suspended my account 
What kind of customer support is this 
even though they have closed my ads and transaction 
Who will cover the loss risk I have money in my wallet 
Stupid Customer Support , ridiculous app 
Don’t go for Instead  use other platform who has better management 

Worst app",1,False,Customer Support is Worst they just suspend account of genuine trader,---nanu---
2022-05-03 08:43:51,,"I am into this crypto since one year , and using various exchanges , but to be honest there is no replacement for Binance . Really enjoying the app . Hats off to the team 👍👍",5,False,Best app ever,Ardent Gerbil(MDS)
2023-04-16 06:54:20,"{'id': 36026505, 'body': 'Hi, if you are having performance issues within the app kindly check these steps:\n-Try it on a different network\n-Clear the cache and cookies of your browser and inside the app\n-Restart your device\n-Reinstall the app\nIf your problem persists we kindly advise you to reach us from here: https://binance.com/en/chat | TS', 'modified': '2023-04-18T11:00:56Z'}","App is getting hang in iPhone 11. Please fix the issue, its very much annoying",5,False,Hanging problem,arun vampy
2021-12-28 09:01:04,"{'id': 37709192, 'body': ""Hi there! Regarding the issue you're facing, please kindly connect with us through our live chat at http://binance.com/en/chat. You're welcome to chat as a visitor without logging in and provide us with your information.Our team will then review your account details and offer customized guidance based on your situation. We're available 24/7 and always eager to help. We look forward to addressing your concerns, thank you! ~MH"", 'modified': '2023-07-17T05:35:25Z'}","I love binance, but I am frustrated because i am not able to recover my binance account due to phone loss and i forget password as well as google authentication key. I can’t find a single way to recover my account. Please Binance team help me.",2,False,Not able to recover account due to phone loss.,Gomziii17
2022-02-05 10:52:14,,awesome but there is an bug issue when i update the app. The bug doesn’t let the value fill automatically in spot trading plz fix that.,4,False,Binance is awesome,kavin1007
2021-08-27 23:48:00,,"This is the best crypto trading app, filled with valuable information and multiple options to trade. Highly recommended.",5,False,Top,arpitrodney13
2021-05-04 08:22:21,,One do the best app to buy crypto in india fast and secure with direct B2B transfer ....better than any other Kuber or wazir x etc ...,5,False,Beat app for crypto in india must use this only,veerbhadra 33
2021-11-12 01:07:33,"{'id': 42822043, 'body': 'Hey there! We have come across your review and wanted to check if you still need assistance!\xa0\nWe have a live chat working 24/7 if your issue is still ongoing which you can connect via this link 👉. https://www.binance.com/en/chat\nIf your issue has been resolved we would appreciate a higher rating which would be so encouraging for us -AA', 'modified': '2024-03-25T21:03:22Z'}","Your systems are so poor that they are not able to capture the name from the government ID provided while registration.  Pathetic thing is there is no place in the app to check out the profile details. App is full of clutter, get a better team on board & act like a fintech app.",1,False,Capturing wrong name from government ID & causing trouble in p2p later,manu369741
2021-09-21 13:57:29,,Beware whenever buying payment time is canceled automatically and your money was send to seller then it  gonna stuck seller account he not gonna released your money soon. There is no way to contact seller. system chat is not good it doesn’t upload screenshot when I was trying to send proof to seller.,1,False,P2P seller,@Max37
2022-07-07 05:48:52,"{'id': 35205881, 'body': 'Hi there, we understand your feeling. We constantly improve and bring new features to our users. To buy and sell crypto using INR currency, you may refer to this link: https://www.binance.com/en/support/faq/360036926252. Also, you can also use our P2P platform to transact with INR currency: https://www.binance.com/en/support/faq/360041066751. If you still need more assistance, please contact us via: https://www.binance.com/en/chat. Thanks! -AT', 'modified': '2023-03-05T06:43:43Z'}",Can't u just make it simple way to trade ..!! Like add inr try to binance and buy crypto and sell crypto and withdraw money direct to bank,5,False,Complicated add and withdraw funds,Jkcharan
2021-02-04 13:59:33,,"Verification process is very pathetic, unable to verify the same, especially face verification is not done at all",4,False,Verification is still not possible even after compiling all information,Dr Mewati
2021-08-28 07:11:43,,Every 5/6 day it automatically logout from device,5,False,Tried,callmehp
2020-07-23 04:57:40,,"In iPad Application Not Showing in Full Screen Please Fix It, plz answer when it will be come",5,False,Not Showing In Full Screen In iPad,rajksindia
2023-02-20 20:33:49,"{'id': 35005322, 'body': ""Hi there, it is delightful to hear such positive words and it's always a pleasure to serve our users. And we're 24/7 here for you if you have any difficulties https://www.binance.com/hi/chat - SM"", 'modified': '2023-02-22T06:05:01Z'}",Best amazing app i ever seen I loss may thousands of $ and still feel love when using this application,5,False,Good app,Psaa@123%$
2022-04-30 06:46:53,,"During future trading, the minimising chart suddenly freeze during a bidding. Please solve this issue.",5,False,Future Trading,sameerbarjatya
2021-11-18 00:56:44,"{'id': 37367523, 'body': 'Hello there! We are here to assist and inform you. Thank you for your feedback and suggestion. We have added an account deletion option now. You can follow these steps to delete your account Profile > Security > Manage Account > Delete Account. If you have any issues or further questions, please feel free to contact our customer support team via live chat http://binance.com/en/chat. Our team will help you. Thank you. ^AE', 'modified': '2023-06-27T23:16:00Z'}","Plz add delete account option, so that we make a fresh account again. Not able to verify my account.",3,False,Plz add delete account option,appamr
2021-05-08 23:00:55,"{'id': 41999222, 'body': ""Hello, we have introduced numerous updates and are interested in hearing your latest impressions! If you've recently found our Binance services satisfactory, we would appreciate a 5-star rating. If you need assistance with any of our features, remember that our chat support is standing by 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-16T15:49:16Z'}","it’s not working again just like the last to last version, i think it was fixed in last version but again it’s not showing favourites in my home widget",2,False,Binance home widget not working,Djay.in
2022-02-17 21:48:28,"{'id': 37634028, 'body': 'Hello Raody! We are here to assist you. If you are still struggling with the same issue, could you please try deleting and reinstalling the app, clearing your cache and cookies and try connection to a different network connection and open the app? If you have tried all these methods and yet, the issue persists, in that case we kindly ask you to contact our customer support team through live chat http://binance.com/en/chat on your web browser. Our team will help you. Thank you. ^AE', 'modified': '2023-07-12T12:52:52Z'}","I’m trying to open Binance app but I can’t open ,, I click on to the app icon it’s opening but then automatically closes…please fix my problem",3,False,Fix my problem,Raody Rathore
2023-03-29 09:14:03,"{'id': 35691990, 'body': 'Hi there, to purchase crypto via debit/credit card, please refer to the guide here: https://www.binance.com/en/support/faq/360041015712. If the situation persists, please contact our live chat support at: https://www.binance.com/en/chat. Our team will assist you accordingly. Thanks -AT', 'modified': '2023-03-31T06:44:29Z'}","No matter how many documents you submit they will never allow deposit and withdrawals via credit/ cards. 
It’s easier to open a bank account , I doubt they have all the required clearance to operate with credit/debit cards.",1,False,Debit / credit cards are never accepted,anil2012
2022-12-10 03:45:59,"{'id': 33884531, 'body': 'We hope it stays that way, thank you very much for your review and know that it is for our users that we are optimizing our platform more and more! LS 💛 🖤', 'modified': '2022-12-22T18:15:33Z'}",Everything Fine with me since I joined binance,5,False,Everything Fine,Pushp_raj
2023-10-10 17:31:27,"{'id': 39482558, 'body': ""Greetings İsmail! We're delighted by your positive feedback on our offerings. Education truly is fundamental, isn't it? You're invited to delve into a wealth of articles and courses on our Academy page at 👉🏻academy.binance.com/en. For any support needs, don't hesitate to contact us at 👉🏻 binance.com/en/chat.❤️^WI\n"", 'modified': '2023-10-12T18:19:41Z'}",One the the best safe fast trading app easy to sent receive money deposit and withdraw Thanks binance for maintaining well,5,False,Best trading app,ismailkhanisu
2023-07-20 14:28:15,"{'id': 37901134, 'body': ""Hi there 👋🏼\nWe work daily on improvements in Binance to create a user-friendly environment, and we are glad to acknowledge that it's noticed and valued ☺️\n-SA"", 'modified': '2023-07-26T00:41:39Z'}","""Binance is simply outstanding! Its user-friendly platform, top-notch security, and vast crypto selection make it the ultimate choice for traders. 🚀"" I love Binance .
Dj Brahmin aka Debasish Baruah ❤️",5,False,Simply the Best crypto platform in the world,Dj Brahmin
2023-02-28 18:06:36,"{'id': 35158927, 'body': 'Hello Samie, to better help you with your inquest. Drop us a message on our live chat, so we can take a closer look at your account, and the steps to follow to access it.\n\nJust click here: 👉\nhttp://binance.com/en/chat\n\n. Select the option ""continue as a visitor"", then the category closest to your query and you will enter the chat.\nAfter the automatic response from the chatbot, you click on the ""Unsolved"" option, then on ""Not relevant"", and finally on ""Yes, transfer me to the customer support team"".\n\n*RL', 'modified': '2023-03-02T08:25:00Z'}",I can’t remember my old account .now i want mew account but i cant login pls help me,5,False,Login issue,Samiesingh
2022-12-15 12:38:05,"{'id': 33789057, 'body': 'Hey there! Thanks for your support and taking the time to rate us. We truly appreciate it. Never hesitate to contact us via Binance Live Chat Support http://binance.com/en/chat and we will be happy to help you with any queries. -RA\n', 'modified': '2022-12-18T19:25:32Z'}","Easy use,high security,trustworthy,no one,strong ecosystem and many more positive points here.",5,False,Worlds no one supporter,s s chauhan
2020-08-30 06:54:10,,In this latest update we cannot set a out of units or percentage for stop loss and take profit. Please kindly solve this issue at earliest.,5,False,Stop profit and loss option,ankushok
2022-01-20 12:25:45,,"Please i want to Unlink My WazirX Account, Binance created and linked another WazirX account, which is not mine, the KYC is registered to my main account and I cannot use the same KYC for another one. Please help me connect my main WazirX account.",3,False,Help,OASIS895
2022-01-04 17:11:45,"{'id': 42266334, 'body': ""Hi Sathvik, we've rolled out many updates and we want your current viewpoint! If Binance and its services are meeting your satisfaction recently, we'd value a 5-star rating. Should you require support with any of our features, our chat support is always at your service 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-28T17:08:53Z'}",The app shows that I have 2 different accounts and it does not verify them as one. When I log in using my email and try to verify phone no. It says that it’s already occupied,1,False,Will not verify both email and phone number with one account,sathvik11
2021-11-09 03:05:11,,"The app should have single sell market rate button   with password and selected coins.

Genuine  iPad compatibility.",4,False,Single sell button.,game revieewer
2021-05-22 16:41:33,,"This is just a bogus app, I have made almost 10 times payment but all time declined, try to contact customers care but didn’t get any response. Failed system😡😡😡 only watching triggers, useless absolutely",1,False,"Worst ever app, payment declined every time but no customer care, no response, no assistance",buntyhimank
2022-09-14 01:44:05,"{'id': 33902407, 'body': 'We would like more details about your case so that we can help you. Our specialized Customer Service team is on standby, both through our app and through our website: binance.com/en/chat , if you have already contacted us, please edit your review and enter the Chat ID. Thanks! LS', 'modified': '2022-12-23T14:58:22Z'}","With the latest update 
Again Analysis section is NOT displaying all the coin holding in IPhone",5,False,BUG : Earn>>Analysis >> Asset,JAGAN_C
2023-08-12 15:50:46,"{'id': 38264961, 'body': 'Hello there Shazim! We are here to assist you. Could you please try deleting and reinstalling the app, clearing your cache and cookies and trying to connect to a different internet connection? If you have tried all these methods and your issue continues, please contact our customer support team through live chat http://binance.com/en/chat on your web browser or if you can from the app Profile > Help and Support > Chat. Our team will help you. Thank you. ^AE', 'modified': '2023-08-13T23:26:33Z'}",While editing my p2p terms and auto message the whole interface is getting freeze kindly resolve this issue asap..,3,False,Application hang,Shazim123
2022-02-19 12:08:48,"{'id': 37610694, 'body': ""Hello there Ravipriya! We appreciate your feedback and suggestion. At Binance, we always value and appreciate our customer's ideas, feedback and recommendations. We would love to hear more from you so please if you have more things to share with us, please share them here https://www.binance.com/en/my/user-support/feedback/entry so that our related team can review and consider them. Thank you. ^AE"", 'modified': '2023-07-11T13:12:59Z'}",In this application one thing is missing. Loss/ profit not shown  in particular coin .,5,False,3 star why not 5 star,ravipriya
2021-12-09 15:31:47,,I m unable to access account and unable to do trading whenever I try to buy  it ask about the mobile number nd I fill again did not receive otp on time I m unable to do any trading in this now I m try to submit it ask review name already taken,1,False,Regarding account,Aahigeutegjs
2021-11-16 08:16:57,,Please make a compatible to apple iPad. It is so terrible to install this app on iPad. Please make the UI and resolution compatible to iPad. Hope you do the needful,4,False,Please make it compatible to iPad,Venkysmily
2023-09-17 12:18:46,"{'id': 38992357, 'body': "" Hi, if you're satisfied with the Binance app and enjoy its features, please consider giving us a 5-star rating. For any assistance, our specialists are here to help 24/7 at: https://www.binance.com/en/chat | TS"", 'modified': '2023-09-18T19:49:23Z'}","I truly enjoying using this platform because of its principles, simplicity, justice, transparency and discipline when someone tried to make frauds.",4,False,Justice and Discipline,Shxmboi
2023-07-17 13:27:37,"{'id': 37753953, 'body': 'Hi, kindly check these steps:\n-Try it on a different network\n-Clear the cache and cookies of your browser and inside the app\n-Restart your device\n-Reinstall the app\nIf your problem persists we kindly advise you to reach us from here: https://binance.com/en/chat | TS', 'modified': '2023-07-18T19:09:18Z'}",Chat is not working properly in the ios application.,4,False,Chat not working properly,VimalAnbalagan
2022-11-18 11:13:42,"{'id': 33257299, 'body': ""Hi there! Thank you for reaching out to us. You can use our website https://www.binance.com/en on iPad since it can be adopted to iPad's layout. Please give it a try! AL\n\n"", 'modified': '2022-11-20T07:59:48Z'}",Why can you not make an app which is compatible with iPad screen its very difficult to draw trend lines on the phone. Can you let us know when do you intend to make an app compatible with iPad.,2,False,iPad compatibility,zeeshan1303
2021-11-12 16:17:01,,I have literally tried several exchanges but there's no exchange like Binance. It’s an all in one package for everything .,5,False,Binance is love,akhilwadhwani
2021-11-20 17:18:19,,Facial Authentication failed again and again I don’t what to do.  i can’t deposit fund even i can’t transfer any coin in binance,4,False,Facial Authentication failed,vivek305
2021-09-15 11:00:26,"{'id': 42933800, 'body': 'Hey there! We have come across your review and wanted to check if you still need assistance!\xa0\nWe have a live chat working 24/7 if your issue is still ongoing which you can connect via this link 👉. https://www.binance.com/en/chat\nIf your issue has been resolved we would appreciate a higher rating which would be so encouraging for us -AA', 'modified': '2024-03-30T18:09:50Z'}",I’m not able to login,5,False,Login problem,Sujal Jethwani
2021-10-23 03:30:49,"{'id': 41845704, 'body': ""Hi Bhuvnesh, we've launched a number of updates and are keen to learn your newest perspective! If you have been happy with Binance and its facilities lately, a 5-star rating would be greatly valued. For any support you may need with our features, our chat support is readily available 24/7 at this link: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-08T17:55:37Z'}",After last update binance chart look worst and not as functional as previous. Drawing feature become buggy. Why binance downgrade their product.  Please withdraw your update or correct your charts.,2,False,Chart become uglier,sirbhuvnesh
2024-01-04 05:55:45,"{'id': 41102691, 'body': 'Hi Kiran. We are always here for you. If you have opened a chat with us, after the automatic reply from the chatbot, please choose ""Unsolved"" and leave your message to get support from our specialists. If you have done that already, please share your case ID with us, so we can investigate your issue and provide you with clarifications. GL.\n', 'modified': '2024-01-05T13:46:02Z'}",I lost 20k in this app they are not responding properly.I’ve been writing queries for two transactions still there is no response from their side ..worst platform to do business..I sent 100 usdt from TronLink to Binance wallet from link process was successful but it’s not reflecting in my Binance wallet .Binance is completely scamming us..!,1,False,Scam app,Kiran nicholas
2021-05-12 01:12:57,,Verifying process is so slow and Indian bank cards are not process easily,5,False,Verifying,Rupbrar
2021-05-30 17:19:46,"{'id': 41947810, 'body': ""Hello Willy, we have introduced numerous updates and are interested in hearing your latest impressions! If you've recently found our Binance services satisfactory, we would appreciate a 5-star rating. If you need assistance with any of our features, remember that our chat support is standing by 24/7 here: https://www.binance.com/en/chat | TS"", 'modified': '2024-02-14T17:57:23Z'}","Reported so many times already . Even to binance Tg support people in private but still its going unheard. The Market changing option on homepage is gone for Ios app . 

All we see is BUSD and cannot switch to usdt or btc if we want to !",2,False,Laggy,willy manchanda
2024-03-16 09:13:17,,"Web portal
Is not working check on it ……..",5,False,Web portal not working,Ffaddu
2020-05-10 04:19:42,,The app is not working correctly every time I open the app it only shows white screen. Device is IPhone 7+.,4,False,White screen only,Abhinav789
2023-11-24 18:37:54,,"Please do make the app more creative and interactive for all the users 

It would help out many of the users who use the app in the near future hoping for more and more improvements 

A New Ui Design and Ui Interface is required 
With much more capacity and capabilities",5,False,Binance,Prashanth samson
2022-04-15 07:39:41,,I’m pad version would be appreciated,5,False,iPad app version would be really good,DarshCB
2021-12-13 09:05:39,,Hello pls fix bugs in 15 min time frame candle is ghosting every time,5,False,Please fix bugs,harish khanwani
2021-04-16 07:48:16,,"Customer service is very poor, rest everything is superb cool. I love Binance",5,False,Poor customer service,lunaisasecret
2021-11-16 10:05:15,"{'id': 42872443, 'body': ""Hi Nikhil, we've rolled out many updates and we want your current viewpoint! If Binance and its services are meeting your satisfaction recently, we'd value a 5-star rating. Should you require support with any of our features, our chat support is always at your service 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-03-27T17:36:16Z'}","The verification is so silly, their system just doesn’t recognise my face and you can’t even reset it and nor do they have an efficient customer care. It was super frustrating to finish the verification which just hasn’t happened yet.",1,False,Disappointing,Nikhil Mutha
2018-11-17 21:19:25,,"Really easy to use,
Graphics are awesome,
Have almost all features which is in website.",5,False,Awesome App,Nirav5790
2023-07-06 07:36:13,"{'id': 37540848, 'body': ""Hi M.Shah! The security of your data and assets is always our top priority! You can see our commitment to user protection at binance.com/en/event/user_protection. You can also check this FAQ out for more security tips at binance.com/en/support/faq/360000106932. If that is not enough, let's talk with us at binance.com/en/chat. Stay SAFU! ET💛"", 'modified': '2023-07-07T15:28:59Z'}",Fast secure and more feature than other app,5,False,Best,M.shah12
2022-11-14 16:52:43,"{'id': 32959246, 'body': ""\u2028Hey Abhiraj2615, could you please try these steps? Clear the app cache, and reinstall the app. If this doesn't solve your issues, please contact us using our 24/7 live chat so we can assist you in detail http://binance.com/en/chat If your issue gets resolved, it'd be very encouraging for us if you rate us accordingly 🙏 Thank you! ^BB\u2028"", 'modified': '2022-11-03T18:11:07Z'}",i was very happy when i was using binance it was so smooth and fast but now it is so alow it tooks times a lot to open it all though i em using 100mbps speed fix this bugs plz,5,True,it took time a lot to open app earlier it was too fast but  now too slow,Abhiraj2615
2023-08-22 18:06:48,"{'id': 38487836, 'body': 'Hi there!  We suggest the following steps: restart your device/reinstall the app/ clear the cache and cookies inside the app. If you are connected to Wi-Fi, try using a cellular network (or vice-versa). And if your problem persists, please start a new chat https://binance.com/en/chat! -SA', 'modified': '2023-08-23T23:35:20Z'}",Its quite laggy this a days plz fix,5,False,Bugs,Jdhsan
2022-10-26 16:02:06,"{'id': 33884584, 'body': 'Ease of application is one of our priorities for a good user experience, thank you very much for your review and know that it is for our users that we are optimizing our platform more and more! LS 💛 🖤', 'modified': '2022-12-22T18:20:23Z'}",Application working is very smooth and very easy,5,False,Amazing application,$Alok$
2023-06-01 16:08:03,"{'id': 36896820, 'body': 'Hi Anil👋👋. We fully understand your concern. Please make sure you have a strong/stable internet connection then reinstall your app here (binance.com/en/download) and clear the cache (In the APP, click [Account] - [Clean Cache]). If the situation persists, please contact us along with a screenshot of the issue at binance.com/en/chat. ET💛', 'modified': '2023-06-03T02:13:51Z'}","New upgrade is not stable, when we go to gainers page it automatically scrolls up and down.",3,False,New update not stable,AnilChikkaiah
2021-06-02 10:39:31,,Just download the app and just feel the crypto,5,False,Happy customer,joupifchjudddvvv
2021-11-14 18:32:46,"{'id': 42824066, 'body': ""Hello, we have introduced numerous updates and are interested in hearing your latest impressions! If you've recently found our Binance services satisfactory, we would appreciate a 5-star rating. If you need assistance with any of our features, remember that our chat support is standing by 24/7 here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-03-25T23:42:15Z'}","Sms authentication is not getting enabled because codes are not being sent on the mobile 
It shows “send too often try again in 24hours “",1,False,Sms authentication is not getting enabled can’t buy crypto because of that,fattyma 144
2021-04-07 00:54:13,,Very user friendly experience,5,False,Amazing Experience,Ravik99k
2019-10-05 19:24:19,,"My device is used by many of my family members and kids. I can’t use touch id to login my binance app because anyone can access my funds with touch id. Pattern lock was something extra security feature, which you took out in new update.
I am disappointed.",1,False,Need pattern lock back.,Ravi_Mehra
2023-11-30 04:10:01,"{'id': 40445067, 'body': 'Our development team is always in search and your comment is very valuable, as it helps us understand what we should work on harder. In the meantime, please go to Binance app> Settings > Clear cache. Ensure both Operating System and Binance app are up-to-date. Restart your device as it also could help. We value your patience. EA', 'modified': '2023-12-01T09:12:12Z'}",Bug bugs everywhere in futures PNL is not getting updated also you are changing interface everytime it is irritating seeing big fonts small fonts changing everytime,1,False,Full of bugs,vinnyvb
2022-05-15 07:48:58,,I honestly love this app it has everything you need for anything crypto related.,5,False,Best app for crypto !!!!,bransonnnnnnn
2022-09-26 08:13:15,"{'id': 32678621, 'body': ""We'd love to take a look at your case to see how we can help. Please connect with our support team via live chat www.binance.com/en/chat if you have already done please edit your review and share the case ID. - VS"", 'modified': '2022-10-20T01:29:00Z'}",A person was trying to get me to use this app to buy bitcoin . Instantly figured out some was fishy as it required me to copy the sellers upi Id and make payment outside of the app. Later found out the person who was speaking with me had hacked my friends insta account. So beware.,1,False,Scam,Kshitijk2397
2022-07-21 03:37:35,"{'id': 35118904, 'body': 'Hi there, security and safety of funds are always our priority in binance. We are willing to look into the issue mentioned. Please connect with our live chat at: https://www.binance.com/en/chat. Our team will assist you accordingly. Thanks! -AT', 'modified': '2023-02-28T11:40:59Z'}",After you transfer and share screenshot there is a high possibility of users expecting double payment via phonepe and other apps and they even ask you to call them directly. This is all typical scam methods being used.,1,False,Beware of p2p scams,rajagopalsrinath
2021-09-04 18:47:30,,It is very good changes your life,5,False,Future window,Hameed kv
2022-03-02 15:20:35,"{'id': 35232394, 'body': ""Hi there, the app has been updated several times. Can you update the app to the latest version and try again? To reset your password, kindly refer to the guide here: https://www.binance.com/en/support/faq/2d9adebbe9b446019f8895ce971d0870. If you need additional help, don't hesitate to connect with our live chat support: https://www.binance.com/en/chat. Thanks -AT"", 'modified': '2023-03-06T14:09:59Z'}","I had saved faceid bit not work,password reset also not working ,also password reset not working on official website as welll",2,False,login problem,Dr.imtiyaz 7286
2022-01-04 14:14:48,"{'id': 42266351, 'body': ""Hi, we've made numerous changes and are eager to hear your refreshed thoughts! If you're finding Binance and its features pleasant to use recently, we'd be thankful for a 5-star rating. In case you need help with any of our offerings, please remember that our chat support operates around the clock here: https://www.binance.com/en/chat | TS\n"", 'modified': '2024-02-28T17:10:07Z'}","Both OTP and voice verification not working in current version. Not able to log but getting email of log in attempt mentioning ip address. 
Facing this problem for last three days.",1,False,Phone OTP not delivered while log in,प्रदीप एचरा
2021-11-15 10:43:16,"{'id': 42821426, 'body': ""Hi, if you enjoy using the Binance app and think it's good; it would be very encouraging for us if you reconsider your rating. On the other hand, if you need any assistance with our services, our specialists are 7/24 on duty here: https://www.binance.com/en/chat -AA"", 'modified': '2024-03-25T19:52:48Z'}",Good app I have joined and I recommend you all to join to make huge money,4,False,Good opportunity for earning,Bokinala9
2021-05-10 01:22:51,,"I tried to open my account but at verification level they deny me because my picture is not matching and further it will take 10 days to just check if account can be opened or not. 

Just wow",1,False,Account verification issues,Meck805
2021-04-23 18:58:53,,"The current version doesn’t show the equity balance in spot wallet.

Please fix this..!!",3,False,Spot wallet equity balance doesn’t show up like in older version,manirana1
