timestamp,reviews,score,sentiment
2023-09-12 15:12:01,perfect and easy to use,3,5
2020-07-31 09:49:39,uauh terrible,5,1
2021-03-30 21:26:02,good,4,4
2022-07-05 08:27:23,trash app,5,1
2021-03-25 19:22:15,"cant be that bad, but its not perfectnever again using",4,3
2018-02-05 05:47:12,"i dont hate it, but i dont love it either..",4,3
2018-04-17 20:30:36,mediocre,2,2
2017-04-04 23:12:31,perfection,5,5
2019-05-18 20:12:58,GREAT APP,5,5
2022-08-15 20:31:34,mediocre,5,2
2018-04-12 09:48:57,omg fantastic,3,5
2018-05-24 23:03:03,soooo good,2,4
2017-06-27 11:21:22,"terrible , so slowcant believe how bad it is",2,1
2023-07-02 16:00:14,neutral,1,3
2017-04-27 14:05:47,recommend having good phone otherwise will be harddoes the job,5,4
2022-12-12 08:19:18,wow so good,4,5
2021-11-06 18:59:24,omg fantastic,4,5
2022-04-20 02:43:23,"terrible UI, deleted",3,1
2021-10-14 16:12:19,"terrible , so slowcant believe how bad it is",1,1
2023-06-29 07:56:03,omg fantastic,2,5
2020-09-20 09:46:40,bad app,4,1
2017-03-13 18:38:56,"i dont hate it, but i dont love it either..",3,3
2019-06-04 22:07:57,perfect and easy to use,2,5
2018-09-15 18:38:39,very good,3,5
2017-01-24 22:15:24,very bad,4,1
2018-07-29 03:12:07,soooo good,3,4
2022-03-02 23:25:09,excellent,3,5
2018-06-08 18:53:22,perfection,4,5
2021-12-29 07:50:01,neutral,3,3
2019-01-30 23:08:54,trash app,3,1
2020-10-05 15:09:56,amazing app i recommend,2,5
2021-09-12 21:33:13,perfection,1,5
2022-10-11 19:57:49,"i dont hate it, but i dont love it either..",1,3
2019-05-06 20:27:15,perfect and easy to use,5,5
2023-01-15 00:49:03,very bad,4,1
2021-08-10 00:54:13,very good,4,5
2021-03-13 09:47:05,omg fantastic,4,5
2018-06-23 08:58:50,mediocre,1,2
2017-08-11 07:07:27,3 out of 5 i guess,1,3
2023-07-23 03:32:48,soooo good,5,4
2017-07-06 06:59:25,soooo good,2,4
2020-02-09 17:55:34,GREAT APP,4,5
2018-08-16 01:59:26,perfect to buy and sell easily,4,5
2018-02-11 17:29:03,recommend having good phone otherwise will be harddoes the job,4,4
2023-02-08 17:05:30,uauh terrible,3,1
2018-02-04 09:42:14,wish it had a easier way to load with money,4,3
2020-05-21 17:05:45,2 out of 5dont even install,2,1
2018-09-04 22:13:06,excellent,2,5
2020-09-28 23:12:02,recommend having good phone otherwise will be harddoes the job,4,4
2019-01-17 09:49:56,bad,4,1
2022-05-31 00:10:45,perfection,3,5
2017-01-19 15:42:21,uauh terrible,2,1
2020-09-20 09:06:25,GREAT APP,4,5
2017-01-12 18:19:41,wish it had a easier way to load with money,4,3
2018-08-03 16:02:14,2 out of 5dont even install,5,1
2021-01-11 19:12:44,good,4,4
2023-09-22 23:14:04,"terrible , so slowcant believe how bad it is",2,1
2023-10-25 05:08:14,soooo good,5,4
2019-06-27 11:05:29,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2023-06-09 19:14:14,"cant be that bad, but its not perfectnever again using",2,3
2018-12-05 18:11:21,uauh terrible,3,1
2023-03-31 05:38:52,omg fantastic,2,5
2022-01-19 14:10:49,perfect and easy to use,1,5
2021-11-03 06:18:09,"terrible , so slowcant believe how bad it is",2,1
2019-09-09 04:59:56,recommend having good phone otherwise will be harddoes the job,2,4
2020-02-21 20:47:48,3 out of 5 i guess,1,3
2021-05-31 08:17:29,very bad,3,1
2017-02-06 19:18:32,excellent,1,5
2020-09-11 19:07:58,3 out of 5 i guess,4,3
2019-08-22 04:53:51,uauh terrible,4,1
2023-03-25 11:50:37,amazing app i recommend,4,5
2023-08-17 12:44:15,very good,2,5
2022-06-09 00:39:53,perfect and easy to use,3,5
2019-11-13 07:57:45,perfect to buy and sell easily,5,5
2021-06-03 17:16:08,soooo good,4,4
2021-10-10 06:38:13,soooo good,4,4
2018-04-18 03:26:46,GREAT APP,5,5
2017-04-13 13:21:54,uauh terrible,2,1
2018-03-05 07:34:51,very bad,4,1
2017-10-17 07:56:32,perfection,2,5
2019-07-01 17:28:49,wow so good,5,5
2023-03-23 03:26:59,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2023-10-22 15:28:25,bad app,5,1
2023-08-21 13:31:56,perfection,4,5
2017-09-06 21:25:32,"terrible UI, deleted",4,1
2017-09-29 14:18:53,GREAT APP,5,5
2019-02-17 23:47:53,wish it had a easier way to load with money,3,3
2019-07-17 08:03:31,amazing app i recommend,5,5
2023-08-17 21:56:53,"terrible , so slowcant believe how bad it is",5,1
2020-03-01 22:51:43,"i dont hate it, but i dont love it either..",2,3
2017-01-10 06:33:07,amazing app i recommend,3,5
2020-10-26 02:09:57,amazing app i recommend,1,5
2017-06-07 23:05:00,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2018-09-30 16:22:53,mediocre,5,2
2020-01-24 00:14:22,mediocre,4,2
2022-10-27 09:52:08,"terrible , so slowcant believe how bad it is",5,1
2022-03-27 08:07:05,omg fantastic,3,5
2022-01-15 16:44:48,omg fantastic,4,5
2020-03-03 13:44:25,"cant be that bad, but its not perfectnever again using",3,3
2019-09-27 15:39:01,neutral,5,3
2020-09-09 18:42:28,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2017-06-07 10:02:20,uauh terrible,3,1
2019-06-22 22:43:29,perfect and easy to use,2,5
2023-06-05 11:30:12,excellent,2,5
2023-04-06 02:06:19,perfection,3,5
2023-10-11 18:09:53,amazing app i recommend,5,5
2020-02-12 18:56:19,2 out of 5dont even install,5,1
2019-09-27 20:19:26,"terrible UI, deleted",3,1
2021-10-03 21:30:07,mediocre,5,2
2022-12-13 16:27:37,bad,1,1
2019-05-30 02:24:00,"terrible , so slowcant believe how bad it is",3,1
2023-11-04 14:55:55,amazing app i recommend,1,5
2023-03-12 14:16:12,amazing app i recommend,5,5
2021-11-09 03:12:01,uauh terrible,1,1
2018-04-26 08:30:14,perfect and easy to use,3,5
2021-12-25 07:34:36,mediocre,5,2
2022-11-21 23:22:26,perfection,2,5
2019-09-22 19:41:23,"i dont hate it, but i dont love it either..",1,3
2022-12-08 05:44:55,perfect and easy to use,4,5
2018-11-08 17:45:39,good,3,4
2021-08-26 18:15:13,3 out of 5 i guess,2,3
2023-05-30 07:10:24,mediocre,3,2
2021-07-22 21:58:26,omg fantastic,4,5
2022-01-03 17:33:51,GREAT APP,2,5
2023-06-08 13:15:40,"terrible , so slowcant believe how bad it is",2,1
2022-07-13 07:40:48,GREAT APP,5,5
2021-03-07 17:56:32,mediocre,5,2
2018-01-22 09:57:46,recommend having good phone otherwise will be harddoes the job,5,4
2018-04-17 15:33:48,"terrible , so slowcant believe how bad it is",3,1
2018-10-10 00:33:12,omg fantastic,4,5
2018-03-16 07:17:22,"i dont hate it, but i dont love it either..",3,3
2019-04-11 20:52:02,"terrible , so slowcant believe how bad it is",1,1
2022-06-25 11:32:41,GREAT APP,2,5
2023-03-20 08:34:48,3 out of 5 i guess,5,3
2021-04-29 12:15:25,2 out of 5dont even install,2,1
2020-05-24 22:40:54,uauh terrible,3,1
2022-09-21 01:07:05,very good,3,5
2018-03-16 13:00:48,"terrible UI, deleted",3,1
2023-09-25 19:32:17,GREAT APP,4,5
2020-10-01 00:26:17,"cant be that bad, but its not perfectnever again using",3,3
2018-10-22 21:48:40,uauh terrible,5,1
2021-02-28 23:08:51,neutral,3,3
2020-04-19 17:29:55,GREAT APP,4,5
2020-11-07 08:59:32,"i dont hate it, but i dont love it either..",3,3
2018-02-06 14:00:05,wish it had a easier way to load with money,3,3
2022-09-08 17:32:06,trash app,4,1
2018-11-28 05:01:54,wish it had a easier way to load with money,3,3
2017-01-09 10:47:19,neutral,3,3
2018-09-19 08:38:27,neutral,4,3
2019-08-06 09:20:33,"terrible UI, deleted",3,1
2020-07-23 07:59:12,neutral,5,3
2020-09-04 17:35:34,"i dont hate it, but i dont love it either..",1,3
2018-01-24 20:02:22,perfect and easy to use,5,5
2020-06-01 09:46:12,"terrible UI, deleted",1,1
2019-12-01 08:53:14,very bad,2,1
2019-05-02 17:07:34,3 out of 5 i guess,4,3
2023-10-17 02:54:20,omg fantastic,1,5
2022-10-19 10:59:56,omg fantastic,2,5
2019-08-26 09:45:43,perfect and easy to use,3,5
2022-09-13 11:55:35,very bad,5,1
2023-08-18 19:30:50,bad app,1,1
2017-07-04 06:31:02,wow so good,5,5
2020-01-06 14:56:05,perfection,5,5
2021-06-08 13:31:27,uauh terrible,1,1
2017-11-05 19:23:52,trash app,2,1
2023-08-26 06:37:21,very good,5,5
2017-08-31 10:49:01,"cant be that bad, but its not perfectnever again using",3,3
2019-10-18 01:47:12,bad,3,1
2023-08-08 19:37:29,trash app,1,1
2017-07-06 09:07:13,omg fantastic,2,5
2017-01-24 05:42:25,trash app,1,1
2023-07-20 21:57:39,wow so good,3,5
2022-04-12 19:51:23,trash app,4,1
2019-10-24 12:27:54,amazing app i recommend,2,5
2022-08-10 10:29:30,trash app,4,1
2022-03-25 16:27:36,"i dont hate it, but i dont love it either..",2,3
2017-01-02 01:47:33,very good,4,5
2020-03-20 06:38:18,bad app,1,1
2022-12-11 23:34:02,perfection,5,5
2022-10-12 12:14:32,wish it had a easier way to load with money,4,3
2019-05-25 15:42:35,perfection,5,5
2018-07-15 05:43:03,3 out of 5 i guess,2,3
2022-12-10 11:10:40,good,5,4
2018-10-23 05:43:50,GREAT APP,5,5
2018-10-03 23:25:24,omg fantastic,4,5
2019-06-08 23:59:47,trash app,5,1
2020-11-05 00:41:33,"terrible , so slowcant believe how bad it is",4,1
2018-07-09 17:32:09,neutral,1,3
2017-08-26 10:04:18,very good,1,5
2017-10-26 09:15:50,GREAT APP,3,5
2018-05-10 03:33:43,wow so good,3,5
2017-03-13 18:11:11,"terrible , so slowcant believe how bad it is",1,1
2020-05-29 01:21:36,soooo good,4,4
2018-01-02 02:51:10,very good,5,5
2021-07-16 18:06:11,uauh terrible,4,1
2021-10-18 22:45:27,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2017-11-17 20:33:54,very good,5,5
2017-11-11 21:20:40,good,3,4
2017-02-07 19:04:14,neutral,4,3
2022-12-10 09:48:53,trash app,3,1
2020-05-10 18:31:24,mediocre,2,2
2019-02-12 20:36:03,perfect to buy and sell easily,3,5
2017-02-15 18:01:23,good,1,4
2023-09-05 13:06:54,perfection,2,5
2018-05-13 02:35:23,3 out of 5 i guess,3,3
2018-09-08 06:07:39,omg fantastic,1,5
2022-07-29 20:33:11,bad app,2,1
2021-11-03 07:52:10,"i dont hate it, but i dont love it either..",1,3
2023-05-11 03:48:49,3 out of 5 i guess,3,3
2020-10-11 05:13:37,very bad,5,1
2018-10-22 18:17:47,3 out of 5 i guess,1,3
2018-11-20 18:17:46,perfect and easy to use,5,5
2018-07-24 02:25:09,3 out of 5 i guess,2,3
2021-02-12 16:57:14,recommend having good phone otherwise will be harddoes the job,1,4
2017-09-07 04:46:40,"cant be that bad, but its not perfectnever again using",4,3
2018-08-12 02:23:21,"cant be that bad, but its not perfectnever again using",2,3
2019-05-11 16:59:14,mediocre,3,2
2018-06-01 08:54:02,"cant be that bad, but its not perfectnever again using",1,3
2023-12-23 01:43:22,3 out of 5 i guess,2,3
2022-02-27 04:43:39,trash app,2,1
2021-09-01 12:28:32,trash app,4,1
2021-04-22 21:27:47,uauh terrible,3,1
2019-04-19 16:50:48,"terrible , so slowcant believe how bad it is",3,1
2019-02-20 14:03:57,wow so good,4,5
2019-03-08 03:44:24,very bad,5,1
2017-05-27 04:03:13,neutral,3,3
2022-07-27 08:45:24,amazing app i recommend,5,5
2018-05-31 16:49:15,"i dont hate it, but i dont love it either..",2,3
2021-02-27 23:04:02,recommend having good phone otherwise will be harddoes the job,5,4
2018-12-09 21:38:48,good,5,4
2022-02-26 05:06:11,perfect and easy to use,1,5
2022-02-14 16:50:20,amazing app i recommend,2,5
2023-03-28 22:14:24,"terrible UI, deleted",4,1
2021-11-03 03:51:21,amazing app i recommend,4,5
2021-12-15 10:52:21,wish it had a easier way to load with money,2,3
2021-07-18 21:59:41,wow so good,3,5
2019-05-06 02:58:35,amazing app i recommend,3,5
2022-06-28 16:37:47,recommend having good phone otherwise will be harddoes the job,3,4
2018-02-23 07:17:35,excellent,3,5
2017-11-03 13:51:21,omg fantastic,1,5
2022-10-31 15:07:46,wish it had a easier way to load with money,1,3
2017-07-01 13:53:20,perfect and easy to use,2,5
2017-04-15 08:45:00,neutral,4,3
2017-08-24 09:49:39,perfection,4,5
2017-08-08 19:56:43,2 out of 5dont even install,3,1
2017-11-20 00:03:06,"terrible , so slowcant believe how bad it is",5,1
2021-02-10 06:22:44,perfect to buy and sell easily,5,5
2020-09-28 02:47:01,amazing app i recommend,4,5
2018-07-07 01:40:11,very good,2,5
2022-08-05 15:37:06,very good,3,5
2022-03-28 22:29:23,"cant be that bad, but its not perfectnever again using",1,3
2023-05-08 23:33:07,soooo good,4,4
2017-11-06 01:32:38,amazing app i recommend,5,5
2018-10-24 17:50:27,recommend having good phone otherwise will be harddoes the job,5,4
2018-01-05 15:45:41,GREAT APP,1,5
2022-05-19 08:04:42,soooo good,2,4
2020-04-02 06:48:40,recommend having good phone otherwise will be harddoes the job,4,4
2018-10-30 14:42:14,perfect and easy to use,2,5
2020-08-22 20:47:22,3 out of 5 i guess,1,3
2021-10-07 08:27:47,excellent,4,5
2019-03-15 02:44:19,neutral,1,3
2019-06-14 03:23:50,uauh terrible,5,1
2019-02-08 02:02:11,2 out of 5dont even install,1,1
2022-03-07 11:59:34,excellent,2,5
2023-05-04 11:19:36,soooo good,2,4
2021-07-14 11:07:44,"terrible UI, deleted",4,1
2023-12-13 03:55:23,mediocre,3,2
2020-05-25 17:09:06,perfection,5,5
2021-08-10 10:01:57,"i dont hate it, but i dont love it either..",3,3
2017-12-20 01:22:30,"terrible UI, deleted",4,1
2020-07-10 19:31:14,perfect and easy to use,3,5
2020-02-04 21:48:58,bad,3,1
2021-05-24 06:34:01,amazing app i recommend,4,5
2021-06-26 20:03:03,"terrible , so slowcant believe how bad it is",1,1
2017-06-10 06:47:54,"terrible UI, deleted",1,1
2022-01-09 02:05:05,"i dont hate it, but i dont love it either..",1,3
2022-01-23 09:36:32,wish it had a easier way to load with money,3,3
2023-05-14 23:44:00,uauh terrible,3,1
2023-07-10 08:16:04,bad app,5,1
2023-02-14 19:10:30,perfection,5,5
2021-09-03 20:30:11,wish it had a easier way to load with money,5,3
2017-03-04 04:20:19,bad,2,1
2020-11-26 06:01:35,"cant be that bad, but its not perfectnever again using",1,3
2017-08-07 13:23:23,perfection,2,5
2019-06-30 15:42:42,GREAT APP,3,5
2023-08-06 13:27:38,excellent,3,5
2020-08-27 05:16:56,2 out of 5dont even install,4,1
2017-05-07 17:07:36,very good,5,5
2020-08-10 07:08:22,bad app,3,1
2018-04-15 03:54:40,"cant be that bad, but its not perfectnever again using",1,3
2019-10-01 09:06:09,very bad,4,1
2018-04-07 02:48:10,good,5,4
2019-12-17 17:34:40,excellent,2,5
2021-07-27 10:44:16,GREAT APP,2,5
2019-04-09 16:35:50,very bad,2,1
2017-04-24 14:34:08,amazing app i recommend,1,5
2018-09-19 13:34:32,perfection,5,5
2017-06-21 10:45:39,uauh terrible,4,1
2022-12-28 12:17:15,mediocre,3,2
2021-12-17 14:37:52,GREAT APP,1,5
2023-12-06 12:56:19,"cant be that bad, but its not perfectnever again using",4,3
2017-08-23 14:44:39,"i dont hate it, but i dont love it either..",5,3
2017-06-06 21:56:47,mediocre,3,2
2022-08-20 01:12:17,perfect to buy and sell easily,4,5
2018-01-12 09:23:12,bad app,4,1
2019-06-06 03:57:47,excellent,1,5
2023-02-02 09:30:19,"terrible UI, deleted",3,1
2022-02-13 01:58:46,"cant be that bad, but its not perfectnever again using",4,3
2021-12-13 03:32:40,GREAT APP,4,5
2020-06-12 02:22:23,perfection,1,5
2018-11-01 00:48:53,soooo good,5,4
2020-06-14 01:38:32,bad app,1,1
2018-08-20 19:40:48,uauh terrible,3,1
2017-07-11 09:32:17,wow so good,5,5
2017-11-25 09:34:49,mediocre,2,2
2019-09-20 07:13:30,bad app,1,1
2019-02-14 12:36:11,bad app,4,1
2022-02-22 12:18:19,GREAT APP,5,5
2022-06-20 03:40:50,"cant be that bad, but its not perfectnever again using",4,3
2018-12-08 13:02:14,wow so good,4,5
2018-03-08 17:49:37,perfect and easy to use,1,5
2022-09-11 12:13:30,neutral,3,3
2023-08-26 14:23:00,wow so good,2,5
2019-01-16 01:24:03,GREAT APP,2,5
2017-03-21 18:37:09,wow so good,5,5
2019-08-02 12:25:54,soooo good,2,4
2020-05-04 02:34:26,mediocre,2,2
2023-07-15 15:45:26,"terrible UI, deleted",1,1
2021-10-22 14:38:36,amazing app i recommend,1,5
2019-10-21 01:27:53,recommend having good phone otherwise will be harddoes the job,2,4
2023-11-25 15:04:31,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2017-03-24 00:57:35,perfect and easy to use,1,5
2020-10-03 20:55:06,omg fantastic,4,5
2019-11-20 02:05:26,perfect to buy and sell easily,3,5
2023-03-12 08:00:50,mediocre,3,2
2019-10-29 08:45:42,bad app,5,1
2020-11-21 12:44:09,good,5,4
2022-05-10 01:49:57,wow so good,1,5
2019-05-19 04:27:30,good,4,4
2018-01-31 12:41:41,bad app,1,1
2019-01-31 02:19:13,very good,3,5
2017-08-06 16:06:27,mediocre,5,2
2017-08-30 03:43:34,neutral,4,3
2020-10-14 14:07:21,recommend having good phone otherwise will be harddoes the job,5,4
2023-12-05 08:45:34,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2019-05-17 00:57:11,2 out of 5dont even install,4,1
2023-08-18 10:01:58,excellent,5,5
2017-05-25 17:31:21,amazing app i recommend,3,5
2020-05-26 17:01:47,perfect to buy and sell easily,5,5
2019-08-08 10:52:33,uauh terrible,5,1
2023-08-29 02:59:50,good,3,4
2018-02-14 23:17:11,neutral,5,3
2017-10-29 13:10:24,bad,5,1
2019-11-17 04:21:27,very good,4,5
2022-09-12 21:25:14,excellent,4,5
2018-11-13 02:12:32,recommend having good phone otherwise will be harddoes the job,2,4
2021-12-24 14:58:25,2 out of 5dont even install,1,1
2017-01-19 18:12:48,soooo good,3,4
2021-04-21 00:22:23,very bad,1,1
2023-09-26 05:56:10,"i dont hate it, but i dont love it either..",5,3
2020-12-12 22:27:19,trash app,1,1
2023-04-15 02:46:41,uauh terrible,1,1
2018-08-19 10:57:46,3 out of 5 i guess,3,3
2018-07-25 22:26:30,trash app,5,1
2021-07-12 02:01:59,2 out of 5dont even install,5,1
2023-01-20 02:17:09,soooo good,3,4
2022-02-20 02:00:35,mediocre,3,2
2018-01-16 12:20:11,excellent,3,5
2017-12-02 09:38:58,"terrible , so slowcant believe how bad it is",5,1
2018-07-22 18:43:34,3 out of 5 i guess,5,3
2021-06-13 10:11:44,"cant be that bad, but its not perfectnever again using",3,3
2022-01-27 18:28:54,very good,4,5
2023-11-25 16:48:00,"terrible UI, deleted",5,1
2021-01-29 10:15:40,bad,5,1
2022-12-23 18:13:46,good,3,4
2022-07-22 06:14:12,neutral,5,3
2021-12-21 00:38:21,"i dont hate it, but i dont love it either..",3,3
2023-11-10 14:26:14,"i dont hate it, but i dont love it either..",5,3
2023-05-22 13:41:46,"cant be that bad, but its not perfectnever again using",2,3
2023-12-05 13:21:07,good,5,4
2022-06-21 07:17:12,bad,5,1
2019-08-18 13:41:03,perfection,4,5
2018-05-08 15:16:32,"i dont hate it, but i dont love it either..",5,3
2019-04-08 08:06:04,bad,3,1
2018-11-08 15:13:50,GREAT APP,4,5
2019-08-02 06:59:45,hard to tell sometimes good sometimes badnot good not bad.. does the job,4,3
2021-07-06 17:41:01,recommend having good phone otherwise will be harddoes the job,1,4
2018-12-30 05:27:11,good,3,4
2021-03-09 03:00:04,perfection,3,5
2018-03-08 21:08:59,uauh terrible,4,1
2022-02-10 14:34:05,2 out of 5dont even install,3,1
2017-08-16 12:13:43,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2021-08-19 16:28:23,soooo good,2,4
2022-12-10 18:46:17,"terrible UI, deleted",5,1
2017-10-01 15:27:39,very bad,3,1
2023-08-23 23:43:01,recommend having good phone otherwise will be harddoes the job,2,4
2020-05-29 10:50:04,very good,1,5
2018-06-09 23:34:38,trash app,4,1
2017-10-03 15:03:50,bad app,5,1
2023-12-21 01:54:45,wish it had a easier way to load with money,3,3
2023-10-11 09:36:19,perfect to buy and sell easily,1,5
2018-02-19 13:50:32,"cant be that bad, but its not perfectnever again using",2,3
2019-04-15 14:35:58,excellent,1,5
2017-09-11 22:12:52,excellent,4,5
2021-07-20 01:29:14,"terrible , so slowcant believe how bad it is",5,1
2023-07-24 20:45:50,omg fantastic,3,5
2019-11-17 01:02:38,perfect and easy to use,4,5
2020-07-30 12:50:13,perfect and easy to use,3,5
2018-04-19 17:24:39,"cant be that bad, but its not perfectnever again using",2,3
2019-12-18 23:19:56,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2018-10-27 20:23:04,2 out of 5dont even install,5,1
2018-07-12 12:53:38,perfection,5,5
2019-07-23 04:55:08,"cant be that bad, but its not perfectnever again using",1,3
2017-06-01 03:20:52,amazing app i recommend,3,5
2017-06-25 16:21:12,"i dont hate it, but i dont love it either..",4,3
2019-10-12 18:43:59,bad app,3,1
2017-12-07 04:10:21,neutral,3,3
2017-12-17 11:23:54,soooo good,1,4
2017-05-22 07:09:54,GREAT APP,2,5
2019-05-27 03:06:23,recommend having good phone otherwise will be harddoes the job,4,4
2020-05-29 16:25:50,perfect to buy and sell easily,4,5
2018-07-03 19:05:04,2 out of 5dont even install,1,1
2019-09-02 10:23:03,"terrible UI, deleted",3,1
2017-05-22 17:08:43,hard to tell sometimes good sometimes badnot good not bad.. does the job,3,3
2022-10-16 22:15:10,bad app,4,1
2020-03-09 21:41:22,perfect and easy to use,1,5
2023-10-03 04:08:40,2 out of 5dont even install,1,1
2021-07-09 12:42:45,very good,3,5
2018-08-10 07:19:50,recommend having good phone otherwise will be harddoes the job,4,4
2022-05-06 14:04:10,good,2,4
2021-05-14 15:10:57,perfection,2,5
2019-09-27 17:50:20,recommend having good phone otherwise will be harddoes the job,5,4
2017-11-17 02:30:08,uauh terrible,1,1
2022-12-09 22:08:05,wow so good,1,5
2018-06-13 14:51:17,excellent,5,5
2020-08-12 06:51:58,very bad,4,1
2022-06-22 10:45:24,bad,5,1
2020-12-27 03:29:53,wish it had a easier way to load with money,4,3
2017-06-13 09:55:48,perfect and easy to use,1,5
2021-10-13 17:51:41,"terrible UI, deleted",1,1
2021-07-26 08:22:40,excellent,4,5
2022-03-10 07:31:10,trash app,4,1
2017-04-23 19:48:16,amazing app i recommend,3,5
2017-07-28 01:38:10,recommend having good phone otherwise will be harddoes the job,5,4
2017-07-28 03:10:56,very good,4,5
2019-07-18 06:27:33,"i dont hate it, but i dont love it either..",1,3
2019-12-22 13:38:17,bad,2,1
2017-12-22 21:19:06,bad app,4,1
2021-12-21 04:08:42,mediocre,5,2
2017-06-26 03:17:25,very good,4,5
2018-09-25 10:22:34,wish it had a easier way to load with money,1,3
2017-04-10 06:27:52,soooo good,2,4
2020-06-19 23:02:14,wish it had a easier way to load with money,3,3
2021-02-11 14:17:40,soooo good,3,4
2018-01-28 00:38:48,GREAT APP,2,5
2017-03-26 05:34:34,very bad,2,1
2017-05-10 18:43:32,very good,3,5
2017-01-27 14:05:05,2 out of 5dont even install,4,1
2021-11-24 01:34:53,trash app,4,1
2019-05-21 22:35:49,excellent,3,5
2019-06-09 21:40:25,wish it had a easier way to load with money,4,3
2021-01-04 14:26:18,amazing app i recommend,2,5
2018-10-20 04:33:23,recommend having good phone otherwise will be harddoes the job,4,4
2018-03-06 00:33:54,perfection,4,5
2017-09-22 08:46:49,trash app,1,1
2017-11-11 04:07:12,omg fantastic,4,5
2021-05-09 01:18:12,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2021-04-01 11:42:28,"terrible UI, deleted",1,1
2017-07-29 14:12:38,recommend having good phone otherwise will be harddoes the job,5,4
2019-11-29 20:57:34,2 out of 5dont even install,2,1
2018-07-29 13:23:31,perfect to buy and sell easily,3,5
2018-03-22 13:51:59,bad,1,1
2018-04-13 13:51:44,neutral,1,3
2017-05-05 14:37:35,3 out of 5 i guess,3,3
2018-01-08 20:35:00,3 out of 5 i guess,5,3
2022-02-15 01:06:06,wish it had a easier way to load with money,1,3
2018-08-04 21:47:14,wow so good,3,5
2017-03-19 10:25:53,wow so good,4,5
2020-08-24 21:49:01,perfection,1,5
2018-10-25 18:17:56,amazing app i recommend,2,5
2017-11-07 12:07:01,bad,3,1
2021-01-17 09:00:29,perfection,2,5
2022-10-12 08:24:28,very good,1,5
2022-01-13 08:41:30,amazing app i recommend,1,5
2018-06-06 22:15:19,"terrible , so slowcant believe how bad it is",1,1
2022-03-04 14:47:04,"terrible , so slowcant believe how bad it is",1,1
2019-04-12 16:13:00,omg fantastic,4,5
2023-12-07 22:07:56,bad,5,1
2020-07-19 21:36:52,bad app,1,1
2020-02-28 18:47:55,perfect and easy to use,3,5
2017-09-14 05:49:01,GREAT APP,4,5
2017-05-03 22:10:08,hard to tell sometimes good sometimes badnot good not bad.. does the job,2,3
2017-10-21 19:20:23,recommend having good phone otherwise will be harddoes the job,5,4
2018-08-26 14:11:46,soooo good,2,4
2017-03-19 00:36:57,perfect to buy and sell easily,1,5
2021-12-26 00:23:59,perfection,2,5
2022-11-08 21:39:31,"cant be that bad, but its not perfectnever again using",4,3
2019-10-16 01:35:59,"terrible UI, deleted",4,1
2022-09-29 19:03:38,uauh terrible,2,1
2018-03-19 02:36:26,wish it had a easier way to load with money,2,3
2019-11-19 07:51:03,"terrible , so slowcant believe how bad it is",5,1
2020-04-01 13:46:01,perfect and easy to use,4,5
2019-09-13 04:03:02,bad app,3,1
2018-09-29 05:34:57,"i dont hate it, but i dont love it either..",5,3
2020-03-22 15:36:52,amazing app i recommend,3,5
2022-04-11 03:20:33,bad app,4,1
2019-12-29 17:56:35,"i dont hate it, but i dont love it either..",4,3
2018-05-07 11:09:21,uauh terrible,1,1
2021-09-15 10:59:14,2 out of 5dont even install,1,1
2018-07-30 00:13:57,neutral,1,3
2023-02-01 01:33:13,perfection,3,5
2023-01-01 17:22:28,wow so good,1,5
2020-02-20 07:42:49,perfection,3,5
2018-03-04 00:34:39,good,5,4
2018-05-08 20:53:48,perfect and easy to use,1,5
2017-10-25 21:57:39,mediocre,3,2
2020-10-17 00:09:46,3 out of 5 i guess,3,3
2019-09-04 19:42:52,very bad,4,1
2021-08-08 09:32:23,wow so good,5,5
2020-11-29 02:13:16,"cant be that bad, but its not perfectnever again using",1,3
2022-02-03 16:21:09,bad app,1,1
2022-02-08 00:41:43,GREAT APP,2,5
2017-05-20 13:06:39,mediocre,1,2
2019-05-03 12:35:04,hard to tell sometimes good sometimes badnot good not bad.. does the job,5,3
2017-04-12 20:41:04,wish it had a easier way to load with money,3,3
2021-05-16 20:17:48,"terrible , so slowcant believe how bad it is",4,1
2021-04-02 03:31:10,very good,2,5
2022-12-01 00:43:40,mediocre,2,2
2019-06-06 07:02:12,omg fantastic,1,5
2017-06-22 03:01:21,mediocre,3,2
2021-03-07 23:30:07,very bad,1,1
2018-09-23 16:35:22,3 out of 5 i guess,1,3
2021-02-21 06:36:39,perfect to buy and sell easily,4,5
2021-04-25 08:25:12,3 out of 5 i guess,2,3
2019-07-03 04:25:41,2 out of 5dont even install,1,1
2023-01-29 09:59:32,3 out of 5 i guess,3,3
2022-02-20 06:42:30,perfect and easy to use,4,5
2020-08-29 07:09:47,omg fantastic,1,5
