timestamp,reviews,sentiment,rating
2023-04-08,never again using,1,
2021-03-04,dont even install,1,
2017-06-01,perfection,5,
2020-02-11,3 out of 5 i guess,3,
2022-07-11,excellent,5,
2022-11-08,amazing app i recommend,5,
2017-05-24,"terrible UI, deleted",1,
2021-05-22,dont even install,1,
2021-04-22,3 out of 5 i guess,3,
2023-09-27,bad,1,
2020-02-27,good,4,
2020-07-05,GREAT APP,5,
2019-11-03,GREAT APP,5,
2022-03-24,good,4,
2022-05-31,neutral,3,
2022-07-20,dont even install,1,
2019-04-16,wow so good,5,
2020-05-07,wish it had a easier way to load with money,3,
2021-06-04,GREAT APP,5,
2017-08-21,uauh terrible,1,
2023-02-26,bad,1,
2020-12-25,omg fantastic,5,
2021-10-16,omg fantastic,5,
2022-03-30,"terrible UI, deleted",1,
2018-05-17,omg fantastic,5,
2019-04-21,wish it had a easier way to load with money,3,
2022-02-04,very bad,1,
2018-11-15,"terrible UI, deleted",1,
2022-01-20,cant believe how bad it is,1,
2023-07-14,GREAT APP,5,
2017-04-01,perfection,5,
2022-04-22,wish it had a easier way to load with money,3,
2022-02-25,not good not bad.. does the job,3,
2019-08-26,perfect to buy and sell easily,5,
2019-08-29,cant believe how bad it is,1,
2021-06-22,wow so good,5,
2018-01-01,very good,5,
2023-01-15,3 out of 5 i guess,3,
2019-01-19,perfection,5,
2020-05-23,"terrible UI, deleted",1,
2019-09-15,"i dont hate it, but i dont love it either..",3,
2022-02-22,wow so good,5,
2018-07-25,"terrible UI, deleted",1,
2023-05-31,dont even install,1,
2020-06-25,wow so good,5,
2021-02-20,amazing app i recommend,5,
2018-08-22,uauh terrible,1,
2023-08-16,bad,1,
2019-07-27,bad,1,
2019-10-11,GREAT APP,5,
2018-11-26,wow so good,5,
2021-05-13,bad app,1,
2020-10-27,very good,5,
2021-06-19,very good,5,
2018-12-16,dont even install,1,
2017-11-04,wow so good,5,
2022-11-01,very good,5,
2020-07-04,"terrible UI, deleted",1,
2022-02-23,bad,1,
2021-01-02,does the job,4,
2018-03-20,excellent,5,
2017-01-31,never again using,1,
2017-05-24,neutral,3,
2018-02-17,neutral,3,
2018-05-10,cant believe how bad it is,1,
2019-05-04,"terrible UI, deleted",1,
2020-09-01,"i dont hate it, but i dont love it either..",3,
2018-09-16,excellent,5,
2017-08-24,omg fantastic,5,
2019-12-22,does the job,4,
2018-04-21,very good,5,
2017-10-24,never again using,1,
2018-02-24,uauh terrible,1,
2020-07-03,neutral,3,
2018-12-14,wow so good,5,
2018-01-11,not good not bad.. does the job,3,
2023-05-24,bad,1,
2023-11-08,uauh terrible,1,
2017-07-28,neutral,3,
2017-09-05,omg fantastic,5,
2020-01-21,perfect to buy and sell easily,5,
2021-09-16,cant believe how bad it is,1,
2021-08-31,wow so good,5,
2022-09-04,good,4,
2018-09-08,wow so good,5,
2019-05-14,never again using,1,
2021-09-15,3 out of 5 i guess,3,
2018-05-30,"terrible UI, deleted",1,
2019-06-28,bad,1,
2019-04-15,never again using,1,
2020-01-02,very good,5,
2019-09-10,neutral,3,
2017-04-09,perfection,5,
2020-05-21,amazing app i recommend,5,
2019-12-08,neutral,3,
2018-02-02,wish it had a easier way to load with money,3,
2019-07-13,GREAT APP,5,
2017-12-23,wish it had a easier way to load with money,3,
2023-12-01,amazing app i recommend,5,
2021-04-05,neutral,3,
2018-07-10,perfect to buy and sell easily,5,
2017-05-10,omg fantastic,5,
2017-06-07,very bad,1,
2023-05-18,perfection,5,
2022-04-21,bad,1,
2021-10-03,not good not bad.. does the job,3,
2020-01-25,does the job,4,
2019-03-18,dont even install,1,
2018-08-15,not good not bad.. does the job,3,
2020-01-22,"i dont hate it, but i dont love it either..",3,
2017-12-27,neutral,3,
2023-12-23,omg fantastic,5,
2017-09-18,very good,5,
2019-01-05,bad app,1,
2018-05-16,does the job,4,
2020-10-16,3 out of 5 i guess,3,
2021-07-19,good,4,
2023-01-04,uauh terrible,1,
2023-03-08,very bad,1,
2021-06-19,amazing app i recommend,5,
2017-02-08,omg fantastic,5,
2018-10-15,3 out of 5 i guess,3,
2021-01-04,wow so good,5,
2021-09-28,excellent,5,
2018-07-19,3 out of 5 i guess,3,
2018-04-19,never again using,1,
2022-12-25,does the job,4,
2021-08-27,"i dont hate it, but i dont love it either..",3,
2018-03-13,does the job,4,
2020-06-08,very good,5,
2019-02-23,amazing app i recommend,5,
2018-12-20,good,4,
2019-05-21,does the job,4,
2018-04-30,bad,1,
2020-07-13,amazing app i recommend,5,
2017-06-26,bad,1,
2021-11-15,good,4,
2018-02-18,"i dont hate it, but i dont love it either..",3,
2023-04-14,neutral,3,
2019-01-14,uauh terrible,1,
2021-04-18,amazing app i recommend,5,
2020-06-26,neutral,3,
2022-09-05,amazing app i recommend,5,
2023-11-08,"terrible UI, deleted",1,
2023-10-20,wow so good,5,
2020-08-07,"i dont hate it, but i dont love it either..",3,
2019-10-01,perfect to buy and sell easily,5,
2017-07-22,neutral,3,
2021-02-16,wish it had a easier way to load with money,3,
2017-11-13,perfect to buy and sell easily,5,
2021-06-04,very bad,1,
2019-11-10,cant believe how bad it is,1,
2021-09-19,wow so good,5,
2023-10-27,bad app,1,
2021-12-29,wow so good,5,
2017-08-24,wow so good,5,
2018-07-14,perfect to buy and sell easily,5,
2022-03-05,"i dont hate it, but i dont love it either..",3,
2019-08-03,"i dont hate it, but i dont love it either..",3,
2022-04-14,very bad,1,
2023-05-05,omg fantastic,5,
2020-03-10,"i dont hate it, but i dont love it either..",3,
2023-01-19,neutral,3,
2020-06-21,wow so good,5,
2021-01-01,perfection,5,
2020-08-08,excellent,5,
2019-04-17,3 out of 5 i guess,3,
2018-01-14,does the job,4,
2022-04-01,not good not bad.. does the job,3,
2020-06-19,bad app,1,
2021-06-25,uauh terrible,1,
2023-10-29,"i dont hate it, but i dont love it either..",3,
2023-01-01,wish it had a easier way to load with money,3,
2017-03-26,omg fantastic,5,
2023-02-04,"terrible UI, deleted",1,
2020-07-14,very good,5,
2021-12-07,neutral,3,
2022-05-22,neutral,3,
2017-02-19,GREAT APP,5,
2018-01-02,"i dont hate it, but i dont love it either..",3,
2017-12-26,neutral,3,
2020-05-02,never again using,1,
2022-09-17,amazing app i recommend,5,
2022-11-26,uauh terrible,1,
2019-04-19,3 out of 5 i guess,3,
2023-08-13,"i dont hate it, but i dont love it either..",3,
2021-09-14,does the job,4,
2018-10-10,good,4,
2023-03-15,wow so good,5,
2020-03-30,omg fantastic,5,
2019-01-06,very good,5,
2018-04-12,"terrible UI, deleted",1,
2020-02-05,3 out of 5 i guess,3,
2021-12-09,"terrible UI, deleted",1,
2017-10-28,cant believe how bad it is,1,
2020-11-15,bad,1,
2019-02-26,uauh terrible,1,
2022-10-04,"i dont hate it, but i dont love it either..",3,
2019-07-13,GREAT APP,5,
2022-09-17,not good not bad.. does the job,3,
2020-05-30,dont even install,1,
2017-02-19,amazing app i recommend,5,
2017-03-15,GREAT APP,5,
2020-02-02,good,4,
2019-11-15,bad,1,
2017-10-11,good,4,
2021-03-16,perfect to buy and sell easily,5,
2023-04-15,amazing app i recommend,5,
2023-12-27,perfect to buy and sell easily,5,
2023-11-06,bad app,1,
2022-08-19,wish it had a easier way to load with money,3,
2017-11-21,bad app,1,
2023-04-02,dont even install,1,
2018-04-28,bad app,1,
2018-03-25,bad app,1,
2022-06-18,neutral,3,
2018-07-29,very bad,1,
2021-12-29,wow so good,5,
2022-09-30,perfection,5,
2020-09-29,3 out of 5 i guess,3,
2022-05-07,GREAT APP,5,
2018-06-09,omg fantastic,5,
2020-06-06,amazing app i recommend,5,
2019-08-24,good,4,
2018-10-07,perfect to buy and sell easily,5,
2023-05-27,GREAT APP,5,
2019-04-21,wish it had a easier way to load with money,3,
2020-01-15,excellent,5,
2018-12-28,uauh terrible,1,
2019-12-02,never again using,1,
2021-03-05,bad app,1,
2020-10-01,wish it had a easier way to load with money,3,
2019-03-31,not good not bad.. does the job,3,
2022-10-17,excellent,5,
2021-11-19,amazing app i recommend,5,
2023-11-14,does the job,4,
2019-04-03,cant believe how bad it is,1,
2021-07-04,wow so good,5,
2022-04-24,perfection,5,
2018-11-15,very bad,1,
2020-02-23,omg fantastic,5,
2021-09-28,cant believe how bad it is,1,
2021-02-15,"i dont hate it, but i dont love it either..",3,
2021-06-26,"terrible UI, deleted",1,
2022-10-10,does the job,4,
2020-07-29,never again using,1,
2023-07-23,very bad,1,
2020-01-15,perfect to buy and sell easily,5,
2017-02-21,neutral,3,
2020-02-25,3 out of 5 i guess,3,
2020-05-01,neutral,3,
2020-05-15,dont even install,1,
2022-11-24,very good,5,
2017-05-26,GREAT APP,5,
2020-09-17,perfect to buy and sell easily,5,
2021-01-12,"terrible UI, deleted",1,
2017-02-24,bad,1,
2019-01-08,wow so good,5,
2023-03-15,omg fantastic,5,
2023-11-23,neutral,3,
2023-07-28,never again using,1,
2019-05-12,does the job,4,
2021-04-12,"i dont hate it, but i dont love it either..",3,
2019-06-09,very bad,1,
2018-06-09,excellent,5,
2017-09-03,never again using,1,
2018-07-01,"terrible UI, deleted",1,
2022-09-13,cant believe how bad it is,1,
2021-11-01,perfection,5,
2019-03-28,bad app,1,
2023-07-06,perfect to buy and sell easily,5,
2023-03-26,cant believe how bad it is,1,
2022-07-30,good,4,
2022-06-18,cant believe how bad it is,1,
2020-01-01,perfect to buy and sell easily,5,
2023-01-09,not good not bad.. does the job,3,
2021-04-10,excellent,5,
2018-07-21,omg fantastic,5,
2022-07-31,wow so good,5,
2019-10-14,amazing app i recommend,5,
2020-03-24,3 out of 5 i guess,3,
2020-08-16,not good not bad.. does the job,3,
2022-07-25,bad,1,
2021-07-20,3 out of 5 i guess,3,
2023-10-19,3 out of 5 i guess,3,
2017-10-20,amazing app i recommend,5,
2019-11-28,omg fantastic,5,
2020-12-27,omg fantastic,5,
2018-04-07,good,4,
2017-06-19,bad app,1,
2019-04-29,wish it had a easier way to load with money,3,
2017-05-14,3 out of 5 i guess,3,
2017-08-27,"terrible UI, deleted",1,
2017-04-19,wish it had a easier way to load with money,3,
2018-12-28,3 out of 5 i guess,3,
2017-05-29,3 out of 5 i guess,3,
2021-07-31,perfection,5,
2019-04-02,neutral,3,
2022-03-23,omg fantastic,5,
2020-01-03,perfect to buy and sell easily,5,
2023-05-01,dont even install,1,
2023-10-03,very bad,1,
2023-03-27,amazing app i recommend,5,
2017-02-19,amazing app i recommend,5,
2019-09-24,very good,5,
2022-02-21,perfection,5,
2017-05-18,not good not bad.. does the job,3,
2022-06-12,cant believe how bad it is,1,
2021-08-21,not good not bad.. does the job,3,
2023-04-13,amazing app i recommend,5,
2018-04-01,good,4,
2023-01-31,perfect to buy and sell easily,5,
2018-04-18,cant believe how bad it is,1,
2017-04-02,GREAT APP,5,
2018-04-07,omg fantastic,5,
2021-09-07,very bad,1,
2020-05-18,dont even install,1,
2022-08-29,"terrible UI, deleted",1,
2020-02-09,does the job,4,
2019-10-10,3 out of 5 i guess,3,
2019-08-01,amazing app i recommend,5,
2023-02-19,not good not bad.. does the job,3,
2019-11-21,does the job,4,
2017-01-07,3 out of 5 i guess,3,
2017-10-07,bad app,1,
2020-06-09,excellent,5,
2022-10-18,GREAT APP,5,
2018-09-29,3 out of 5 i guess,3,
2021-05-09,very bad,1,
2023-07-23,excellent,5,
2023-03-27,dont even install,1,
2019-05-11,bad app,1,
2023-06-30,bad app,1,
2020-03-26,"terrible UI, deleted",1,
2019-11-28,uauh terrible,1,
2021-07-26,omg fantastic,5,
2020-04-17,never again using,1,
2019-09-13,wish it had a easier way to load with money,3,
2018-03-21,bad,1,
2023-07-08,very bad,1,
2022-05-01,not good not bad.. does the job,3,
2018-06-06,very good,5,
2017-05-27,perfect to buy and sell easily,5,
2023-12-02,very bad,1,
2020-12-28,not good not bad.. does the job,3,
2022-02-19,perfect to buy and sell easily,5,
2021-02-15,cant believe how bad it is,1,
2018-10-14,does the job,4,
2017-03-14,dont even install,1,
2021-10-13,good,4,
2021-06-08,"i dont hate it, but i dont love it either..",3,
2017-09-28,cant believe how bad it is,1,
2023-02-08,excellent,5,
2020-05-04,neutral,3,
2017-07-30,very bad,1,
2023-01-07,wow so good,5,
2019-06-26,never again using,1,
2022-07-21,bad app,1,
2021-05-09,not good not bad.. does the job,3,
2022-01-23,good,4,
2021-09-26,very bad,1,
2019-11-22,not good not bad.. does the job,3,
2021-06-01,"terrible UI, deleted",1,
2021-06-17,bad,1,
2023-03-23,never again using,1,
2020-07-09,"i dont hate it, but i dont love it either..",3,
2020-08-17,very bad,1,
2017-10-29,perfection,5,
2022-07-29,"i dont hate it, but i dont love it either..",3,
2017-06-26,uauh terrible,1,
2017-06-11,cant believe how bad it is,1,
2019-09-29,not good not bad.. does the job,3,
2022-08-20,neutral,3,
2019-03-22,never again using,1,
2021-11-24,does the job,4,
2021-06-19,bad,1,
2017-12-20,wow so good,5,
2020-09-20,neutral,3,
2020-11-21,excellent,5,
2019-12-30,"i dont hate it, but i dont love it either..",3,
2020-05-03,very good,5,
2020-12-14,"i dont hate it, but i dont love it either..",3,
2022-12-07,never again using,1,
2019-03-02,bad,1,
2020-11-22,"i dont hate it, but i dont love it either..",3,
2022-10-22,not good not bad.. does the job,3,
2019-09-29,neutral,3,
2019-06-21,excellent,5,
2021-07-13,cant believe how bad it is,1,
2017-10-31,uauh terrible,1,
2019-11-02,excellent,5,
2020-05-09,very bad,1,
2020-09-04,amazing app i recommend,5,
2023-04-05,3 out of 5 i guess,3,
2023-12-23,perfection,5,
2023-05-15,neutral,3,
2020-12-12,neutral,3,
2023-10-22,amazing app i recommend,5,
2019-11-21,never again using,1,
2018-08-19,never again using,1,
2017-01-11,"i dont hate it, but i dont love it either..",3,
2022-01-26,very bad,1,
2017-11-15,does the job,4,
2021-05-06,wish it had a easier way to load with money,3,
2017-09-04,perfect to buy and sell easily,5,
2021-04-18,good,4,
2017-12-01,uauh terrible,1,
2020-02-25,wow so good,5,
2020-07-16,bad app,1,
2020-04-20,omg fantastic,5,
2017-06-25,wish it had a easier way to load with money,3,
2020-12-26,wow so good,5,
2020-12-27,wow so good,5,
2020-04-17,wish it had a easier way to load with money,3,
2021-06-19,bad,1,
2018-09-07,3 out of 5 i guess,3,
2020-11-06,bad app,1,
2019-12-20,very bad,1,
2021-02-23,amazing app i recommend,5,
2023-08-31,neutral,3,
2017-03-06,wish it had a easier way to load with money,3,
2019-02-28,"i dont hate it, but i dont love it either..",3,
2021-12-28,good,4,
2020-10-18,amazing app i recommend,5,
2021-07-16,wish it had a easier way to load with money,3,
2022-08-25,perfect to buy and sell easily,5,
2019-03-30,dont even install,1,
2017-08-24,very bad,1,
2021-09-28,does the job,4,
2021-02-26,perfect to buy and sell easily,5,
2020-10-12,uauh terrible,1,
2021-07-08,"terrible UI, deleted",1,
2017-06-13,very good,5,
2018-11-17,wish it had a easier way to load with money,3,
2021-05-07,uauh terrible,1,
2022-03-02,"terrible UI, deleted",1,
2018-05-17,bad app,1,
2020-02-07,very bad,1,
2020-10-11,wow so good,5,
2021-04-05,cant believe how bad it is,1,
2017-03-06,never again using,1,
2023-12-18,wish it had a easier way to load with money,3,
2023-06-01,neutral,3,
2018-02-17,dont even install,1,
2019-07-02,not good not bad.. does the job,3,
2022-12-20,very good,5,
2022-03-14,wish it had a easier way to load with money,3,
2022-04-12,very good,5,
2020-12-08,good,4,
2022-07-13,omg fantastic,5,
2018-05-01,perfect to buy and sell easily,5,
2017-02-28,bad app,1,
2021-04-29,3 out of 5 i guess,3,
2019-05-22,perfection,5,
2021-01-14,"i dont hate it, but i dont love it either..",3,
2018-08-27,wow so good,5,
2018-01-01,amazing app i recommend,5,
2019-10-09,"terrible UI, deleted",1,
2023-02-26,very bad,1,
2022-05-04,amazing app i recommend,5,
2017-08-24,cant believe how bad it is,1,
2023-06-01,"terrible UI, deleted",1,
2020-04-26,amazing app i recommend,5,
2021-10-29,neutral,3,
2022-08-15,wow so good,5,
2023-10-21,"terrible UI, deleted",1,
2019-09-16,wish it had a easier way to load with money,3,
2021-06-07,amazing app i recommend,5,
2023-02-07,bad,1,
2021-01-12,"terrible UI, deleted",1,
2017-05-24,3 out of 5 i guess,3,
2017-02-19,excellent,5,
2022-09-13,very bad,1,
2017-09-18,cant believe how bad it is,1,
2019-11-28,bad app,1,
2022-05-27,dont even install,1,
2020-06-29,amazing app i recommend,5,
2019-05-06,"terrible UI, deleted",1,
2019-03-25,very bad,1,
2020-06-30,amazing app i recommend,5,
2022-01-13,3 out of 5 i guess,3,
2017-10-27,never again using,1,
2017-01-03,very bad,1,
2019-05-09,bad,1,
2021-07-11,very good,5,
2019-01-12,neutral,3,
2023-02-23,3 out of 5 i guess,3,
2017-11-08,3 out of 5 i guess,3,
2017-10-28,"i dont hate it, but i dont love it either..",3,
2019-06-26,neutral,3,
2021-03-10,bad,1,
2017-01-18,bad app,1,
2021-05-22,GREAT APP,5,
2022-12-11,uauh terrible,1,
2023-09-07,dont even install,1,
2018-04-30,dont even install,1,
2023-05-18,omg fantastic,5,
2020-05-20,neutral,3,
2022-06-29,cant believe how bad it is,1,
2023-05-09,omg fantastic,5,
2019-01-16,very good,5,
2021-06-18,perfection,5,
2019-10-28,amazing app i recommend,5,
2018-09-23,"terrible UI, deleted",1,
2021-09-25,dont even install,1,
2022-08-15,amazing app i recommend,5,
2017-06-19,excellent,5,
2019-02-11,bad,1,
2017-03-11,amazing app i recommend,5,
2022-05-18,omg fantastic,5,
2017-06-07,GREAT APP,5,
2018-05-09,excellent,5,
2020-09-22,wish it had a easier way to load with money,3,
2023-06-16,good,4,
2019-09-15,3 out of 5 i guess,3,
2019-09-22,never again using,1,
2018-01-28,very good,5,
2023-12-29,perfection,5,
2018-09-21,3 out of 5 i guess,3,
2020-04-21,perfection,5,
2019-03-10,perfection,5,
2022-03-15,wish it had a easier way to load with money,3,
2019-12-10,neutral,3,
2023-12-07,does the job,4,
2022-07-05,not good not bad.. does the job,3,
2023-05-30,very bad,1,
2017-11-26,uauh terrible,1,
2021-06-18,neutral,3,
2021-07-15,"terrible UI, deleted",1,
2023-03-13,never again using,1,
2021-02-13,bad,1,
2020-11-28,dont even install,1,
2023-05-10,wow so good,5,
2019-06-01,neutral,3,
2018-05-09,very bad,1,
2018-06-06,cant believe how bad it is,1,
2020-04-25,bad app,1,
2022-02-20,"terrible UI, deleted",1,
2022-03-13,uauh terrible,1,
2021-01-28,amazing app i recommend,5,
2018-05-20,wish it had a easier way to load with money,3,
2017-04-22,good,4,
2023-01-25,wish it had a easier way to load with money,3,
2023-03-03,cant believe how bad it is,1,
2022-12-01,wish it had a easier way to load with money,3,
2020-07-11,wish it had a easier way to load with money,3,
2023-06-18,perfection,5,
2018-10-31,3 out of 5 i guess,3,
2019-09-19,perfection,5,
2023-09-11,perfect to buy and sell easily,5,
2023-02-03,bad,1,
2022-08-30,"i dont hate it, but i dont love it either..",3,
2023-12-27,"i dont hate it, but i dont love it either..",3,
2018-03-17,never again using,1,
2020-10-22,neutral,3,
2020-07-30,excellent,5,
2023-06-30,very bad,1,
2018-08-29,bad,1,
2021-11-22,bad,1,
2019-01-16,perfection,5,
2020-02-25,GREAT APP,5,
2017-02-05,cant believe how bad it is,1,
2019-01-11,very bad,1,
2023-10-31,bad app,1,
2019-07-21,3 out of 5 i guess,3,
2018-06-24,"i dont hate it, but i dont love it either..",3,
2020-01-24,excellent,5,
2023-06-20,wish it had a easier way to load with money,3,
2022-06-26,wow so good,5,
2021-06-28,bad,1,
2021-10-24,amazing app i recommend,5,
2021-03-13,perfection,5,
2022-12-01,never again using,1,
2019-06-19,"terrible UI, deleted",1,
2018-06-15,good,4,
2022-10-21,cant believe how bad it is,1,
2020-10-30,perfection,5,
2018-01-27,very bad,1,
2019-01-08,excellent,5,
2023-01-07,good,4,
2021-03-17,very good,5,
2017-06-08,good,4,
2022-01-22,GREAT APP,5,
2022-05-26,not good not bad.. does the job,3,
2021-05-07,omg fantastic,5,
2020-10-26,very bad,1,
2018-07-30,cant believe how bad it is,1,
2023-01-10,perfection,5,
2020-07-22,perfect to buy and sell easily,5,
2018-04-13,uauh terrible,1,
2022-09-17,never again using,1,
2023-10-01,bad,1,
2019-09-30,bad app,1,
2019-05-18,good,4,
2018-07-14,GREAT APP,5,
2018-12-12,very bad,1,
2017-11-27,omg fantastic,5,
2018-02-25,3 out of 5 i guess,3,
2019-11-29,neutral,3,
2022-05-14,"terrible UI, deleted",1,
2017-01-18,bad app,1,
2018-01-31,good,4,
2023-09-01,omg fantastic,5,
2022-10-12,"i dont hate it, but i dont love it either..",3,
2017-07-15,3 out of 5 i guess,3,
2022-03-30,dont even install,1,
2021-12-29,bad app,1,
2019-08-12,very bad,1,
2022-10-06,3 out of 5 i guess,3,
2017-02-03,not good not bad.. does the job,3,
2023-05-08,wow so good,5,
2017-09-30,bad,1,
2018-10-24,does the job,4,
2022-07-01,3 out of 5 i guess,3,
2021-12-01,3 out of 5 i guess,3,
2023-11-24,very good,5,
2020-05-06,very good,5,
2021-05-31,bad app,1,
2022-04-21,excellent,5,
2022-11-03,excellent,5,
2021-07-22,omg fantastic,5,
2018-09-24,good,4,
2023-01-18,does the job,4,
2020-08-15,wow so good,5,
2018-09-18,bad,1,
2021-02-20,neutral,3,
2018-08-24,not good not bad.. does the job,3,
2017-12-03,not good not bad.. does the job,3,
2018-07-28,cant believe how bad it is,1,
2020-04-18,amazing app i recommend,5,
2019-03-18,does the job,4,
2022-12-22,wow so good,5,
2018-07-01,GREAT APP,5,
2023-12-11,wow so good,5,
2019-09-13,very good,5,
2022-04-13,omg fantastic,5,
2019-12-30,uauh terrible,1,
2021-11-18,does the job,4,
2023-05-25,cant believe how bad it is,1,
2022-07-08,cant believe how bad it is,1,
2017-07-28,"terrible UI, deleted",1,
2018-07-26,omg fantastic,5,
2023-08-04,very good,5,
2019-03-03,wish it had a easier way to load with money,3,
2022-08-05,very good,5,
2018-12-29,perfect to buy and sell easily,5,
2023-03-25,"i dont hate it, but i dont love it either..",3,
2022-04-09,excellent,5,
2017-04-10,perfect to buy and sell easily,5,
2017-01-07,very good,5,
2023-11-21,good,4,
2018-12-26,3 out of 5 i guess,3,
2019-02-20,GREAT APP,5,
2018-01-21,not good not bad.. does the job,3,
2023-10-12,GREAT APP,5,
2020-07-08,perfection,5,
2022-03-26,cant believe how bad it is,1,
2020-05-09,"terrible UI, deleted",1,
2022-07-02,amazing app i recommend,5,
2023-02-14,wow so good,5,
2022-09-29,very good,5,
2017-11-22,uauh terrible,1,
2019-02-09,"terrible UI, deleted",1,
2021-12-14,"i dont hate it, but i dont love it either..",3,
2019-10-21,"i dont hate it, but i dont love it either..",3,
2017-03-08,"terrible UI, deleted",1,
2022-10-26,omg fantastic,5,
2020-02-23,amazing app i recommend,5,
2021-09-01,uauh terrible,1,
2018-11-11,uauh terrible,1,
2020-07-17,excellent,5,
2019-09-14,neutral,3,
2020-04-04,amazing app i recommend,5,
2022-02-21,does the job,4,
2020-07-02,very good,5,
2020-05-14,amazing app i recommend,5,
2022-08-29,dont even install,1,
2023-04-17,wow so good,5,
2020-07-01,GREAT APP,5,
2018-12-06,"i dont hate it, but i dont love it either..",3,
2021-07-30,very good,5,
2019-09-25,perfect to buy and sell easily,5,
2021-04-06,very good,5,
2018-12-21,good,4,
2017-12-06,very bad,1,
2019-12-06,wish it had a easier way to load with money,3,
2017-12-23,never again using,1,
2017-04-09,does the job,4,
2023-02-20,perfect to buy and sell easily,5,
2017-05-01,does the job,4,
2021-06-16,3 out of 5 i guess,3,
2023-11-18,neutral,3,
2018-12-25,amazing app i recommend,5,
2017-07-29,bad app,1,
2017-11-16,wish it had a easier way to load with money,3,
2018-07-22,uauh terrible,1,
2019-09-20,uauh terrible,1,
2020-09-15,uauh terrible,1,
2023-01-08,neutral,3,
2019-01-19,does the job,4,
2018-04-03,3 out of 5 i guess,3,
2023-12-14,wish it had a easier way to load with money,3,
2018-12-09,uauh terrible,1,
2023-01-15,bad app,1,
2018-05-17,cant believe how bad it is,1,
2018-08-06,omg fantastic,5,
2018-09-19,does the job,4,
2023-09-04,amazing app i recommend,5,
2017-06-19,good,4,
2023-03-04,"terrible UI, deleted",1,
2021-10-30,good,4,
2017-11-07,wow so good,5,
2018-11-12,wow so good,5,
2023-09-25,perfection,5,
2018-09-10,"i dont hate it, but i dont love it either..",3,
2022-10-29,perfect to buy and sell easily,5,
2017-05-26,bad app,1,
2017-05-23,neutral,3,
2022-01-02,does the job,4,
2021-04-18,wish it had a easier way to load with money,3,
2020-03-15,good,4,
2018-02-20,perfect to buy and sell easily,5,
2017-03-28,good,4,
2021-04-24,perfection,5,
2019-09-15,wow so good,5,
2022-02-13,perfect to buy and sell easily,5,
2021-02-12,perfection,5,
2017-08-09,wish it had a easier way to load with money,3,
2022-04-04,cant believe how bad it is,1,
2021-07-13,3 out of 5 i guess,3,
2018-04-17,perfect to buy and sell easily,5,
2023-05-23,omg fantastic,5,
2019-12-13,never again using,1,
2020-10-04,wow so good,5,
2019-04-19,amazing app i recommend,5,
2018-12-16,good,4,
2023-07-11,very good,5,
2021-03-18,cant believe how bad it is,1,
2020-12-30,neutral,3,
2020-06-12,very good,5,
2017-11-12,very good,5,
2020-08-09,perfection,5,
2021-05-29,GREAT APP,5,
2022-09-06,excellent,5,
2022-10-12,cant believe how bad it is,1,
2020-06-29,bad,1,
2018-12-02,neutral,3,
2023-07-21,dont even install,1,
2017-07-07,amazing app i recommend,5,
2022-10-26,not good not bad.. does the job,3,
2020-03-22,good,4,
2017-10-20,excellent,5,
2017-09-18,neutral,3,
2018-11-25,bad app,1,
2022-05-01,"terrible UI, deleted",1,
2018-03-23,perfect to buy and sell easily,5,
2017-08-29,very good,5,
2019-11-03,dont even install,1,
2017-06-28,cant believe how bad it is,1,
2021-03-14,very good,5,
2018-11-01,perfection,5,
2023-07-28,excellent,5,
2022-03-21,excellent,5,
2022-03-01,neutral,3,
2018-09-14,amazing app i recommend,5,
2020-11-19,neutral,3,
2020-10-07,never again using,1,
2021-11-19,does the job,4,
2022-05-23,perfection,5,
2019-06-24,dont even install,1,
2018-08-24,bad,1,
2018-08-19,wow so good,5,
2019-12-20,very good,5,
2021-01-13,"terrible UI, deleted",1,
2022-03-02,perfect to buy and sell easily,5,
2020-07-03,very bad,1,
2017-12-21,"i dont hate it, but i dont love it either..",3,
2019-10-25,"i dont hate it, but i dont love it either..",3,
2021-03-18,bad app,1,
2022-01-09,bad app,1,
2022-08-28,GREAT APP,5,
2022-03-29,never again using,1,
2018-06-27,not good not bad.. does the job,3,
2018-01-08,very good,5,
2020-08-31,not good not bad.. does the job,3,
2023-06-13,not good not bad.. does the job,3,
2020-06-20,does the job,4,
2021-10-04,neutral,3,
2022-08-06,good,4,
2018-10-17,never again using,1,
2018-06-23,amazing app i recommend,5,
2023-07-11,"terrible UI, deleted",1,
2022-05-22,not good not bad.. does the job,3,
2022-05-08,excellent,5,
2018-07-09,excellent,5,
2022-08-18,never again using,1,
2020-06-08,does the job,4,
2019-04-20,does the job,4,
2017-08-04,not good not bad.. does the job,3,
2020-06-09,3 out of 5 i guess,3,
2021-12-12,not good not bad.. does the job,3,
2019-09-11,cant believe how bad it is,1,
2017-11-09,3 out of 5 i guess,3,
2022-10-07,omg fantastic,5,
2018-11-08,dont even install,1,
2023-06-23,wow so good,5,
2018-04-02,uauh terrible,1,
2020-11-02,amazing app i recommend,5,
2022-05-26,perfection,5,
2019-11-01,"terrible UI, deleted",1,
2019-04-23,amazing app i recommend,5,
2018-06-29,perfect to buy and sell easily,5,
2017-11-08,never again using,1,
2020-08-20,good,4,
2018-08-02,neutral,3,
2019-07-25,omg fantastic,5,
2021-01-24,uauh terrible,1,
2022-09-10,excellent,5,
2018-08-16,neutral,3,
